"Status","Year","Age","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","Unknown","255","240","21740","21250"
"In post","2022","16-19","Unknown","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","Unknown","45","45","18510","16720"
"In post","2022","16-19","Unknown","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Policy","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","Unknown","45","45","17780","17140"
"In post","2022","16-19","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Tax","Unknown","35","35","21410","21250"
"In post","2022","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","50","50","23270","21260"
"In post","2022","16-19","Unknown","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
