"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Royal Fleet Auxiliary","Other","Female","10","10","[c]","[c]"
"In post","2022","16-19","Royal Fleet Auxiliary","Other","Male","25","25","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","Unknown","Female","20","20","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","Unknown","Male","10","10","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Public Pensions Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Public Pensions Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Serious Fraud Office","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Serious Fraud Office","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","Unknown","Female","10","10","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","Unknown","Male","10","10","[c]","[c]"
"In post","2022","16-19","Student Awards Agency for Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Student Awards Agency for Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Submarine Delivery Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Submarine Delivery Agency","Science and Engineering","Male","15","15","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Transport Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Transport Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Delivery","Male","10","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","Property","Male","15","15","[c]","[c]"
"In post","2022","16-19","Vehicle Certification Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Vehicle Certification Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","Unknown","Female","5","5","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","Unknown","Male","5","5","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","Female","50","50","26190","24250"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","Male","20","20","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Operational Delivery","Female","250","245","25050","24920"
"In post","2022","20-29","Animal and Plant Health Agency","Operational Delivery","Male","140","135","25230","24920"
"In post","2022","20-29","Animal and Plant Health Agency","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Science and Engineering","Female","85","85","26860","27960"
"In post","2022","20-29","Animal and Plant Health Agency","Science and Engineering","Male","40","40","26570","24640"
"In post","2022","20-29","Animal and Plant Health Agency","Veterinarian","Female","5","5","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Veterinarian","Male","10","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Unknown","Female","1935","1930","33890","29250"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Unknown","Male","1420","1415","34890","32000"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Female","10","5","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Male","5","5","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Female","45","45","25700","25010"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Male","35","35","26130","25460"
"In post","2022","20-29","Charity Commission","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Operational Delivery","Female","40","35","25100","24440"
