"Status","Year","Age","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","FCDO Services","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","Female","30","30","23640","21680"
"In post","2022","16-19","Unknown","Home Office","Male","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Royal Fleet Auxiliary","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Royal Fleet Auxiliary","Male","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government (excl. agencies)","Female","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Social Security Scotland","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Social Security Scotland","Male","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Cabinet Office (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Female","45","45","25790","25240"
"In post","2022","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Male","35","35","26130","25460"
"In post","2022","20-29","Analysis","Companies House","Female","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Competition and Markets Authority","Female","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Competition and Markets Authority","Male","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","Defence Science and Technology Laboratory","Female","45","45","31190","29230"
"In post","2022","20-29","Analysis","Defence Science and Technology Laboratory","Male","80","80","30990","29230"
"In post","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","45","45","34760","33880"
"In post","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","95","95","37300","33880"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","Female","30","30","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","Male","55","55","44760","38020"
"In post","2022","20-29","Analysis","Department for Education (excl. agencies)","Female","35","35","36460","36660"
"In post","2022","20-29","Analysis","Department for Education (excl. agencies)","Male","30","30","[c]","[c]"
"In post","2022","20-29","Analysis","Department for International Trade","Female","60","60","35790","31800"
"In post","2022","20-29","Analysis","Department for International Trade","Male","90","90","38600","31800"
"In post","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","35","35","37760","34000"
"In post","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","65","65","40890","37300"
"In post","2022","20-29","Analysis","Department for Transport (excl. agencies)","Female","75","75","39730","34710"
"In post","2022","20-29","Analysis","Department for Transport (excl. agencies)","Male","85","85","40020","35060"
"In post","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","Female","125","125","34160","35000"
"In post","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","Male","140","140","34000","31990"
"In post","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","Female","90","90","40880","37160"
"In post","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","Male","60","60","42410","40650"
"In post","2022","20-29","Analysis","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","Female","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","Male","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Government Actuary's Department","Female","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Government Actuary's Department","Male","35","35","39300","35980"
"In post","2022","20-29","Analysis","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Health and Safety Executive","Male","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Land Registry","Male","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Revenue and Customs (excl. agencies)","Female","130","130","37780","37610"
"In post","2022","20-29","Analysis","HM Revenue and Customs (excl. agencies)","Male","170","170","39020","37610"
"In post","2022","20-29","Analysis","Intellectual Property Office","Female","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Intellectual Property Office","Male","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Ministry of Defence (excl. agencies)","Female","50","50","36170","34500"
"In post","2022","20-29","Analysis","Ministry of Defence (excl. agencies)","Male","70","65","35190","36000"
"In post","2022","20-29","Analysis","Ministry of Justice (excl. agencies)","Female","95","95","39360","34610"
"In post","2022","20-29","Analysis","Ministry of Justice (excl. agencies)","Male","90","85","38820","34610"
"In post","2022","20-29","Analysis","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Office for Budget Responsibility","Female","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Office for Budget Responsibility","Male","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Female","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Male","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Office of Gas and Electricity Markets","Female","25","25","[c]","[c]"
"In post","2022","20-29","Analysis","Office of Gas and Electricity Markets","Male","35","35","34090","31000"
"In post","2022","20-29","Analysis","Office of Rail and Road","Female","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Office of Rail and Road","Male","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Rural Payments Agency","Male","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","UK Export Finance","Male","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","UK Statistics Authority","Female","420","420","33710","30710"
"In post","2022","20-29","Analysis","UK Statistics Authority","Male","310","305","32030","30710"
"In post","2022","20-29","Analysis","UK Statistics Authority","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Valuation Office Agency","Female","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Valuation Office Agency","Male","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Water Services Regulation Authority","Male","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Cabinet Office (excl. agencies)","Female","85","85","49030","54700"
"In post","2022","20-29","Commercial","Cabinet Office (excl. agencies)","Male","60","60","49360","52200"
"In post","2022","20-29","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Crown Commercial Service","Female","45","45","32030","30940"
"In post","2022","20-29","Commercial","Crown Commercial Service","Male","30","30","30900","30420"
"In post","2022","20-29","Commercial","Crown Prosecution Service","Female","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Defence Equipment and Support","Female","30","30","27110","26670"
"In post","2022","20-29","Commercial","Defence Equipment and Support","Male","40","40","30500","30830"
"In post","2022","20-29","Commercial","Defence Science and Technology Laboratory","Female","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Defence Science and Technology Laboratory","Male","20","20","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Digital, Culture, Media and Sport","Female","10","10","[c]","[c]"
