"Status","Year","Age","Disability","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Declared non-disabled","Finance","SEO/HEO","430","430","35780","34570"
"In post","2022","20-29","Declared non-disabled","Finance","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Geography","AA/AO","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Geography","EO","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Geography","SEO/HEO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Human Resources","AA/AO","135","135","21990","21250"
"In post","2022","20-29","Declared non-disabled","Human Resources","EO","205","200","26430","26590"
"In post","2022","20-29","Declared non-disabled","Human Resources","G6/G7","80","80","54440","53360"
"In post","2022","20-29","Declared non-disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Human Resources","SEO/HEO","370","370","33810","33000"
"In post","2022","20-29","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Intelligence Analysis","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Intelligence Analysis","EO","175","175","27180","26590"
"In post","2022","20-29","Declared non-disabled","Intelligence Analysis","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Intelligence Analysis","SEO/HEO","140","140","35480","35500"
"In post","2022","20-29","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Internal Audit","EO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Internal Audit","SEO/HEO","30","30","35860","33930"
"In post","2022","20-29","Declared non-disabled","International Trade","EO","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","International Trade","G6/G7","50","50","53030","51720"
"In post","2022","20-29","Declared non-disabled","International Trade","SEO/HEO","150","150","34600","33370"
"In post","2022","20-29","Declared non-disabled","Knowledge and Information Management","AA/AO","40","40","22260","21170"
"In post","2022","20-29","Declared non-disabled","Knowledge and Information Management","EO","70","70","26760","26950"
"In post","2022","20-29","Declared non-disabled","Knowledge and Information Management","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Knowledge and Information Management","SEO/HEO","75","75","34400","33570"
"In post","2022","20-29","Declared non-disabled","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Legal","AA/AO","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Legal","EO","335","335","28310","26970"
"In post","2022","20-29","Declared non-disabled","Legal","G6/G7","145","145","52000","50500"
"In post","2022","20-29","Declared non-disabled","Legal","SEO/HEO","330","330","37720","37930"
"In post","2022","20-29","Declared non-disabled","Medicine","AA/AO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Medicine","EO","30","30","28620","27780"
"In post","2022","20-29","Declared non-disabled","Medicine","G6/G7","10","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Medicine","SEO/HEO","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Operational Delivery","AA/AO","11840","11525","23180","21680"
"In post","2022","20-29","Declared non-disabled","Operational Delivery","EO","7255","7145","27560","27570"
"In post","2022","20-29","Declared non-disabled","Operational Delivery","G6/G7","150","150","54100","53360"
"In post","2022","20-29","Declared non-disabled","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Operational Delivery","SEO/HEO","2045","2030","34090","33210"
"In post","2022","20-29","Declared non-disabled","Operational Delivery","Unknown","2170","2135","25710","24090"
"In post","2022","20-29","Declared non-disabled","Operational Research","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Operational Research","EO","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Operational Research","G6/G7","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Operational Research","SEO/HEO","185","185","34100","34660"
"In post","2022","20-29","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Other","AA/AO","775","755","21390","21260"
"In post","2022","20-29","Declared non-disabled","Other","EO","925","915","26530","27570"
"In post","2022","20-29","Declared non-disabled","Other","G6/G7","65","65","53280","53100"
"In post","2022","20-29","Declared non-disabled","Other","SEO/HEO","450","450","32090","32780"
"In post","2022","20-29","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Planning","SEO/HEO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Policy","AA/AO","105","105","23850","24340"
"In post","2022","20-29","Declared non-disabled","Policy","EO","585","580","27490","27680"
"In post","2022","20-29","Declared non-disabled","Policy","G6/G7","1185","1185","54720","53380"
"In post","2022","20-29","Declared non-disabled","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Policy","SEO/HEO","3360","3350","35860","34710"
"In post","2022","20-29","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","AA/AO","50","45","21980","21260"
"In post","2022","20-29","Declared non-disabled","Project Delivery","EO","275","275","25780","26010"
"In post","2022","20-29","Declared non-disabled","Project Delivery","G6/G7","115","115","54520","53530"
"In post","2022","20-29","Declared non-disabled","Project Delivery","SEO/HEO","890","885","34870","34000"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Unknown","60","60","29270","30080"
"In post","2022","20-29","Declared non-disabled","Property","AA/AO","50","50","20710","21170"
"In post","2022","20-29","Declared non-disabled","Property","EO","165","160","26670","26350"
"In post","2022","20-29","Declared non-disabled","Property","G6/G7","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","SEO/HEO","220","220","34360","33000"
"In post","2022","20-29","Declared non-disabled","Property","Unknown","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Psychology","AA/AO","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Psychology","EO","115","115","25970","25830"
"In post","2022","20-29","Declared non-disabled","Psychology","SEO/HEO","165","165","30220","29750"
"In post","2022","20-29","Declared non-disabled","Science and Engineering","AA/AO","265","265","21110","21300"
"In post","2022","20-29","Declared non-disabled","Science and Engineering","EO","625","620","25790","26370"
"In post","2022","20-29","Declared non-disabled","Science and Engineering","G6/G7","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Science and Engineering","SEO/HEO","1230","1220","32640","31580"
"In post","2022","20-29","Declared non-disabled","Science and Engineering","Unknown","190","190","28910","27540"
"In post","2022","20-29","Declared non-disabled","Security","AA/AO","415","415","24950","25000"
"In post","2022","20-29","Declared non-disabled","Security","EO","75","75","27960","26670"
"In post","2022","20-29","Declared non-disabled","Security","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","SEO/HEO","120","120","35670","34640"
"In post","2022","20-29","Declared non-disabled","Security","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Social Research","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Social Research","EO","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Social Research","G6/G7","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Social Research","SEO/HEO","270","270","35380","34260"
"In post","2022","20-29","Declared non-disabled","Statistics","AA/AO","20","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Statistics","EO","80","80","28070","28170"
"In post","2022","20-29","Declared non-disabled","Statistics","G6/G7","50","50","56210","54650"
"In post","2022","20-29","Declared non-disabled","Statistics","SEO/HEO","335","335","36350","36000"
"In post","2022","20-29","Declared non-disabled","Tax","AA/AO","630","605","21280","21250"
"In post","2022","20-29","Declared non-disabled","Tax","EO","755","750","26730","26590"
"In post","2022","20-29","Declared non-disabled","Tax","G6/G7","200","200","56900","55210"
"In post","2022","20-29","Declared non-disabled","Tax","SEO/HEO","680","680","34570","33370"
"In post","2022","20-29","Declared non-disabled","Unknown","AA/AO","785","770","22470","21250"
"In post","2022","20-29","Declared non-disabled","Unknown","EO","1025","1020","27520","27230"
"In post","2022","20-29","Declared non-disabled","Unknown","G6/G7","395","390","56000","54700"
"In post","2022","20-29","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","SEO/HEO","1390","1385","35650","34550"
"In post","2022","20-29","Declared non-disabled","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Veterinarian","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","EO","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","SEO/HEO","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","EO","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data and Technology","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data and Technology","EO","30","30","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data and Technology","SEO/HEO","55","55","36050","35310"
"In post","2022","20-29","Undeclared","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Economics","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Economics","SEO/HEO","40","40","34710","34710"
"In post","2022","20-29","Undeclared","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","EO","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","SEO/HEO","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Geography","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","EO","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","SEO/HEO","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Intelligence Analysis","EO","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Intelligence Analysis","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","EO","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Operational Delivery","AA/AO","525","510","23190","21260"
"In post","2022","20-29","Undeclared","Operational Delivery","EO","350","340","28130","27570"
"In post","2022","20-29","Undeclared","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Operational Delivery","SEO/HEO","90","90","35100","34020"
"In post","2022","20-29","Undeclared","Operational Delivery","Unknown","80","80","25840","24180"
"In post","2022","20-29","Undeclared","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Operational Research","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Other","AA/AO","45","45","21280","21260"
"In post","2022","20-29","Undeclared","Other","EO","35","35","26290","27570"
"In post","2022","20-29","Undeclared","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other","SEO/HEO","20","20","[c]","[c]"
