"Status","Year","Age","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of the Public Guardian","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Registers of Scotland","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Registers of Scotland","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Royal Fleet Auxiliary","Other","Unknown","35","35","17940","16450"
"In post","2022","16-19","Rural Payments Agency","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Operational Delivery","Scotland","10","10","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","Unknown","Scotland","30","30","22550","21050"
"In post","2022","16-19","Scottish Prison Service","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","Operational Delivery","Scotland","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Public Pensions Agency","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Serious Fraud Office","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","Unknown","Scotland","20","20","21450","21050"
"In post","2022","16-19","Student Awards Agency for Scotland","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Submarine Delivery Agency","Science and Engineering","South West (England)","15","15","18160","17140"
"In post","2022","16-19","The Insolvency Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Transport Scotland","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","Operational Delivery","London","5","5","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","Operational Delivery","South West (England)","5","5","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Economics","Wales","5","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Delivery","South East (England)","10","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","Property","North East (England)","5","5","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Vehicle Certification Agency","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","Unknown","Scotland","10","10","25660","23230"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Midlands (England)","15","15","24140","24250"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","5","5","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","North East (England)","15","15","25810","24250"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","15","15","25510","24250"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","5","5","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Operational Delivery","East of England","25","25","26110","25100"
"In post","2022","20-29","Animal and Plant Health Agency","Operational Delivery","London","20","20","29610","28140"
"In post","2022","20-29","Animal and Plant Health Agency","Operational Delivery","North East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Operational Delivery","North West (England)","50","50","24060","22430"
"In post","2022","20-29","Animal and Plant Health Agency","Operational Delivery","Scotland","15","15","24370","23110"
"In post","2022","20-29","Animal and Plant Health Agency","Operational Delivery","South East (England)","75","75","27950","24920"
"In post","2022","20-29","Animal and Plant Health Agency","Operational Delivery","South West (England)","65","60","24130","21300"
"In post","2022","20-29","Animal and Plant Health Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Operational Delivery","Wales","40","40","22630","21300"
"In post","2022","20-29","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","35","30","23650","21300"
"In post","2022","20-29","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","45","45","23800","23960"
"In post","2022","20-29","Animal and Plant Health Agency","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Science and Engineering","South East (England)","110","110","27410","27960"
"In post","2022","20-29","Animal and Plant Health Agency","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","Policy","London","[c]","[c]","[c]","[c]"
