"Status","Year","Age","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","Declared non-disabled","No function","3815","[c]","31060","27570"
"New entrant CS","2022","40-49","Declared non-disabled","Project Delivery","250","[c]","39260","38000"
"New entrant CS","2022","40-49","Declared non-disabled","Property","120","[c]","38960","35310"
"New entrant CS","2022","40-49","Declared non-disabled","Security","75","[c]","31300","25540"
"New entrant CS","2022","40-49","Declared non-disabled","Unknown","630","[c]","34400","29320"
"New entrant CS","2022","40-49","Undeclared","Analysis","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Counter Fraud","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Digital, Data & Technology","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","No function","205","[c]","31010","27570"
"New entrant CS","2022","40-49","Undeclared","Project Delivery","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Property","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Analysis","35","[c]","46940","40000"
"New entrant CS","2022","40-49","Unknown","Commercial","125","[c]","63690","62400"
"New entrant CS","2022","40-49","Unknown","Communications","90","[c]","33710","26590"
"New entrant CS","2022","40-49","Unknown","Counter Fraud","45","[c]","28200","26700"
"New entrant CS","2022","40-49","Unknown","Debt","35","[c]","21250","21250"
"New entrant CS","2022","40-49","Unknown","Digital, Data & Technology","185","[c]","43330","40210"
"New entrant CS","2022","40-49","Unknown","Finance","95","[c]","40810","38320"
"New entrant CS","2022","40-49","Unknown","Human Resources","60","[c]","37860","32090"
"New entrant CS","2022","40-49","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Legal","30","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","No function","2025","[c]","30590","26840"
"New entrant CS","2022","40-49","Unknown","Project Delivery","105","[c]","43880","40180"
"New entrant CS","2022","40-49","Unknown","Property","85","[c]","35900","31140"
"New entrant CS","2022","40-49","Unknown","Security","60","[c]","33430","25540"
"New entrant CS","2022","40-49","Unknown","Unknown","930","[c]","33850","27570"
"New entrant CS","2022","50-59","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Communications","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Counter Fraud","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Debt","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Digital, Data & Technology","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Grants Management","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Human Resources","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Legal","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","No function","705","[c]","29820","27570"
"New entrant CS","2022","50-59","Declared disabled","Project Delivery","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Property","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Unknown","85","[c]","31850","27230"
"New entrant CS","2022","50-59","Declared non-disabled","Analysis","35","[c]","49500","38340"
"New entrant CS","2022","50-59","Declared non-disabled","Commercial","50","[c]","40840","39330"
"New entrant CS","2022","50-59","Declared non-disabled","Communications","60","[c]","34450","30350"
"New entrant CS","2022","50-59","Declared non-disabled","Counter Fraud","130","[c]","27500","26590"
"New entrant CS","2022","50-59","Declared non-disabled","Debt","65","[c]","22080","21260"
"New entrant CS","2022","50-59","Declared non-disabled","Digital, Data & Technology","210","[c]","43740","40560"
"New entrant CS","2022","50-59","Declared non-disabled","Finance","80","[c]","37780","35640"
"New entrant CS","2022","50-59","Declared non-disabled","Grants Management","65","[c]","21750","21300"
"New entrant CS","2022","50-59","Declared non-disabled","Human Resources","110","[c]","39770","34260"
"New entrant CS","2022","50-59","Declared non-disabled","Internal Audit","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Legal","50","[c]","49260","50500"
"New entrant CS","2022","50-59","Declared non-disabled","No function","3035","[c]","29690","26880"
"New entrant CS","2022","50-59","Declared non-disabled","Project Delivery","200","[c]","43650","40000"
"New entrant CS","2022","50-59","Declared non-disabled","Property","85","[c]","35820","33000"
"New entrant CS","2022","50-59","Declared non-disabled","Security","85","[c]","32040","32000"
"New entrant CS","2022","50-59","Declared non-disabled","Unknown","485","[c]","34450","29350"
"New entrant CS","2022","50-59","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Digital, Data & Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","No function","210","[c]","28370","27540"
"New entrant CS","2022","50-59","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Property","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Security","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Analysis","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Commercial","70","[c]","69570","70900"
"New entrant CS","2022","50-59","Unknown","Communications","40","[c]","33310","26820"
"New entrant CS","2022","50-59","Unknown","Counter Fraud","30","[c]","28710","27570"
"New entrant CS","2022","50-59","Unknown","Debt","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Digital, Data & Technology","75","[c]","47010","41000"
"New entrant CS","2022","50-59","Unknown","Finance","50","[c]","43780","40180"
"New entrant CS","2022","50-59","Unknown","Human Resources","50","[c]","39200","36740"
"New entrant CS","2022","50-59","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Legal","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","No function","1795","[c]","30070","26840"
"New entrant CS","2022","50-59","Unknown","Project Delivery","85","[c]","41240","38500"
"New entrant CS","2022","50-59","Unknown","Property","85","[c]","35420","29480"
"New entrant CS","2022","50-59","Unknown","Security","70","[c]","29530","25000"
"New entrant CS","2022","50-59","Unknown","Unknown","885","[c]","32830","28650"
"New entrant CS","2022","60-64","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","No function","225","[c]","29270","28200"
"New entrant CS","2022","60-64","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","Analysis","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","Commercial","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","Communications","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","Counter Fraud","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","Debt","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","Digital, Data & Technology","30","[c]","46760","48270"
"New entrant CS","2022","60-64","Declared non-disabled","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","Grants Management","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","Human Resources","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","No function","710","[c]","28880","25740"
"New entrant CS","2022","60-64","Declared non-disabled","Project Delivery","30","[c]","37770","36750"
"New entrant CS","2022","60-64","Declared non-disabled","Property","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","Security","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","Unknown","65","[c]","29720","26350"
"New entrant CS","2022","60-64","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","No function","65","[c]","28190","28200"
"New entrant CS","2022","60-64","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Debt","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Digital, Data & Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","No function","475","[c]","30100","28200"
"New entrant CS","2022","60-64","Unknown","Project Delivery","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Property","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Security","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Unknown","150","[c]","32020","29430"
"New entrant CS","2022","65+","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","No function","70","[c]","33270","28690"
"New entrant CS","2022","65+","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Digital, Data & Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","No function","205","[c]","30130","27150"
"New entrant CS","2022","65+","Declared non-disabled","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","No function","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Digital, Data & Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","No function","175","[c]","29670","26400"
"New entrant CS","2022","65+","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
