"Status","Year","Age","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","Policy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","Economics","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","Operational Delivery","45","35","19210","18310"
"In post","2022","16-19","Unknown","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions","Operational Delivery","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs","Operational Delivery","55","55","21490","21250"
"In post","2022","16-19","Unknown","HM Revenue and Customs","Property","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs","Tax","35","35","21410","21250"
"In post","2022","16-19","Unknown","HM Revenue and Customs","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","Operational Delivery","40","40","23310","21680"
"In post","2022","16-19","Unknown","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","Other","45","45","18010","16720"
"In post","2022","16-19","Unknown","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","Science and Engineering","45","45","17360","17140"
"In post","2022","16-19","Unknown","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Justice","Operational Delivery","90","90","22610","21790"
"In post","2022","16-19","Unknown","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","Operational Delivery","10","5","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","Unknown","30","30","[c]","[c]"
"In post","2022","16-19","Unknown","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Legal","30","30","39270","40960"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Operational Delivery","45","45","24190","23750"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Other","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office","Unknown","175","175","34320","34550"
"In post","2022","20-29","Declared disabled","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Chancellor's other departments","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Chancellor's other departments","Other","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Economics","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
