"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","185","180","27950","28250"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","415","410","31660","30720"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","1655","1605","60690","59470"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","270","265","86760","78010"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","1365","1340","39180","38600"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AA/AO","155","150","24230","25000"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","EO","170","160","26660","26120"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6/G7","320","310","55180","53930"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SCS level","15","15","79270","76090"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","435","425","36760","33930"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","AA/AO","20","20","23360","23250"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","45","45","27370","27550"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","1025","1020","58710","56800"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","250","250","85340","76370"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","745","740","35220","34220"
"In post","2022","Forestry and Land Scotland","Outside London","AA/AO","460","445","25960","25940"
"In post","2022","Forestry and Land Scotland","Outside London","EO","265","255","31900","31060"
"In post","2022","Forestry and Land Scotland","Outside London","G6/G7","40","40","61730","59590"
"In post","2022","Forestry and Land Scotland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Outside London","SEO/HEO","245","240","41180","39520"
"In post","2022","Government Actuary's Department","London","AA/AO","10","10","23430","24090"
"In post","2022","Government Actuary's Department","London","EO","20","20","29830","29210"
"In post","2022","Government Actuary's Department","London","G6/G7","120","105","86100","80760"
"In post","2022","Government Actuary's Department","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","London","SEO/HEO","60","60","40920","39000"
"In post","2022","Government Actuary's Department","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Outside London","G6/G7","10","10","81030","73920"
"In post","2022","Government Actuary's Department","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","London","EO","10","10","[c]","[c]"
"In post","2022","Government Internal Audit Agency","London","G6/G7","65","60","59830","58550"
"In post","2022","Government Internal Audit Agency","London","SCS level","15","15","91290","87740"
"In post","2022","Government Internal Audit Agency","London","SEO/HEO","80","75","43100","44020"
"In post","2022","Government Internal Audit Agency","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Outside London","G6/G7","100","100","55690","54540"
"In post","2022","Government Internal Audit Agency","Outside London","SCS level","10","10","82330","75810"
"In post","2022","Government Internal Audit Agency","Outside London","SEO/HEO","160","150","38990","39980"
"In post","2022","Government Legal Department","London","AA/AO","60","55","23900","23920"
"In post","2022","Government Legal Department","London","EO","330","320","28390","27350"
"In post","2022","Government Legal Department","London","G6/G7","1670","1530","59380","59910"
"In post","2022","Government Legal Department","London","SCS level","200","190","83110","78610"
"In post","2022","Government Legal Department","London","SEO/HEO","240","230","37520","37730"
"In post","2022","Government Legal Department","Outside London","EO","15","15","27710","27000"
"In post","2022","Government Legal Department","Outside London","G6/G7","90","80","57170","57680"
"In post","2022","Government Legal Department","Outside London","SCS level","10","10","82070","77920"
"In post","2022","Government Legal Department","Outside London","SEO/HEO","20","20","38810","40050"
"In post","2022","Government Property Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","London","EO","10","10","[c]","[c]"
"In post","2022","Government Property Agency","London","G6/G7","50","50","61070","59740"
"In post","2022","Government Property Agency","London","SCS level","10","10","89330","85060"
"In post","2022","Government Property Agency","London","SEO/HEO","35","30","38210","37930"
"In post","2022","Government Property Agency","Outside London","EO","15","15","24220","24100"
"In post","2022","Government Property Agency","Outside London","G6/G7","100","100","58520","57000"
"In post","2022","Government Property Agency","Outside London","SCS level","15","15","98650","95000"
"In post","2022","Government Property Agency","Outside London","SEO/HEO","80","80","36420","37300"
"In post","2022","Health and Safety Executive","London","AA/AO","10","10","26640","26790"
"In post","2022","Health and Safety Executive","London","EO","15","15","33120","33880"
"In post","2022","Health and Safety Executive","London","G6/G7","35","35","61200","57810"
"In post","2022","Health and Safety Executive","London","SCS level","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","London","SEO/HEO","85","80","44300","43770"
"In post","2022","Health and Safety Executive","Outside London","AA/AO","265","235","22000","22410"
"In post","2022","Health and Safety Executive","Outside London","EO","480","450","27380","26410"
"In post","2022","Health and Safety Executive","Outside London","G6/G7","515","495","60640","57510"
"In post","2022","Health and Safety Executive","Outside London","SCS level","30","30","87350","86100"
"In post","2022","Health and Safety Executive","Outside London","SEO/HEO","1265","1200","44010","41000"
"In post","2022","HM Courts and Tribunals Service","London","AA/AO","2105","1940","23520","23720"
"In post","2022","HM Courts and Tribunals Service","London","EO","825","795","28520","28310"
"In post","2022","HM Courts and Tribunals Service","London","G6/G7","305","290","60600","59290"
"In post","2022","HM Courts and Tribunals Service","London","SCS level","40","40","85950","83300"
"In post","2022","HM Courts and Tribunals Service","London","SEO/HEO","915","885","38820","35690"
"In post","2022","HM Courts and Tribunals Service","Outside London","AA/AO","7680","6655","20770","20970"
"In post","2022","HM Courts and Tribunals Service","Outside London","EO","1850","1735","25290","25120"
"In post","2022","HM Courts and Tribunals Service","Outside London","G6/G7","405","400","55290","52680"
"In post","2022","HM Courts and Tribunals Service","Outside London","SCS level","30","30","80930","74500"
"In post","2022","HM Courts and Tribunals Service","Outside London","SEO/HEO","1925","1800","35600","36050"
"In post","2022","HM Courts and Tribunals Service","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Unknown","AA/AO","15","15","20920","20970"
"In post","2022","HM Courts and Tribunals Service","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","London","G6/G7","10","10","61350","60590"
"In post","2022","HM Crown Prosecution Service Inspectorate","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Outside London","G6/G7","10","10","57680","57400"
"In post","2022","HM Crown Prosecution Service Inspectorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","London","AA/AO","60","55","25920","25850"
"In post","2022","HM Land Registry","London","EO","110","105","30810","30600"
"In post","2022","HM Land Registry","London","G6/G7","55","50","68030","68660"
"In post","2022","HM Land Registry","London","SCS level","10","10","100030","93410"
"In post","2022","HM Land Registry","London","SEO/HEO","170","165","41030","37290"
"In post","2022","HM Land Registry","Outside London","AA/AO","1690","1585","22580","22600"
"In post","2022","HM Land Registry","Outside London","EO","2255","2000","27300","27130"
"In post","2022","HM Land Registry","Outside London","G6/G7","250","235","60800","60520"
"In post","2022","HM Land Registry","Outside London","SCS level","15","15","84060","81000"
"In post","2022","HM Land Registry","Outside London","SEO/HEO","2025","1820","37010","33840"
"In post","2022","HM Prison and Probation Service","London","AA/AO","2980","2870","30290","30800"
"In post","2022","HM Prison and Probation Service","London","EO","810","790","33490","32890"
"In post","2022","HM Prison and Probation Service","London","G6/G7","275","265","71310","69610"
"In post","2022","HM Prison and Probation Service","London","SCS level","35","35","92430","85820"
"In post","2022","HM Prison and Probation Service","London","SEO/HEO","1020","995","44380","43240"
"In post","2022","HM Prison and Probation Service","London","Unknown","2330","2225","34630","33700"
"In post","2022","HM Prison and Probation Service","Outside London","AA/AO","25170","23745","25920","25380"
"In post","2022","HM Prison and Probation Service","Outside London","EO","5670","5410","30590","31610"
"In post","2022","HM Prison and Probation Service","Outside London","G6/G7","545","535","72780","71650"
"In post","2022","HM Prison and Probation Service","Outside London","SCS level","50","50","99810","103000"
"In post","2022","HM Prison and Probation Service","Outside London","SEO/HEO","5910","5640","40050","38160"
"In post","2022","HM Prison and Probation Service","Outside London","Unknown","16830","15525","29460","28200"
"In post","2022","HM Prison and Probation Service","Unknown","AA/AO","25","25","22420","21960"
"In post","2022","HM Prison and Probation Service","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Unknown","Unknown","50","40","31700","28200"
