"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Male","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Female","75","70","49140","45190"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Male","55","55","44340","40220"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Female","45","45","43660","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Male","75","75","45870","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Female","95","90","45490","39570"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Male","150","145","46250","39570"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Female","80","75","53670","53600"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Male","85","85","53450","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Female","95","90","46620","46010"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Male","40","40","51700","49080"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Female","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Male","15","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Female","315","305","43700","39670"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Male","280","280","49580","49080"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Female","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Male","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Female","2205","2135","48230","46050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Male","2220","2200","50340","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Female","45","45","49000","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Male","40","40","53730","49200"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Female","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Male","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Female","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Male","25","25","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Commercial","Female","15","15","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Commercial","Male","20","20","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Communications","Female","40","35","47380","43000"
"In post","2022","Department for Digital, Culture, Media and Sport","Communications","Male","25","25","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Female","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Male","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Economics","Female","20","20","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Economics","Male","60","60","48480","52480"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","Female","30","30","52410","56730"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","Male","45","45","52120","55680"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","Female","55","55","43250","34990"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","Male","20","20","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","International Trade","Female","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","International Trade","Male","15","15","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","Female","20","20","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Research","Male","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Other","Female","70","65","39150","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Other","Male","35","35","49820","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Policy","Female","665","650","47460","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Policy","Male","515","510","45920","43960"
"In post","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Female","110","105","46100","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Male","115","110","48460","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Science and Engineering","Male","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Social Research","Female","15","15","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Social Research","Male","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Statistics","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Statistics","Male","15","15","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Commercial","Female","155","145","38140","36500"
"In post","2022","Department for Education (excl. agencies)","Commercial","Male","110","110","37980","36500"
"In post","2022","Department for Education (excl. agencies)","Communications","Female","150","140","38300","33740"
"In post","2022","Department for Education (excl. agencies)","Communications","Male","90","90","37090","32870"
"In post","2022","Department for Education (excl. agencies)","Digital, Data and Technology","Female","385","365","41090","37100"
"In post","2022","Department for Education (excl. agencies)","Digital, Data and Technology","Male","420","415","41090","37420"
"In post","2022","Department for Education (excl. agencies)","Finance","Female","290","275","42390","40300"
"In post","2022","Department for Education (excl. agencies)","Finance","Male","225","225","42650","37100"
"In post","2022","Department for Education (excl. agencies)","Human Resources","Female","110","105","34430","29780"
"In post","2022","Department for Education (excl. agencies)","Human Resources","Male","30","30","37580","30790"
"In post","2022","Department for Education (excl. agencies)","Legal","Female","35","35","56770","61010"
"In post","2022","Department for Education (excl. agencies)","Legal","Male","20","20","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Operational Delivery","Female","380","355","42290","36780"
"In post","2022","Department for Education (excl. agencies)","Operational Delivery","Male","235","235","42260","36890"
"In post","2022","Department for Education (excl. agencies)","Policy","Female","1985","1865","44890","40940"
"In post","2022","Department for Education (excl. agencies)","Policy","Male","990","980","46840","44460"
"In post","2022","Department for Education (excl. agencies)","Project Delivery","Female","25","20","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Project Delivery","Male","20","20","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Property","Female","275","270","47440","49860"
"In post","2022","Department for Education (excl. agencies)","Property","Male","335","335","53210","54400"
"In post","2022","Department for Education (excl. agencies)","Security","Female","10","10","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Security","Male","25","25","[c]","[c]"
