"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Human Resources","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Other","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","AA/AO","AO","15","[c]","21100","20800"
"Leaver Dept.","2022","Human Resources","Unknown","EO","EO","25","[c]","26540","27500"
"Leaver Dept.","2022","Human Resources","Unknown","G6/G7","G6","10","[c]","65490","64990"
"Leaver Dept.","2022","Human Resources","Unknown","G6/G7","G7","20","[c]","55990","56160"
"Leaver Dept.","2022","Human Resources","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","SEO/HEO","HEO","35","[c]","32520","32960"
"Leaver Dept.","2022","Human Resources","Unknown","SEO/HEO","SEO","20","[c]","39330","38890"
"Leaver Dept.","2022","Internal Audit","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Internal Audit","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Legal","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Legal","G6/G7","G6","35","[c]","69190","66790"
"Leaver Dept.","2022","Legal","Legal","G6/G7","G7","55","[c]","54870","52690"
"Leaver Dept.","2022","Legal","Legal","SCS level","SCS level","10","[c]","85300","83040"
"Leaver Dept.","2022","Legal","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Operational Delivery","AA/AO","AO","35","[c]","23230","23770"
"Leaver Dept.","2022","Legal","Operational Delivery","EO","EO","20","[c]","26720","26970"
"Leaver Dept.","2022","Legal","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other","EO","EO","25","[c]","27260","27350"
"Leaver Dept.","2022","Legal","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Policy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Commercial","SEO/HEO","HEO","10","[c]","28940","29430"
"Leaver Dept.","2022","No function","Commercial","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Digital, Data and Technology","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Geography","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Geography","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Inspector of Education and Training","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Inspector of Education and Training","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intelligence Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","SEO/HEO","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Knowledge and Information Management","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Knowledge and Information Management","EO","EO","25","[c]","27110","27570"
"Leaver Dept.","2022","No function","Knowledge and Information Management","G6/G7","G6","30","[c]","67060","66580"
"Leaver Dept.","2022","No function","Knowledge and Information Management","G6/G7","G7","85","[c]","52500","50930"
"Leaver Dept.","2022","No function","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Knowledge and Information Management","SEO/HEO","HEO","35","[c]","31160","30460"
"Leaver Dept.","2022","No function","Knowledge and Information Management","SEO/HEO","SEO","60","[c]","38660","38170"
"Leaver Dept.","2022","No function","Knowledge and Information Management","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Medicine","G6/G7","G6","55","[c]","81330","78210"
"Leaver Dept.","2022","No function","Medicine","G6/G7","G7","35","[c]","51850","51750"
"Leaver Dept.","2022","No function","Medicine","SCS level","SCS level","235","[c]","112800","109880"
"Leaver Dept.","2022","No function","Medicine","SEO/HEO","HEO","25","[c]","33690","32310"
"Leaver Dept.","2022","No function","Medicine","SEO/HEO","SEO","40","[c]","40880","40080"
"Leaver Dept.","2022","No function","Operational Delivery","AA/AO","AA","195","[c]","19940","19510"
"Leaver Dept.","2022","No function","Operational Delivery","AA/AO","AO","1620","[c]","21410","21260"
"Leaver Dept.","2022","No function","Operational Delivery","EO","EO","2470","[c]","27330","27570"
"Leaver Dept.","2022","No function","Operational Delivery","G6/G7","G6","270","[c]","68380","66230"
"Leaver Dept.","2022","No function","Operational Delivery","G6/G7","G7","710","[c]","53260","52610"
"Leaver Dept.","2022","No function","Operational Delivery","SCS level","SCS level","130","[c]","96850","93740"
"Leaver Dept.","2022","No function","Operational Delivery","SEO/HEO","HEO","1115","[c]","31880","31990"
"Leaver Dept.","2022","No function","Operational Delivery","SEO/HEO","SEO","870","[c]","39760","40070"
"Leaver Dept.","2022","No function","Operational Delivery","Unknown","Unknown","110","[c]","37580","34340"
"Leaver Dept.","2022","No function","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Other","AA/AO","AO","30","[c]","21220","21260"
"Leaver Dept.","2022","No function","Other","EO","EO","225","[c]","27390","27570"
"Leaver Dept.","2022","No function","Other","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Other","G6/G7","G7","25","[c]","50480","50150"
"Leaver Dept.","2022","No function","Other","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Other","SEO/HEO","HEO","50","[c]","32530","32000"
"Leaver Dept.","2022","No function","Other","SEO/HEO","SEO","25","[c]","37460","37000"
"Leaver Dept.","2022","No function","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectors","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectors","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectors","G6/G7","G6","10","[c]","64020","58810"
"Leaver Dept.","2022","No function","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectors","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectors","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Policy","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Policy","EO","EO","200","[c]","27170","27680"
"Leaver Dept.","2022","No function","Policy","G6/G7","G6","170","[c]","65660","64990"
"Leaver Dept.","2022","No function","Policy","G6/G7","G7","480","[c]","53420","53380"
"Leaver Dept.","2022","No function","Policy","SCS level","SCS level","115","[c]","83270","75380"
"Leaver Dept.","2022","No function","Policy","SEO/HEO","HEO","635","[c]","33270","33570"
"Leaver Dept.","2022","No function","Policy","SEO/HEO","SEO","335","[c]","39780","40050"
"Leaver Dept.","2022","No function","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Project Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Project Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Project Delivery","SEO/HEO","SEO","15","[c]","38600","38960"
"Leaver Dept.","2022","No function","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Psychology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Psychology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Science and Engineering","AA/AO","AA","30","[c]","20380","19530"
"Leaver Dept.","2022","No function","Science and Engineering","AA/AO","AO","145","[c]","21760","21820"
"Leaver Dept.","2022","No function","Science and Engineering","EO","EO","275","[c]","25610","25720"
"Leaver Dept.","2022","No function","Science and Engineering","G6/G7","G6","130","[c]","72950","69680"
"Leaver Dept.","2022","No function","Science and Engineering","G6/G7","G7","430","[c]","52770","52330"
"Leaver Dept.","2022","No function","Science and Engineering","SCS level","SCS level","30","[c]","105470","107900"
"Leaver Dept.","2022","No function","Science and Engineering","SEO/HEO","HEO","560","[c]","32010","32310"
"Leaver Dept.","2022","No function","Science and Engineering","SEO/HEO","SEO","590","[c]","40120","40070"
"Leaver Dept.","2022","No function","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Statistics","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","AA/AO","AO","40","[c]","22770","21590"
"Leaver Dept.","2022","No function","Unknown","EO","EO","165","[c]","28260","27500"
"Leaver Dept.","2022","No function","Unknown","G6/G7","G6","120","[c]","65510","64500"
"Leaver Dept.","2022","No function","Unknown","G6/G7","G7","320","[c]","55010","54700"
"Leaver Dept.","2022","No function","Unknown","SCS level","SCS level","85","[c]","85390","76670"
"Leaver Dept.","2022","No function","Unknown","SEO/HEO","HEO","870","[c]","32510","32000"
"Leaver Dept.","2022","No function","Unknown","SEO/HEO","SEO","190","[c]","41100","40600"
"Leaver Dept.","2022","No function","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Veterinarian","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Commercial","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Commercial","SEO/HEO","HEO","30","[c]","29450","29550"
"Leaver Dept.","2022","Project Delivery","Commercial","SEO/HEO","SEO","10","[c]","39270","38160"
"Leaver Dept.","2022","Project Delivery","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Digital, Data and Technology","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Inspector of Education and Training","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Medicine","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Operational Delivery","G6/G7","G7","10","[c]","51450","51860"
"Leaver Dept.","2022","Project Delivery","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Other","EO","EO","20","[c]","21050","20130"
"Leaver Dept.","2022","Project Delivery","Other","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Other","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
