"Status","Year","Age","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","National Crime Agency","SEO/HEO","140","140","40550","40170"
"In post","2022","20-29","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Infrastructure Commission","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","National Infrastructure Commission","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","National Records of Scotland","AA/AO","20","20","23450","23230"
"In post","2022","20-29","National Records of Scotland","EO","20","20","28340","27230"
"In post","2022","20-29","National Records of Scotland","SEO/HEO","10","10","38400","37130"
"In post","2022","20-29","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Savings and Investments","EO","5","5","[c]","[c]"
"In post","2022","20-29","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Savings and Investments","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","EO","5","5","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","SEO/HEO","25","25","38550","36720"
"In post","2022","20-29","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office for Budget Responsibility","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Office for Budget Responsibility","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","AA/AO","40","40","20190","21410"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","EO","45","45","26700","25880"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","SEO/HEO","45","45","35780","35010"
"In post","2022","20-29","Office of Gas and Electricity Markets","AA/AO","35","35","19710","19750"
"In post","2022","20-29","Office of Gas and Electricity Markets","EO","175","175","25730","25750"
"In post","2022","20-29","Office of Gas and Electricity Markets","G6/G7","40","40","49520","46360"
"In post","2022","20-29","Office of Gas and Electricity Markets","SEO/HEO","130","130","34350","33400"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","EO","5","5","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","SEO/HEO","20","20","33740","31000"
"In post","2022","20-29","Office of Rail and Road","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","EO","5","5","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","SEO/HEO","15","15","36980","37240"
"In post","2022","20-29","Office of the Public Guardian","AA/AO","230","210","20960","20970"
"In post","2022","20-29","Office of the Public Guardian","EO","70","70","25150","25120"
"In post","2022","20-29","Office of the Public Guardian","SEO/HEO","10","10","31850","30450"
"In post","2022","20-29","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","5","5","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","15","15","36440","34260"
"In post","2022","20-29","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","EO","5","5","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Planning Inspectorate","AA/AO","40","40","20390","21270"
"In post","2022","20-29","Planning Inspectorate","EO","15","15","26050","26050"
"In post","2022","20-29","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectorate","SEO/HEO","10","10","30540","32780"
"In post","2022","20-29","Queen Elizabeth II Centre","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Registers of Scotland","AA/AO","90","90","24690","25050"
"In post","2022","20-29","Registers of Scotland","EO","55","55","30490","30840"
"In post","2022","20-29","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Registers of Scotland","SEO/HEO","25","25","36130","37710"
"In post","2022","20-29","Revenue Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Revenue Scotland","EO","5","5","[c]","[c]"
"In post","2022","20-29","Revenue Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Revenue Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Royal Fleet Auxiliary","Unknown","365","365","28260","28980"
"In post","2022","20-29","Rural Payments Agency","AA/AO","290","285","21250","21300"
"In post","2022","20-29","Rural Payments Agency","EO","85","80","24930","24920"
"In post","2022","20-29","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","SEO/HEO","30","30","31410","29180"
"In post","2022","20-29","Scottish Courts and Tribunals Service","AA/AO","205","195","22330","22000"
"In post","2022","20-29","Scottish Courts and Tribunals Service","EO","70","70","28360","27080"
"In post","2022","20-29","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Courts and Tribunals Service","SEO/HEO","20","20","35790","36360"
"In post","2022","20-29","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Fiscal Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Fiscal Commission","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Scottish Forestry","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Forestry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Government (excl. agencies)","AA/AO","350","340","23470","24400"
"In post","2022","20-29","Scottish Government (excl. agencies)","EO","425","420","28120","27230"
"In post","2022","20-29","Scottish Government (excl. agencies)","G6/G7","70","70","52330","49860"
"In post","2022","20-29","Scottish Government (excl. agencies)","SEO/HEO","750","745","35340","33070"
"In post","2022","20-29","Scottish Prison Service","AA/AO","465","455","23220","22480"
"In post","2022","20-29","Scottish Prison Service","EO","220","215","32060","32170"
"In post","2022","20-29","Scottish Prison Service","SEO/HEO","15","15","39860","38610"
"In post","2022","20-29","Scottish Public Pensions Agency","AA/AO","25","25","25250","25930"
"In post","2022","20-29","Scottish Public Pensions Agency","EO","5","5","[c]","[c]"
"In post","2022","20-29","Scottish Public Pensions Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","EO","20","20","27090","26090"
"In post","2022","20-29","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","SEO/HEO","35","35","35910","33100"
"In post","2022","20-29","Social Security Scotland","AA/AO","260","255","21760","21050"
"In post","2022","20-29","Social Security Scotland","EO","195","195","27550","27230"
"In post","2022","20-29","Social Security Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Social Security Scotland","SEO/HEO","90","90","34760","31540"
"In post","2022","20-29","Standards and Testing Agency","EO","10","10","[c]","[c]"
"In post","2022","20-29","Standards and Testing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Standards and Testing Agency","SEO/HEO","10","10","37200","36500"
"In post","2022","20-29","Student Awards Agency for Scotland","AA/AO","40","35","22600","23230"
"In post","2022","20-29","Student Awards Agency for Scotland","EO","15","15","27640","27230"
"In post","2022","20-29","Student Awards Agency for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Submarine Delivery Agency","Unknown","440","440","28630","27540"
"In post","2022","20-29","Teaching Regulation Agency","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Teaching Regulation Agency","EO","10","10","25000","25000"
"In post","2022","20-29","Teaching Regulation Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","AA/AO","120","120","21240","21130"
"In post","2022","20-29","The Insolvency Service","EO","25","25","25710","26200"
"In post","2022","20-29","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","SEO/HEO","35","35","31470","31000"
"In post","2022","20-29","The National Archives","AA/AO","30","30","21020","20590"
"In post","2022","20-29","The National Archives","EO","25","25","23900","23240"
"In post","2022","20-29","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The National Archives","SEO/HEO","35","35","31870","30000"
"In post","2022","20-29","Transport Scotland","AA/AO","20","20","23430","23230"
"In post","2022","20-29","Transport Scotland","EO","15","15","28400","27940"
"In post","2022","20-29","Transport Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Transport Scotland","SEO/HEO","45","45","34920","34600"
"In post","2022","20-29","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Debt Management Office","SEO/HEO","10","10","40530","42500"
"In post","2022","20-29","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Export Finance","EO","35","35","29190","29000"
"In post","2022","20-29","UK Export Finance","G6/G7","10","10","55550","52500"
"In post","2022","20-29","UK Export Finance","SEO/HEO","60","60","37610","36000"
"In post","2022","20-29","UK Health Security Agency","AA/AO","300","275","21220","19880"
"In post","2022","20-29","UK Health Security Agency","EO","375","350","25680","26880"
"In post","2022","20-29","UK Health Security Agency","G6/G7","100","100","55530","53360"
"In post","2022","20-29","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","SEO/HEO","700","685","33770","32330"
"In post","2022","20-29","UK Hydrographic Office","AA/AO","55","55","20520","20420"
"In post","2022","20-29","UK Hydrographic Office","EO","55","55","26860","26740"
"In post","2022","20-29","UK Hydrographic Office","SEO/HEO","40","40","35030","33290"
"In post","2022","20-29","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","UK Space Agency","SEO/HEO","40","40","36570","36740"
"In post","2022","20-29","UK Statistics Authority","AA/AO","210","190","19950","19860"
"In post","2022","20-29","UK Statistics Authority","EO","185","180","24110","23880"
"In post","2022","20-29","UK Statistics Authority","G6/G7","75","75","51680","50210"
"In post","2022","20-29","UK Statistics Authority","SEO/HEO","815","810","33320","30710"
"In post","2022","20-29","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","AA/AO","190","185","22060","22010"
"In post","2022","20-29","Valuation Office Agency","EO","195","190","26590","26030"
"In post","2022","20-29","Valuation Office Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","SEO/HEO","250","250","34760","32890"
"In post","2022","20-29","Vehicle Certification Agency","AA/AO","10","10","21840","21840"
"In post","2022","20-29","Vehicle Certification Agency","EO","10","10","[c]","[c]"
"In post","2022","20-29","Vehicle Certification Agency","SEO/HEO","15","15","36150","35190"
"In post","2022","20-29","Veterinary Medicines Directorate","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Veterinary Medicines Directorate","EO","5","5","[c]","[c]"
"In post","2022","20-29","Veterinary Medicines Directorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Veterinary Medicines Directorate","SEO/HEO","10","10","36050","37630"
"In post","2022","20-29","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","EO","25","25","28790","28000"
"In post","2022","20-29","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","SEO/HEO","15","15","41100","37500"
"In post","2022","20-29","Welsh Government (excl. agencies)","AA/AO","225","220","23810","24630"
"In post","2022","20-29","Welsh Government (excl. agencies)","EO","180","180","27630","26820"
"In post","2022","20-29","Welsh Government (excl. agencies)","G6/G7","15","15","55000","54280"
