"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","EO","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","G6/G7","60","60","55720","53360"
"In post","2022","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","SCS level","10","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","SEO/HEO","55","50","35770","32790"
"In post","2022","Unknown","Unknown","Disclosure Scotland","AA/AO","100","90","22890","23230"
"In post","2022","Unknown","Unknown","Disclosure Scotland","EO","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Disclosure Scotland","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Disclosure Scotland","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Education Scotland","AA/AO","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Education Scotland","EO","15","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Education Scotland","G6/G7","95","90","70570","75340"
"In post","2022","Unknown","Unknown","Education Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Education Scotland","SEO/HEO","40","40","42430","43660"
"In post","2022","Unknown","Unknown","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Food Standards Scotland","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Food Standards Scotland","EO","40","40","28920","30040"
"In post","2022","Unknown","Unknown","Food Standards Scotland","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Food Standards Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Food Standards Scotland","SEO/HEO","80","75","36490","34600"
"In post","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Forestry and Land Scotland","AA/AO","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Forestry and Land Scotland","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Forestry and Land Scotland","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Home Office","AA/AO","1045","1025","21990","21680"
"In post","2022","Unknown","Unknown","Home Office","EO","2565","2445","26820","24880"
"In post","2022","Unknown","Unknown","Home Office","G6/G7","660","655","59690","57430"
"In post","2022","Unknown","Unknown","Home Office","SCS level","35","35","100600","93000"
"In post","2022","Unknown","Unknown","Home Office","SEO/HEO","1200","1190","37290","36590"
"In post","2022","Unknown","Unknown","Home Office","Unknown","210","210","[c]","[c]"
"In post","2022","Unknown","Unknown","Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Ministry of Defence (excl. agencies)","AA/AO","1110","1055","21120","21170"
"In post","2022","Unknown","Unknown","Ministry of Defence (excl. agencies)","EO","520","505","28450","26930"
"In post","2022","Unknown","Unknown","Ministry of Defence (excl. agencies)","G6/G7","275","245","68260","66170"
"In post","2022","Unknown","Unknown","Ministry of Defence (excl. agencies)","SCS level","25","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Ministry of Defence (excl. agencies)","SEO/HEO","830","800","40090","40000"
"In post","2022","Unknown","Unknown","Ministry of Defence (excl. agencies)","Unknown","30","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","National Records of Scotland","AA/AO","65","60","23750","23230"
"In post","2022","Unknown","Unknown","National Records of Scotland","EO","40","40","28790","27230"
"In post","2022","Unknown","Unknown","National Records of Scotland","G6/G7","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","National Records of Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","National Records of Scotland","SEO/HEO","65","65","39180","39660"
"In post","2022","Unknown","Unknown","Office of the Scottish Charity Regulator","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Office of the Scottish Charity Regulator","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Office of the Scottish Charity Regulator","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Revenue Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Revenue Scotland","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Revenue Scotland","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Revenue Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Revenue Scotland","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Royal Fleet Auxiliary","Unknown","1760","1760","37450","34160"
"In post","2022","Unknown","Unknown","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Fiscal Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Fiscal Commission","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Forestry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Forestry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Forestry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Government (excl. agencies)","AA/AO","390","370","24860","24400"
"In post","2022","Unknown","Unknown","Scottish Government (excl. agencies)","EO","440","420","28910","27940"
"In post","2022","Unknown","Unknown","Scottish Government (excl. agencies)","G6/G7","730","700","62860","62170"
"In post","2022","Unknown","Unknown","Scottish Government (excl. agencies)","SCS level","60","60","89130","83230"
"In post","2022","Unknown","Unknown","Scottish Government (excl. agencies)","SEO/HEO","1340","1290","39680","39660"
"In post","2022","Unknown","Unknown","Scottish Housing Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Housing Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Housing Regulator","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Housing Regulator","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Prison Service","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Public Pensions Agency","AA/AO","105","95","25230","25930"
"In post","2022","Unknown","Unknown","Scottish Public Pensions Agency","EO","30","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Public Pensions Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Public Pensions Agency","SEO/HEO","15","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Social Security Scotland","AA/AO","335","325","21880","21050"
"In post","2022","Unknown","Unknown","Social Security Scotland","EO","305","295","27520","27230"
"In post","2022","Unknown","Unknown","Social Security Scotland","G6/G7","65","65","63770","65280"
"In post","2022","Unknown","Unknown","Social Security Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Social Security Scotland","SEO/HEO","185","180","36360","33070"
"In post","2022","Unknown","Unknown","Student Awards Agency for Scotland","AA/AO","60","60","23130","23230"
"In post","2022","Unknown","Unknown","Student Awards Agency for Scotland","EO","35","35","28490","27230"
"In post","2022","Unknown","Unknown","Student Awards Agency for Scotland","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Student Awards Agency for Scotland","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Transport Scotland","AA/AO","25","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Transport Scotland","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Transport Scotland","G6/G7","50","50","62940","62170"
"In post","2022","Unknown","Unknown","Transport Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Transport Scotland","SEO/HEO","105","105","41730","40810"
"In post","2022","Unknown","Unknown","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Veterinary Medicines Directorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Veterinary Medicines Directorate","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Veterinary Medicines Directorate","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government (excl. agencies)","AA/AO","75","70","23860","24630"
"In post","2022","Unknown","Unknown","Welsh Government (excl. agencies)","EO","60","60","28370","29430"
"In post","2022","Unknown","Unknown","Welsh Government (excl. agencies)","G6/G7","50","45","61460","61440"
"In post","2022","Unknown","Unknown","Welsh Government (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government (excl. agencies)","SEO/HEO","115","110","38940","38160"
"In post","2022","Unknown","Unknown","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Revenue Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Revenue Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Revenue Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
