"Status","Year","Age","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Department for International Trade","EO","35","35","27260","26370"
"In post","2022","30-39","Department for International Trade","G6","135","135","63800","62170"
"In post","2022","30-39","Department for International Trade","G7","335","335","53510","51970"
"In post","2022","30-39","Department for International Trade","HEO","100","100","32630","31800"
"In post","2022","30-39","Department for International Trade","SCS level","50","50","77540","73440"
"In post","2022","30-39","Department for International Trade","SEO","170","170","40220","38540"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","AO","40","35","22220","22560"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","EO","60","55","26950","27530"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","G6","190","185","63540","63470"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","G7","380","365","51980","53130"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","HEO","185","180","32350","32780"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","SCS level","40","40","76120","72000"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","SEO","215","210","39070","39600"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Department for Transport","AA","265","215","18770","18310"
"In post","2022","30-39","Department for Transport","AO","1100","975","22440","21840"
"In post","2022","30-39","Department for Transport","EO","775","750","27530","26470"
"In post","2022","30-39","Department for Transport","G6","165","165","66400","65440"
"In post","2022","30-39","Department for Transport","G7","430","425","55110","54110"
"In post","2022","30-39","Department for Transport","HEO","515","505","33260","32120"
"In post","2022","30-39","Department for Transport","SCS level","50","50","77190","74000"
"In post","2022","30-39","Department for Transport","SEO","475","470","42370","42470"
"In post","2022","30-39","Department for Work and Pensions","AA","10","10","20290","20480"
"In post","2022","30-39","Department for Work and Pensions","AO","4230","3705","21450","21260"
"In post","2022","30-39","Department for Work and Pensions","EO","8625","8060","28150","27570"
"In post","2022","30-39","Department for Work and Pensions","G6","150","150","68000","66270"
"In post","2022","30-39","Department for Work and Pensions","G7","495","485","53350","52750"
"In post","2022","30-39","Department for Work and Pensions","HEO","1140","1095","32940","31990"
"In post","2022","30-39","Department for Work and Pensions","SCS level","30","30","77600","73400"
"In post","2022","30-39","Department for Work and Pensions","SEO","730","710","39970","39330"
"In post","2022","30-39","Department of Health and Social Care","AA","25","20","19900","19520"
"In post","2022","30-39","Department of Health and Social Care","AO","130","110","22170","21970"
"In post","2022","30-39","Department of Health and Social Care","EO","285","265","26060","26880"
"In post","2022","30-39","Department of Health and Social Care","G6","325","310","66990","66230"
"In post","2022","30-39","Department of Health and Social Care","G7","725","705","52910","53360"
"In post","2022","30-39","Department of Health and Social Care","HEO","575","550","31940","32330"
"In post","2022","30-39","Department of Health and Social Care","SCS level","120","115","80850","75030"
"In post","2022","30-39","Department of Health and Social Care","SEO","765","735","39850","40190"
"In post","2022","30-39","Estyn","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Estyn","EO","10","5","[c]","[c]"
"In post","2022","30-39","Estyn","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Estyn","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Food Standards Agency","EO","45","45","26350","26750"
"In post","2022","30-39","Food Standards Agency","G6","10","10","[c]","[c]"
"In post","2022","30-39","Food Standards Agency","G7","45","45","53810","52300"
"In post","2022","30-39","Food Standards Agency","HEO","90","90","31110","30810"
"In post","2022","30-39","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Food Standards Agency","SEO","130","125","38770","37910"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","AO","70","70","24530","23950"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","EO","145","140","29190","29260"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","G6","255","250","64480","64840"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","G7","850","835","54350","54370"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","HEO","560","555","35600","34770"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","SCS level","40","40","75700","74290"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","SEO","250","250","42300","41740"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","HM Land Registry","AA","5","5","[c]","[c]"
"In post","2022","30-39","HM Land Registry","AO","420","395","22690","22600"
"In post","2022","30-39","HM Land Registry","EO","350","330","27410","27130"
"In post","2022","30-39","HM Land Registry","G6","10","10","69880","70330"
"In post","2022","30-39","HM Land Registry","G7","50","45","57820","57000"
"In post","2022","30-39","HM Land Registry","HEO","120","115","35160","33840"
"In post","2022","30-39","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","HM Land Registry","SEO","105","100","41390","38550"
"In post","2022","30-39","HM Revenue and Customs","AA","30","20","21250","21250"
"In post","2022","30-39","HM Revenue and Customs","AO","3530","3185","21400","21250"
"In post","2022","30-39","HM Revenue and Customs","EO","3975","3835","26880","26820"
"In post","2022","30-39","HM Revenue and Customs","G6","415","405","69760","67910"
"In post","2022","30-39","HM Revenue and Customs","G7","1660","1625","56160","55210"
"In post","2022","30-39","HM Revenue and Customs","HEO","4680","4570","33600","33370"
"In post","2022","30-39","HM Revenue and Customs","SCS level","65","60","80790","78000"
"In post","2022","30-39","HM Revenue and Customs","SEO","1925","1895","40640","40520"
"In post","2022","30-39","HM Treasury","AO","10","10","[c]","[c]"
"In post","2022","30-39","HM Treasury","EO","35","30","26980","26750"
"In post","2022","30-39","HM Treasury","G6","205","205","65910","63640"
"In post","2022","30-39","HM Treasury","G7","305","300","55000","53180"
"In post","2022","30-39","HM Treasury","HEO","150","145","35830","35490"
"In post","2022","30-39","HM Treasury","SCS level","70","65","77390","76610"
"In post","2022","30-39","HM Treasury","SEO","20","20","41640","39980"
"In post","2022","30-39","Home Office","AA","110","90","19380","18240"
"In post","2022","30-39","Home Office","AO","1405","1245","22230","21680"
"In post","2022","30-39","Home Office","EO","3520","3345","26090","25040"
"In post","2022","30-39","Home Office","G6","260","255","68850","68720"
"In post","2022","30-39","Home Office","G7","820","810","57190","57430"
"In post","2022","30-39","Home Office","HEO","1495","1455","32570","30980"
"In post","2022","30-39","Home Office","SCS level","40","40","80850","76330"
"In post","2022","30-39","Home Office","SEO","1015","995","40680","41950"
"In post","2022","30-39","Home Office","Unknown","60","60","[c]","[c]"
"In post","2022","30-39","Ministry of Defence","AA","525","510","20180","19810"
"In post","2022","30-39","Ministry of Defence","AO","1625","1555","26220","21830"
"In post","2022","30-39","Ministry of Defence","EO","1495","1410","26830","26670"
"In post","2022","30-39","Ministry of Defence","G6","200","190","69210","68500"
"In post","2022","30-39","Ministry of Defence","G7","1185","1155","52970","53500"
"In post","2022","30-39","Ministry of Defence","HEO","2440","2345","32950","33290"
"In post","2022","30-39","Ministry of Defence","SCS level","40","35","82990","76480"
"In post","2022","30-39","Ministry of Defence","SEO","2405","2345","41140","40580"
"In post","2022","30-39","Ministry of Defence","Unknown","865","855","38070","36970"
"In post","2022","30-39","Ministry of Justice","AA","1105","1050","21380","20890"
"In post","2022","30-39","Ministry of Justice","AO","7770","7310","25830","25610"
"In post","2022","30-39","Ministry of Justice","EO","2675","2590","29060","28310"
"In post","2022","30-39","Ministry of Justice","G6","140","135","67440","65610"
"In post","2022","30-39","Ministry of Justice","G7","620","605","57200","55810"
"In post","2022","30-39","Ministry of Justice","HEO","2070","2015","33610","33900"
"In post","2022","30-39","Ministry of Justice","SCS level","55","55","80730","76520"
"In post","2022","30-39","Ministry of Justice","SEO","1350","1315","43040","41750"
"In post","2022","30-39","Ministry of Justice","Unknown","4385","4060","29060","27980"
"In post","2022","30-39","National Crime Agency","AO","45","40","23340","22850"
"In post","2022","30-39","National Crime Agency","EO","705","690","33810","32770"
"In post","2022","30-39","National Crime Agency","G6","15","15","72610","71700"
"In post","2022","30-39","National Crime Agency","G7","55","55","58650","59160"
"In post","2022","30-39","National Crime Agency","HEO","365","360","41130","40210"
"In post","2022","30-39","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","SEO","160","155","47510","47280"
"In post","2022","30-39","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","G7","20","20","54620","54850"
"In post","2022","30-39","Northern Ireland Office","HEO","10","10","32660","32980"
"In post","2022","30-39","Northern Ireland Office","SCS level","10","10","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","SEO","20","20","40080","36720"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","AO","45","40","21390","21410"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","EO","50","50","26080","25880"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","G6","15","15","74770","74280"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","G7","70","70","66190","62810"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","HEO","85","85","32310","32010"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","SEO","125","125","45260","46360"
"In post","2022","30-39","Office of Gas and Electricity Markets","AO","10","10","19300","18500"
"In post","2022","30-39","Office of Gas and Electricity Markets","EO","85","85","25490","24830"
"In post","2022","30-39","Office of Gas and Electricity Markets","G6","35","35","71650","71100"
"In post","2022","30-39","Office of Gas and Electricity Markets","G7","170","165","53930","52680"
"In post","2022","30-39","Office of Gas and Electricity Markets","HEO","115","110","33730","33400"
"In post","2022","30-39","Office of Gas and Electricity Markets","SCS level","10","10","86760","83950"
"In post","2022","30-39","Office of Gas and Electricity Markets","SEO","50","50","39840","39780"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","EO","10","5","[c]","[c]"
