"Status","Year","Ethnicity","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Commercial","Ministry of Defence","South West (England)","25","25","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Justice","London","10","10","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","UK Export Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","UK Export Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","UK Export Finance","London","35","35","51390","44080"
"In post","2022","Asian","Commercial","UK Export Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","UK Export Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","UK Export Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","UK Export Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","UK Export Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","UK Export Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","UK Export Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","UK Export Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","UK Export Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cabinet Office","London","20","20","[c]","[c]"
"In post","2022","Asian","Communications","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Education","London","10","10","[c]","[c]"
"In post","2022","Asian","Communications","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Environment, Food and Rural Affairs","London","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for International Trade","London","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Levelling Up, Housing and Communities","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Levelling Up, Housing and Communities","London","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Work and Pensions","London","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Department for Work and Pensions","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department for Work and Pensions","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
