"Status","Year","Age","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Counter Fraud","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","40","40","28460","25100"
"In post","2022","30-39","Counter Fraud","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Department for Business, Energy and Industrial Strategy","Unknown","25","20","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Department for Transport","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Department for Work and Pensions","Heterosexual / straight","600","565","27460","27570"
"In post","2022","30-39","Counter Fraud","Department for Work and Pensions","LGBO","40","40","27500","27570"
"In post","2022","30-39","Counter Fraud","Department for Work and Pensions","Undeclared","35","35","28240","27570"
"In post","2022","30-39","Counter Fraud","Department for Work and Pensions","Unknown","120","100","26570","27570"
"In post","2022","30-39","Counter Fraud","Food Standards Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","HM Revenue and Customs","Heterosexual / straight","1345","1310","35070","33080"
"In post","2022","30-39","Counter Fraud","HM Revenue and Customs","LGBO","105","105","35760","33080"
"In post","2022","30-39","Counter Fraud","HM Revenue and Customs","Undeclared","110","105","35160","33370"
"In post","2022","30-39","Counter Fraud","HM Revenue and Customs","Unknown","625","615","32510","31020"
"In post","2022","30-39","Counter Fraud","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Debt","Department for Work and Pensions","Heterosexual / straight","305","260","22450","21260"
"In post","2022","30-39","Debt","Department for Work and Pensions","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Debt","Department for Work and Pensions","Undeclared","30","30","22890","21260"
"In post","2022","30-39","Debt","Department for Work and Pensions","Unknown","90","75","22250","21260"
"In post","2022","30-39","Debt","HM Revenue and Customs","Heterosexual / straight","440","405","23900","21250"
"In post","2022","30-39","Debt","HM Revenue and Customs","LGBO","50","50","23400","21250"
"In post","2022","30-39","Debt","HM Revenue and Customs","Undeclared","35","30","23540","21250"
"In post","2022","30-39","Debt","HM Revenue and Customs","Unknown","320","295","22530","21250"
"In post","2022","30-39","Debt","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Debt","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Debt","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Attorney General's Departments","Heterosexual / straight","30","30","40890","35290"
"In post","2022","30-39","Digital, Data & Technology","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Cabinet Office","Heterosexual / straight","315","310","50540","54700"
"In post","2022","30-39","Digital, Data & Technology","Cabinet Office","LGBO","55","55","50060","54700"
"In post","2022","30-39","Digital, Data & Technology","Cabinet Office","Undeclared","50","45","52670","54700"
"In post","2022","30-39","Digital, Data & Technology","Cabinet Office","Unknown","55","55","49030","49950"
"In post","2022","30-39","Digital, Data & Technology","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Charity Commission","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Charity Commission","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Competition and Markets Authority","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","365","350","38920","38200"
"In post","2022","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","LGBO","45","45","36930","39280"
"In post","2022","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Undeclared","90","85","39190","38730"
"In post","2022","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Unknown","35","35","38390","37650"
"In post","2022","30-39","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Education","Heterosexual / straight","220","215","41960","38630"
"In post","2022","30-39","Digital, Data & Technology","Department for Education","LGBO","20","15","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Education","Undeclared","30","30","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Education","Unknown","55","55","47610","49860"
"In post","2022","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Heterosexual / straight","120","115","41260","40660"
"In post","2022","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Unknown","30","30","41470","39890"
"In post","2022","30-39","Digital, Data & Technology","Department for International Trade","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for International Trade","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for International Trade","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Heterosexual / straight","35","35","46800","53130"
"In post","2022","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Transport","Heterosexual / straight","245","245","36790","31850"
"In post","2022","30-39","Digital, Data & Technology","Department for Transport","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Transport","Undeclared","40","40","38590","38650"
"In post","2022","30-39","Digital, Data & Technology","Department for Transport","Unknown","50","50","39140","34620"
"In post","2022","30-39","Digital, Data & Technology","Department for Work and Pensions","Heterosexual / straight","490","480","42000","37500"
"In post","2022","30-39","Digital, Data & Technology","Department for Work and Pensions","LGBO","45","45","41940","39500"
"In post","2022","30-39","Digital, Data & Technology","Department for Work and Pensions","Undeclared","45","45","46410","40370"
"In post","2022","30-39","Digital, Data & Technology","Department for Work and Pensions","Unknown","190","185","43580","39210"
"In post","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","Heterosexual / straight","70","70","42910","40260"
"In post","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","Undeclared","30","30","47470","51420"
"In post","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Food Standards Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Heterosexual / straight","40","40","38940","37480"
"In post","2022","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","HM Land Registry","Heterosexual / straight","70","70","38160","38450"
"In post","2022","30-39","Digital, Data & Technology","HM Land Registry","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","HM Land Registry","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","HM Land Registry","Unknown","55","55","35090","34530"
"In post","2022","30-39","Digital, Data & Technology","HM Revenue and Customs","Heterosexual / straight","395","385","41200","40180"
"In post","2022","30-39","Digital, Data & Technology","HM Revenue and Customs","LGBO","35","35","38940","33370"
"In post","2022","30-39","Digital, Data & Technology","HM Revenue and Customs","Undeclared","40","40","36710","33370"
"In post","2022","30-39","Digital, Data & Technology","HM Revenue and Customs","Unknown","200","195","39550","33370"
"In post","2022","30-39","Digital, Data & Technology","HM Treasury","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","HM Treasury","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Ministry of Defence","Heterosexual / straight","465","450","34010","33160"
"In post","2022","30-39","Digital, Data & Technology","Ministry of Defence","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Ministry of Defence","Undeclared","40","40","37290","35210"
