"Status","Year","Age","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Declared non-disabled","Statistics","375","355","51830","52150"
"In post","2022","40-49","Declared non-disabled","Tax","2305","2215","38260","33370"
"In post","2022","40-49","Declared non-disabled","Unknown","4125","3970","47880","43000"
"In post","2022","40-49","Declared non-disabled","Veterinarian","120","120","43930","40660"
"In post","2022","40-49","Undeclared","Commercial","85","85","44500","41500"
"In post","2022","40-49","Undeclared","Communications","45","45","44060","41340"
"In post","2022","40-49","Undeclared","Counter Fraud","70","65","30710","27570"
"In post","2022","40-49","Undeclared","Digital, Data and Technology","305","300","43640","40520"
"In post","2022","40-49","Undeclared","Economics","10","10","[c]","[c]"
"In post","2022","40-49","Undeclared","Finance","180","170","40340","36490"
"In post","2022","40-49","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Human Resources","135","130","38800","37020"
"In post","2022","40-49","Undeclared","Intelligence Analysis","70","70","35170","32060"
"In post","2022","40-49","Undeclared","Internal Audit","15","15","[c]","[c]"
"In post","2022","40-49","Undeclared","International Trade","15","15","[c]","[c]"
"In post","2022","40-49","Undeclared","Knowledge and Information Management","40","40","35230","31990"
"In post","2022","40-49","Undeclared","Legal","165","155","48400","43860"
"In post","2022","40-49","Undeclared","Medicine","35","30","58190","50310"
"In post","2022","40-49","Undeclared","Operational Delivery","3520","3290","30280","27570"
"In post","2022","40-49","Undeclared","Operational Research","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Other","330","310","29670","26670"
"In post","2022","40-49","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Planning Inspectors","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Policy","340","330","51180","51510"
"In post","2022","40-49","Undeclared","Project Delivery","215","210","44630","41780"
"In post","2022","40-49","Undeclared","Property","110","105","38360","34260"
"In post","2022","40-49","Undeclared","Psychology","35","35","42070","43870"
"In post","2022","40-49","Undeclared","Science and Engineering","110","105","40620","39580"
"In post","2022","40-49","Undeclared","Security","175","175","37040","38910"
"In post","2022","40-49","Undeclared","Social Research","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Statistics","15","15","[c]","[c]"
"In post","2022","40-49","Undeclared","Tax","190","190","42030","39920"
"In post","2022","40-49","Undeclared","Unknown","195","185","44710","39660"
"In post","2022","40-49","Undeclared","Veterinarian","15","15","[c]","[c]"
"In post","2022","40-49","Unknown","Commercial","265","255","43620","39390"
"In post","2022","40-49","Unknown","Communications","240","225","49570","47470"
"In post","2022","40-49","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Counter Fraud","65","60","35820","31060"
"In post","2022","40-49","Unknown","Digital, Data and Technology","1050","1035","46810","43000"
"In post","2022","40-49","Unknown","Economics","40","35","63380","60990"
"In post","2022","40-49","Unknown","Finance","425","415","42350","40000"
"In post","2022","40-49","Unknown","Geography","30","30","[c]","[c]"
"In post","2022","40-49","Unknown","Human Resources","320","305","40220","36430"
"In post","2022","40-49","Unknown","Inspector of Education and Training","15","15","[c]","[c]"
"In post","2022","40-49","Unknown","Intelligence Analysis","60","60","39920","34430"
"In post","2022","40-49","Unknown","Internal Audit","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","International Trade","75","70","54880","54700"
"In post","2022","40-49","Unknown","Knowledge and Information Management","60","55","36280","35980"
"In post","2022","40-49","Unknown","Legal","655","620","48900","48080"
"In post","2022","40-49","Unknown","Medicine","210","180","58900","52250"
"In post","2022","40-49","Unknown","Operational Delivery","7400","6905","31040","26900"
"In post","2022","40-49","Unknown","Operational Research","20","20","[c]","[c]"
"In post","2022","40-49","Unknown","Other","1245","1205","37410","33270"
"In post","2022","40-49","Unknown","Planning","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Planning Inspectors","20","20","[c]","[c]"
"In post","2022","40-49","Unknown","Policy","920","885","53580","53420"
"In post","2022","40-49","Unknown","Project Delivery","540","520","48420","43810"
"In post","2022","40-49","Unknown","Property","225","220","37930","34410"
"In post","2022","40-49","Unknown","Psychology","25","20","[c]","[c]"
"In post","2022","40-49","Unknown","Science and Engineering","485","460","44540","42470"
"In post","2022","40-49","Unknown","Security","390","390","35720","39070"
"In post","2022","40-49","Unknown","Social Research","40","40","42190","39100"
"In post","2022","40-49","Unknown","Statistics","60","55","49160","47390"
"In post","2022","40-49","Unknown","Tax","975","940","32170","33080"
"In post","2022","40-49","Unknown","Unknown","2415","2325","49010","47470"
"In post","2022","40-49","Unknown","Veterinarian","10","10","[c]","[c]"
"In post","2022","50-59","Declared disabled","Commercial","185","180","41210","38370"
"In post","2022","50-59","Declared disabled","Communications","75","75","42580","39330"
"In post","2022","50-59","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Counter Fraud","450","410","28650","27570"
"In post","2022","50-59","Declared disabled","Digital, Data and Technology","625","600","41100","36990"
"In post","2022","50-59","Declared disabled","Economics","10","10","[c]","[c]"
"In post","2022","50-59","Declared disabled","Finance","425","405","39420","34610"
"In post","2022","50-59","Declared disabled","Geography","5","5","[c]","[c]"
"In post","2022","50-59","Declared disabled","Human Resources","465","445","41490","37560"
"In post","2022","50-59","Declared disabled","Inspector of Education and Training","35","35","65660","64500"
"In post","2022","50-59","Declared disabled","Intelligence Analysis","105","105","33870","31520"
"In post","2022","50-59","Declared disabled","Internal Audit","40","40","45580","43720"
"In post","2022","50-59","Declared disabled","International Trade","30","30","51680","40180"
"In post","2022","50-59","Declared disabled","Knowledge and Information Management","115","110","34470","31990"
"In post","2022","50-59","Declared disabled","Legal","390","360","52420","54200"
"In post","2022","50-59","Declared disabled","Medicine","45","40","59340","52410"
"In post","2022","50-59","Declared disabled","Operational Delivery","11775","10695","28500","27570"
"In post","2022","50-59","Declared disabled","Operational Research","20","20","[c]","[c]"
"In post","2022","50-59","Declared disabled","Other","1340","1265","28970","27570"
"In post","2022","50-59","Declared disabled","Planning","5","5","[c]","[c]"
"In post","2022","50-59","Declared disabled","Planning Inspectors","5","5","[c]","[c]"
"In post","2022","50-59","Declared disabled","Policy","680","655","47260","41970"
"In post","2022","50-59","Declared disabled","Project Delivery","565","540","42910","40180"
"In post","2022","50-59","Declared disabled","Property","240","235","39060","33690"
"In post","2022","50-59","Declared disabled","Psychology","20","20","[c]","[c]"
"In post","2022","50-59","Declared disabled","Science and Engineering","265","255","39950","39980"
"In post","2022","50-59","Declared disabled","Security","285","275","33240","31180"
"In post","2022","50-59","Declared disabled","Social Research","15","10","[c]","[c]"
"In post","2022","50-59","Declared disabled","Statistics","40","35","52970","54170"
"In post","2022","50-59","Declared disabled","Tax","505","475","38400","33600"
"In post","2022","50-59","Declared disabled","Unknown","635","615","42010","36130"
"In post","2022","50-59","Declared disabled","Veterinarian","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Commercial","1110","1080","43450","40000"
"In post","2022","50-59","Declared non-disabled","Communications","530","515","42850","38160"
"In post","2022","50-59","Declared non-disabled","Corporate Finance","35","30","49400","47010"
"In post","2022","50-59","Declared non-disabled","Counter Fraud","1855","1720","29760","27570"
"In post","2022","50-59","Declared non-disabled","Digital, Data and Technology","3790","3715","44350","40580"
"In post","2022","50-59","Declared non-disabled","Economics","95","90","70270","68050"
"In post","2022","50-59","Declared non-disabled","Finance","2815","2745","42540","38110"
"In post","2022","50-59","Declared non-disabled","Geography","70","65","32560","33290"
"In post","2022","50-59","Declared non-disabled","Human Resources","1915","1840","41200","37460"
"In post","2022","50-59","Declared non-disabled","Inspector of Education and Training","340","335","67810","75480"
"In post","2022","50-59","Declared non-disabled","Intelligence Analysis","615","595","34130","30840"
"In post","2022","50-59","Declared non-disabled","Internal Audit","235","230","50350","47270"
"In post","2022","50-59","Declared non-disabled","International Trade","175","175","51230","47980"
"In post","2022","50-59","Declared non-disabled","Knowledge and Information Management","540","525","36440","33300"
"In post","2022","50-59","Declared non-disabled","Legal","2450","2305","53010","54160"
"In post","2022","50-59","Declared non-disabled","Medicine","450","405","57410","45840"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","50185","46115","29830","27570"
"In post","2022","50-59","Declared non-disabled","Operational Research","145","140","51480","48090"
"In post","2022","50-59","Declared non-disabled","Other","6680","6385","30310","26670"
"In post","2022","50-59","Declared non-disabled","Planning","45","45","52060","51380"
"In post","2022","50-59","Declared non-disabled","Planning Inspectors","90","85","57380","58810"
"In post","2022","50-59","Declared non-disabled","Policy","4365","4250","50720","47550"
"In post","2022","50-59","Declared non-disabled","Project Delivery","3460","3355","46820","41950"
"In post","2022","50-59","Declared non-disabled","Property","1935","1875","40680","36740"
"In post","2022","50-59","Declared non-disabled","Psychology","105","100","42190","34600"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","2495","2425","43790","42170"
"In post","2022","50-59","Declared non-disabled","Security","2195","2170","33630","32560"
"In post","2022","50-59","Declared non-disabled","Social Research","80","75","54220","55840"
"In post","2022","50-59","Declared non-disabled","Statistics","220","210","50830","51210"
"In post","2022","50-59","Declared non-disabled","Tax","2810","2695","40440","37610"
"In post","2022","50-59","Declared non-disabled","Unknown","3750","3650","48040","40600"
"In post","2022","50-59","Declared non-disabled","Veterinarian","75","75","49160","51080"
"In post","2022","50-59","Undeclared","Commercial","125","125","44550","41770"
"In post","2022","50-59","Undeclared","Communications","40","40","39760","38180"
"In post","2022","50-59","Undeclared","Counter Fraud","125","120","30000","27570"
"In post","2022","50-59","Undeclared","Digital, Data and Technology","370","365","41560","38210"
"In post","2022","50-59","Undeclared","Economics","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Finance","255","245","39970","35470"
"In post","2022","50-59","Undeclared","Geography","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Human Resources","190","185","39710","34900"
"In post","2022","50-59","Undeclared","Intelligence Analysis","105","100","34120","31520"
"In post","2022","50-59","Undeclared","Internal Audit","20","20","[c]","[c]"
"In post","2022","50-59","Undeclared","International Trade","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Knowledge and Information Management","55","55","35670","33300"
"In post","2022","50-59","Undeclared","Legal","200","185","48820","44630"
"In post","2022","50-59","Undeclared","Medicine","35","30","49810","39030"
"In post","2022","50-59","Undeclared","Operational Delivery","5585","5200","30250","28550"
"In post","2022","50-59","Undeclared","Operational Research","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Other","635","615","28500","26350"
