"Status","Year","Disability","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","AA/AO","Heterosexual / straight","775","[c]","25220","24950"
"New entrant CS","2022","Declared non-disabled","London","AA/AO","LGBO","55","[c]","24830","24300"
"New entrant CS","2022","Declared non-disabled","London","AA/AO","Undeclared","45","[c]","23740","23720"
"New entrant CS","2022","Declared non-disabled","London","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","EO","Heterosexual / straight","1570","[c]","28900","29040"
"New entrant CS","2022","Declared non-disabled","London","EO","LGBO","145","[c]","28170","27850"
"New entrant CS","2022","Declared non-disabled","London","EO","Undeclared","95","[c]","28030","27500"
"New entrant CS","2022","Declared non-disabled","London","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","G6/G7","Heterosexual / straight","815","[c]","57430","54700"
"New entrant CS","2022","Declared non-disabled","London","G6/G7","LGBO","80","[c]","57910","54600"
"New entrant CS","2022","Declared non-disabled","London","G6/G7","Undeclared","45","[c]","57590","54700"
"New entrant CS","2022","Declared non-disabled","London","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","SCS level","Heterosexual / straight","75","[c]","100870","93000"
"New entrant CS","2022","Declared non-disabled","London","SCS level","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","SCS level","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","SEO/HEO","Heterosexual / straight","1990","[c]","36750","36000"
"New entrant CS","2022","Declared non-disabled","London","SEO/HEO","LGBO","240","[c]","36160","34320"
"New entrant CS","2022","Declared non-disabled","London","SEO/HEO","Undeclared","155","[c]","36180","34550"
"New entrant CS","2022","Declared non-disabled","London","SEO/HEO","Unknown","40","[c]","37360","37610"
"New entrant CS","2022","Declared non-disabled","London","Unknown","Heterosexual / straight","475","[c]","34270","30700"
"New entrant CS","2022","Declared non-disabled","London","Unknown","LGBO","35","[c]","36490","27060"
"New entrant CS","2022","Declared non-disabled","London","Unknown","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outside London","AA/AO","Heterosexual / straight","10050","[c]","21880","21260"
"New entrant CS","2022","Declared non-disabled","Outside London","AA/AO","LGBO","975","[c]","21810","21260"
"New entrant CS","2022","Declared non-disabled","Outside London","AA/AO","Undeclared","480","[c]","21690","21260"
"New entrant CS","2022","Declared non-disabled","Outside London","AA/AO","Unknown","845","[c]","20990","21300"
"New entrant CS","2022","Declared non-disabled","Outside London","EO","Heterosexual / straight","5810","[c]","26710","27230"
"New entrant CS","2022","Declared non-disabled","Outside London","EO","LGBO","500","[c]","26550","27230"
"New entrant CS","2022","Declared non-disabled","Outside London","EO","Undeclared","275","[c]","26460","27130"
"New entrant CS","2022","Declared non-disabled","Outside London","EO","Unknown","175","[c]","25140","24920"
"New entrant CS","2022","Declared non-disabled","Outside London","G6/G7","Heterosexual / straight","1305","[c]","54970","52080"
"New entrant CS","2022","Declared non-disabled","Outside London","G6/G7","LGBO","80","[c]","55670","51630"
"New entrant CS","2022","Declared non-disabled","Outside London","G6/G7","Undeclared","90","[c]","54370","51200"
"New entrant CS","2022","Declared non-disabled","Outside London","G6/G7","Unknown","65","[c]","50950","47550"
"New entrant CS","2022","Declared non-disabled","Outside London","SCS level","Heterosexual / straight","70","[c]","87940","81340"
"New entrant CS","2022","Declared non-disabled","Outside London","SCS level","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outside London","SEO/HEO","Heterosexual / straight","4605","[c]","34860","33080"
"New entrant CS","2022","Declared non-disabled","Outside London","SEO/HEO","LGBO","405","[c]","33990","33080"
"New entrant CS","2022","Declared non-disabled","Outside London","SEO/HEO","Undeclared","265","[c]","34630","33080"
"New entrant CS","2022","Declared non-disabled","Outside London","SEO/HEO","Unknown","310","[c]","30800","29230"
"New entrant CS","2022","Declared non-disabled","Outside London","Unknown","Heterosexual / straight","3235","[c]","28100","24800"
"New entrant CS","2022","Declared non-disabled","Outside London","Unknown","LGBO","230","[c]","27680","24090"
"New entrant CS","2022","Declared non-disabled","Outside London","Unknown","Undeclared","120","[c]","28630","24800"
"New entrant CS","2022","Declared non-disabled","Outside London","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","AA/AO","Heterosexual / straight","55","[c]","21400","21260"
"New entrant CS","2022","Declared non-disabled","Unknown","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","EO","Heterosexual / straight","45","[c]","28230","27570"
"New entrant CS","2022","Declared non-disabled","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SEO/HEO","Heterosexual / straight","45","[c]","34550","34530"
"New entrant CS","2022","Declared non-disabled","Unknown","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","45","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","AA/AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","EO","Heterosexual / straight","60","[c]","29130","30540"
"New entrant CS","2022","Undeclared","London","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","EO","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","G6/G7","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","SEO/HEO","Heterosexual / straight","100","[c]","36130","34710"
"New entrant CS","2022","Undeclared","London","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","SEO/HEO","Undeclared","55","[c]","36200","34550"
"New entrant CS","2022","Undeclared","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","Unknown","Heterosexual / straight","35","[c]","34310","29450"
"New entrant CS","2022","Undeclared","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","Unknown","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","AA/AO","Heterosexual / straight","320","[c]","21480","21260"
"New entrant CS","2022","Undeclared","Outside London","AA/AO","LGBO","60","[c]","21370","21260"
"New entrant CS","2022","Undeclared","Outside London","AA/AO","Undeclared","110","[c]","21660","21260"
"New entrant CS","2022","Undeclared","Outside London","AA/AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","EO","Heterosexual / straight","210","[c]","26650","27550"
"New entrant CS","2022","Undeclared","Outside London","EO","LGBO","45","[c]","26490","27570"
"New entrant CS","2022","Undeclared","Outside London","EO","Undeclared","65","[c]","26960","27550"
"New entrant CS","2022","Undeclared","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","G6/G7","Heterosexual / straight","40","[c]","52270","50210"
"New entrant CS","2022","Undeclared","Outside London","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","G6/G7","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","SEO/HEO","Heterosexual / straight","150","[c]","34370","33080"
"New entrant CS","2022","Undeclared","Outside London","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","SEO/HEO","Undeclared","100","[c]","35250","33080"
"New entrant CS","2022","Undeclared","Outside London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","Unknown","Heterosexual / straight","155","[c]","28940","27280"
"New entrant CS","2022","Undeclared","Outside London","Unknown","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","Unknown","Undeclared","50","[c]","30400","28200"
"New entrant CS","2022","Undeclared","Outside London","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","AA/AO","Heterosexual / straight","95","[c]","23800","24080"
"New entrant CS","2022","Unknown","London","AA/AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","AA/AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","AA/AO","Unknown","735","[c]","25800","25110"
"New entrant CS","2022","Unknown","London","EO","Heterosexual / straight","270","[c]","29600","28650"
"New entrant CS","2022","Unknown","London","EO","LGBO","30","[c]","29330","28500"
"New entrant CS","2022","Unknown","London","EO","Undeclared","150","[c]","27850","27270"
"New entrant CS","2022","Unknown","London","EO","Unknown","1100","[c]","28940","28650"
"New entrant CS","2022","Unknown","London","G6/G7","Heterosexual / straight","110","[c]","58610","55490"
"New entrant CS","2022","Unknown","London","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","G6/G7","Undeclared","70","[c]","57190","53360"
"New entrant CS","2022","Unknown","London","G6/G7","Unknown","475","[c]","60540","58000"
"New entrant CS","2022","Unknown","London","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","SCS level","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","SCS level","Unknown","65","[c]","98810","84780"
"New entrant CS","2022","Unknown","London","SEO/HEO","Heterosexual / straight","330","[c]","37160","36660"
"New entrant CS","2022","Unknown","London","SEO/HEO","LGBO","45","[c]","37390","38160"
"New entrant CS","2022","Unknown","London","SEO/HEO","Undeclared","195","[c]","36080","33080"
"New entrant CS","2022","Unknown","London","SEO/HEO","Unknown","1525","[c]","34520","34260"
"New entrant CS","2022","Unknown","London","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Unknown","Unknown","295","[c]","33240","32090"
"New entrant CS","2022","Unknown","Outside London","AA/AO","Heterosexual / straight","760","[c]","21660","21250"
"New entrant CS","2022","Unknown","Outside London","AA/AO","LGBO","75","[c]","21910","21250"
"New entrant CS","2022","Unknown","Outside London","AA/AO","Undeclared","45","[c]","21540","21150"
"New entrant CS","2022","Unknown","Outside London","AA/AO","Unknown","6865","[c]","21760","21250"
"New entrant CS","2022","Unknown","Outside London","EO","Heterosexual / straight","820","[c]","26980","25520"
"New entrant CS","2022","Unknown","Outside London","EO","LGBO","95","[c]","26640","25820"
"New entrant CS","2022","Unknown","Outside London","EO","Undeclared","85","[c]","25610","24940"
"New entrant CS","2022","Unknown","Outside London","EO","Unknown","3355","[c]","26370","26590"
"New entrant CS","2022","Unknown","Outside London","G6/G7","Heterosexual / straight","250","[c]","55950","52460"
"New entrant CS","2022","Unknown","Outside London","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","G6/G7","Undeclared","50","[c]","53610","50210"
"New entrant CS","2022","Unknown","Outside London","G6/G7","Unknown","650","[c]","58610","55150"
"New entrant CS","2022","Unknown","Outside London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","SCS level","Unknown","55","[c]","102620","92800"
"New entrant CS","2022","Unknown","Outside London","SEO/HEO","Heterosexual / straight","780","[c]","35230","36230"
"New entrant CS","2022","Unknown","Outside London","SEO/HEO","LGBO","75","[c]","34100","33000"
"New entrant CS","2022","Unknown","Outside London","SEO/HEO","Undeclared","150","[c]","34440","33000"
"New entrant CS","2022","Unknown","Outside London","SEO/HEO","Unknown","2130","[c]","34320","33080"
"New entrant CS","2022","Unknown","Outside London","Unknown","Heterosexual / straight","145","[c]","27220","24800"
"New entrant CS","2022","Unknown","Outside London","Unknown","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","Unknown","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","Unknown","Unknown","2755","[c]","27540","25480"
"New entrant CS","2022","Unknown","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AA/AO","Unknown","40","[c]","20410","20970"
"New entrant CS","2022","Unknown","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","EO","Unknown","40","[c]","27100","27500"
"New entrant CS","2022","Unknown","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","G6/G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","SEO/HEO","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","SEO/HEO","Unknown","75","[c]","29550","28000"
"New entrant CS","2022","Unknown","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","Unknown","325","[c]","22320","16190"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","","",""
"Disability","Self reported disability.","","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
