"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Defence","AA/AO","AO","Female","5200","4840","22390","21380"
"In post","2022","Ministry of Defence","AA/AO","AO","Male","5130","5045","27180","22750"
"In post","2022","Ministry of Defence","EO","EO","Female","4445","4195","26610","26670"
"In post","2022","Ministry of Defence","EO","EO","Male","5650","5555","27500","26670"
"In post","2022","Ministry of Defence","G6/G7","G6","Female","570","520","72360","68500"
"In post","2022","Ministry of Defence","G6/G7","G6","Male","990","955","70560","68470"
"In post","2022","Ministry of Defence","G6/G7","G7","Female","1800","1710","53770","54540"
"In post","2022","Ministry of Defence","G6/G7","G7","Male","3410","3335","54070","54540"
"In post","2022","Ministry of Defence","SCS level","SCS level","Female","165","160","88220","81670"
"In post","2022","Ministry of Defence","SCS level","SCS level","Male","310","300","96290","89780"
"In post","2022","Ministry of Defence","SEO/HEO","HEO","Female","5280","5015","33260","33300"
"In post","2022","Ministry of Defence","SEO/HEO","HEO","Male","6640","6545","33630","33300"
"In post","2022","Ministry of Defence","SEO/HEO","SEO","Female","3420","3255","41300","40580"
"In post","2022","Ministry of Defence","SEO/HEO","SEO","Male","5965","5840","41980","40980"
"In post","2022","Ministry of Defence","Unknown","Unknown","Female","795","765","36640","33490"
"In post","2022","Ministry of Defence","Unknown","Unknown","Male","3085","3070","39700","36670"
"In post","2022","Ministry of Justice","AA/AO","AA","Female","4135","3720","20990","20890"
"In post","2022","Ministry of Justice","AA/AO","AA","Male","3545","3330","21470","20890"
"In post","2022","Ministry of Justice","AA/AO","AO","Female","15935","14315","24180","23140"
"In post","2022","Ministry of Justice","AA/AO","AO","Male","16095","15470","27400","27120"
"In post","2022","Ministry of Justice","EO","EO","Female","5450","5155","27880","27070"
"In post","2022","Ministry of Justice","EO","EO","Male","5300","5105","30410","30220"
"In post","2022","Ministry of Justice","G6/G7","G6","Female","485","475","71000","68790"
"In post","2022","Ministry of Justice","G6/G7","G6","Male","405","400","74130","71900"
"In post","2022","Ministry of Justice","G6/G7","G7","Female","1310","1260","57770","56730"
"In post","2022","Ministry of Justice","G6/G7","G7","Male","1170","1155","59420","58770"
"In post","2022","Ministry of Justice","SCS level","SCS level","Female","170","160","87320","82790"
"In post","2022","Ministry of Justice","SCS level","SCS level","Male","160","160","90640","87230"
"In post","2022","Ministry of Justice","SEO/HEO","HEO","Female","4235","4075","33100","32290"
"In post","2022","Ministry of Justice","SEO/HEO","HEO","Male","3405","3260","35750","36480"
"In post","2022","Ministry of Justice","SEO/HEO","SEO","Female","3355","3180","44090","42090"
"In post","2022","Ministry of Justice","SEO/HEO","SEO","Male","2505","2445","46290","44780"
"In post","2022","Ministry of Justice","Unknown","Unknown","Female","14520","13365","29780","28200"
"In post","2022","Ministry of Justice","Unknown","Unknown","Male","4720","4455","31170","28200"
"In post","2022","National Crime Agency","AA/AO","AO","Female","185","165","23840","24470"
"In post","2022","National Crime Agency","AA/AO","AO","Male","85","85","24470","24470"
"In post","2022","National Crime Agency","EO","EO","Female","1255","1205","33620","32770"
"In post","2022","National Crime Agency","EO","EO","Male","1235","1220","34880","35650"
"In post","2022","National Crime Agency","G6/G7","G6","Female","25","25","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","G6","Male","65","65","75410","74010"
"In post","2022","National Crime Agency","G6/G7","G7","Female","110","110","60250","59160"
"In post","2022","National Crime Agency","G6/G7","G7","Male","180","180","63610","64040"
"In post","2022","National Crime Agency","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","SCS level","Male","20","20","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","HEO","Female","635","605","40870","40210"
"In post","2022","National Crime Agency","SEO/HEO","HEO","Male","970","960","42590","43630"
"In post","2022","National Crime Agency","SEO/HEO","SEO","Female","270","260","48040","47280"
"In post","2022","National Crime Agency","SEO/HEO","SEO","Male","495","495","50820","48900"
"In post","2022","Northern Ireland Office","AA/AO","AO","Female","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","EO","Female","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","EO","Male","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6/G7","G7","Female","25","25","[c]","[c]"
"In post","2022","Northern Ireland Office","G6/G7","G7","Male","20","20","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO/HEO","HEO","Female","20","20","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO/HEO","HEO","Male","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO/HEO","SEO","Female","30","30","39950","36720"
"In post","2022","Northern Ireland Office","SEO/HEO","SEO","Male","25","25","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","Female","135","115","21460","21410"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","Male","60","60","21530","21410"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","EO","Female","120","115","26210","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","EO","Male","80","75","26520","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","Female","85","80","81840","85550"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","Male","60","60","80950","85550"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","Female","295","285","69870","70500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","Male","190","185","70910","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","Female","125","120","32600","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","Male","75","75","32630","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","Female","455","435","47960","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","Male","115","115","44260","42850"
"In post","2022","Office of Gas and Electricity Markets","AA/AO","AO","Female","25","25","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","AA/AO","AO","Male","30","30","19770","19750"
"In post","2022","Office of Gas and Electricity Markets","EO","EO","Female","170","165","26510","25750"
"In post","2022","Office of Gas and Electricity Markets","EO","EO","Male","175","175","25650","25750"
"In post","2022","Office of Gas and Electricity Markets","G6/G7","G6","Female","35","35","71750","72160"
"In post","2022","Office of Gas and Electricity Markets","G6/G7","G6","Male","55","55","75830","75720"
"In post","2022","Office of Gas and Electricity Markets","G6/G7","G7","Female","170","165","54380","53710"
"In post","2022","Office of Gas and Electricity Markets","G6/G7","G7","Male","210","205","56320","55000"
"In post","2022","Office of Gas and Electricity Markets","SCS level","SCS level","Female","25","20","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","SCS level","SCS level","Male","35","35","99720","91520"
"In post","2022","Office of Gas and Electricity Markets","SEO/HEO","HEO","Female","130","130","33870","33400"
"In post","2022","Office of Gas and Electricity Markets","SEO/HEO","HEO","Male","145","145","33600","33400"
"In post","2022","Office of Gas and Electricity Markets","SEO/HEO","SEO","Female","65","60","40780","41070"
"In post","2022","Office of Gas and Electricity Markets","SEO/HEO","SEO","Male","75","75","40770","40790"
"In post","2022","Office of Qualifications and Examinations Regulation","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","EO","EO","Female","20","20","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","EO","EO","Male","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","G6/G7","G6","Female","15","15","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","G6/G7","G6","Male","15","15","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","G6/G7","G7","Female","45","45","49000","47880"
"In post","2022","Office of Qualifications and Examinations Regulation","G6/G7","G7","Male","35","35","49070","47880"
"In post","2022","Office of Qualifications and Examinations Regulation","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","SCS level","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","Female","45","40","32410","31000"
"In post","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","Male","20","20","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","Female","40","40","39170","38250"
"In post","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","Male","25","25","[c]","[c]"
"In post","2022","Office of Rail and Road","AA/AO","AO","Female","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","AA/AO","AO","Male","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","EO","EO","Female","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","EO","EO","Male","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","G6/G7","G6","Female","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","G6/G7","G6","Male","25","20","[c]","[c]"
"In post","2022","Office of Rail and Road","G6/G7","G7","Female","55","50","58080","56730"
"In post","2022","Office of Rail and Road","G6/G7","G7","Male","100","95","59410","60020"
"In post","2022","Office of Rail and Road","SCS level","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","SCS level","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","SEO/HEO","HEO","Female","25","25","[c]","[c]"
"In post","2022","Office of Rail and Road","SEO/HEO","HEO","Male","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","SEO/HEO","SEO","Female","25","25","[c]","[c]"
"In post","2022","Office of Rail and Road","SEO/HEO","SEO","Male","35","35","44130","43500"
"In post","2022","Office of the Secretary of State for Scotland","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
