"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","SCS level","245","240","90350","85460"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","SEO","4400","4300","41370","40520"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","40","35","33790","32020"
"In post","2022","Digital, Data & Technology","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","AA","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","AO","200","195","22280","21380"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","EO","215","205","27190","26670"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","G6","20","20","65800","66010"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","G7","55","55","53950","54330"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","HEO","235","230","33060","33300"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","SCS level","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","SEO","130","130","40520","40580"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","35","35","34710","33000"
"In post","2022","Digital, Data & Technology","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","AO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","G6","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","AO","20","20","21630","21250"
"In post","2022","Digital, Data & Technology","Operational Delivery","EO","110","100","27080","26820"
"In post","2022","Digital, Data & Technology","Operational Delivery","G6","20","20","67520","67860"
"In post","2022","Digital, Data & Technology","Operational Delivery","G7","65","65","54580","54850"
"In post","2022","Digital, Data & Technology","Operational Delivery","HEO","165","160","33220","33370"
"In post","2022","Digital, Data & Technology","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","SEO","165","160","40090","40520"
"In post","2022","Digital, Data & Technology","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","G7","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","SEO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","EO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","G6","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","G7","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","HEO","20","20","29300","31540"
"In post","2022","Digital, Data & Technology","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","SEO","15","15","38260","36750"
"In post","2022","Digital, Data & Technology","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","EO","25","20","26650","26000"
"In post","2022","Digital, Data & Technology","Policy","G6","30","30","65400","64180"
"In post","2022","Digital, Data & Technology","Policy","G7","65","65","52930","53420"
"In post","2022","Digital, Data & Technology","Policy","HEO","55","50","31290","30200"
"In post","2022","Digital, Data & Technology","Policy","SCS level","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","SEO","65","65","38330","37100"
"In post","2022","Digital, Data & Technology","Project Delivery","EO","15","15","27310","27570"
"In post","2022","Digital, Data & Technology","Project Delivery","G6","10","10","67500","67000"
"In post","2022","Digital, Data & Technology","Project Delivery","G7","35","30","53860","53460"
"In post","2022","Digital, Data & Technology","Project Delivery","HEO","75","70","32580","32410"
"In post","2022","Digital, Data & Technology","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","SEO","50","50","39930","40080"
"In post","2022","Digital, Data & Technology","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","AO","65","65","21290","21430"
"In post","2022","Digital, Data & Technology","Science and Engineering","EO","50","50","25740","25630"
"In post","2022","Digital, Data & Technology","Science and Engineering","G6","60","55","61090","60490"
"In post","2022","Digital, Data & Technology","Science and Engineering","G7","150","135","48190","47960"
"In post","2022","Digital, Data & Technology","Science and Engineering","HEO","245","235","32610","32730"
"In post","2022","Digital, Data & Technology","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","SEO","405","375","39660","39650"
"In post","2022","Digital, Data & Technology","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","HEO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","EO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","G7","10","10","55600","55210"
"In post","2022","Digital, Data & Technology","Tax","HEO","25","25","33360","33370"
"In post","2022","Digital, Data & Technology","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","SEO","30","30","40470","40520"
"In post","2022","Digital, Data & Technology","Unknown","AO","10","10","23170","24490"
"In post","2022","Digital, Data & Technology","Unknown","EO","115","115","27060","27500"
"In post","2022","Digital, Data & Technology","Unknown","G6","165","160","66620","65960"
"In post","2022","Digital, Data & Technology","Unknown","G7","650","640","55190","54700"
"In post","2022","Digital, Data & Technology","Unknown","HEO","275","270","34080","33370"
"In post","2022","Digital, Data & Technology","Unknown","SCS level","60","60","102150","95800"
"In post","2022","Digital, Data & Technology","Unknown","SEO","255","250","40250","40600"
"In post","2022","Finance","Commercial","AO","65","55","21220","21260"
"In post","2022","Finance","Commercial","EO","85","75","27580","27570"
"In post","2022","Finance","Commercial","G6","40","40","63440","61350"
"In post","2022","Finance","Commercial","G7","90","85","51300","50130"
"In post","2022","Finance","Commercial","HEO","210","200","32830","31990"
"In post","2022","Finance","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Commercial","SEO","130","125","38000","36960"
"In post","2022","Finance","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","EO","15","15","25890","26090"
"In post","2022","Finance","Corporate Finance","G6","10","10","69980","68790"
"In post","2022","Finance","Corporate Finance","G7","30","30","53490","51160"
"In post","2022","Finance","Corporate Finance","HEO","25","25","33970","34570"
"In post","2022","Finance","Corporate Finance","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Corporate Finance","SEO","20","20","42230","41330"
"In post","2022","Finance","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","AO","5","5","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","EO","25","25","25780","26000"
"In post","2022","Finance","Digital, Data and Technology","G6","15","15","62790","61680"
"In post","2022","Finance","Digital, Data and Technology","G7","55","55","50820","50130"
"In post","2022","Finance","Digital, Data and Technology","HEO","65","60","30520","29910"
"In post","2022","Finance","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","SEO","75","75","38000","36960"
"In post","2022","Finance","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Economics","G7","5","5","[c]","[c]"
"In post","2022","Finance","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Finance","AA","35","30","19920","19810"
"In post","2022","Finance","Finance","AO","715","635","22000","21300"
"In post","2022","Finance","Finance","EO","1600","1520","26780","26670"
"In post","2022","Finance","Finance","G6","630","615","67780","67220"
"In post","2022","Finance","Finance","G7","1530","1490","55050","54540"
"In post","2022","Finance","Finance","HEO","1925","1850","33560","33180"
"In post","2022","Finance","Finance","SCS level","245","240","87300","80050"
"In post","2022","Finance","Finance","SEO","2175","2100","41240","40580"
"In post","2022","Finance","Finance","Unknown","55","55","50720","44130"
"In post","2022","Finance","Human Resources","EO","10","10","24020","23690"
"In post","2022","Finance","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Human Resources","HEO","10","10","30550","30190"
"In post","2022","Finance","Human Resources","SEO","5","5","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Delivery","AA","50","35","21250","21250"
"In post","2022","Finance","Operational Delivery","AO","795","655","21760","21250"
"In post","2022","Finance","Operational Delivery","EO","260","240","27380","26820"
"In post","2022","Finance","Operational Delivery","G6","15","15","67100","68790"
"In post","2022","Finance","Operational Delivery","G7","50","50","56150","54760"
"In post","2022","Finance","Operational Delivery","HEO","195","190","33560","33370"
"In post","2022","Finance","Operational Delivery","SCS level","10","10","[c]","[c]"
"In post","2022","Finance","Operational Delivery","SEO","120","120","40990","40520"
"In post","2022","Finance","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","EO","10","10","[c]","[c]"
"In post","2022","Finance","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","G7","5","5","[c]","[c]"
"In post","2022","Finance","Other","HEO","5","5","[c]","[c]"
"In post","2022","Finance","Other","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Other","SEO","5","5","[c]","[c]"
"In post","2022","Finance","Policy","EO","5","5","[c]","[c]"
"In post","2022","Finance","Policy","G6","5","5","[c]","[c]"
"In post","2022","Finance","Policy","G7","20","20","52460","52250"
"In post","2022","Finance","Policy","HEO","10","10","34060","33930"
"In post","2022","Finance","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Policy","SEO","15","15","38960","38560"
"In post","2022","Finance","Project Delivery","EO","5","5","[c]","[c]"
"In post","2022","Finance","Project Delivery","G6","5","5","[c]","[c]"
"In post","2022","Finance","Project Delivery","G7","10","10","[c]","[c]"
"In post","2022","Finance","Project Delivery","HEO","15","15","31920","32210"
"In post","2022","Finance","Project Delivery","SEO","10","10","40260","39490"
"In post","2022","Finance","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Property","EO","10","10","[c]","[c]"
"In post","2022","Finance","Property","G6","5","5","[c]","[c]"
"In post","2022","Finance","Property","G7","5","5","[c]","[c]"
