"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","White","No function","Department for Work and Pensions","EO","2185","[c]","27860","27570"
"New entrant CS","2022","White","No function","Department for Work and Pensions","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for Work and Pensions","SEO/HEO","105","[c]","39350","33490"
"New entrant CS","2022","White","No function","Department of Health and Social Care","AA/AO","180","[c]","20860","19880"
"New entrant CS","2022","White","No function","Department of Health and Social Care","EO","230","[c]","25530","25660"
"New entrant CS","2022","White","No function","Department of Health and Social Care","G6/G7","205","[c]","56300","52610"
"New entrant CS","2022","White","No function","Department of Health and Social Care","SCS level","45","[c]","97880","89860"
"New entrant CS","2022","White","No function","Department of Health and Social Care","SEO/HEO","590","[c]","34680","32790"
"New entrant CS","2022","White","No function","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Food Standards Agency","EO","30","[c]","25050","24470"
"New entrant CS","2022","White","No function","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Food Standards Agency","SEO/HEO","80","[c]","33720","32350"
"New entrant CS","2022","White","No function","HM Land Registry","AA/AO","130","[c]","22600","22600"
"New entrant CS","2022","White","No function","HM Land Registry","EO","70","[c]","27440","27130"
"New entrant CS","2022","White","No function","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","HM Revenue and Customs","AA/AO","1015","[c]","21270","21250"
"New entrant CS","2022","White","No function","HM Revenue and Customs","EO","485","[c]","26780","26590"
"New entrant CS","2022","White","No function","HM Revenue and Customs","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","HM Revenue and Customs","SEO/HEO","485","[c]","33790","33080"
"New entrant CS","2022","White","No function","HM Treasury","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","HM Treasury","EO","35","[c]","25380","24300"
"New entrant CS","2022","White","No function","HM Treasury","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","HM Treasury","SEO/HEO","110","[c]","30040","28500"
"New entrant CS","2022","White","No function","Ministry of Defence","AA/AO","70","[c]","18900","18330"
"New entrant CS","2022","White","No function","Ministry of Defence","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Ministry of Defence","G6/G7","35","[c]","51620","49580"
"New entrant CS","2022","White","No function","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Ministry of Defence","SEO/HEO","160","[c]","29760","29230"
"New entrant CS","2022","White","No function","Ministry of Justice","AA/AO","3880","[c]","23160","23140"
"New entrant CS","2022","White","No function","Ministry of Justice","EO","235","[c]","25960","25120"
"New entrant CS","2022","White","No function","Ministry of Justice","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Ministry of Justice","SEO/HEO","305","[c]","33620","31920"
"New entrant CS","2022","White","No function","Ministry of Justice","Unknown","4495","[c]","28690","24900"
"New entrant CS","2022","White","No function","National Crime Agency","AA/AO","30","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","National Crime Agency","EO","200","[c]","33580","34130"
"New entrant CS","2022","White","No function","National Crime Agency","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","National Crime Agency","SEO/HEO","80","[c]","42820","41910"
"New entrant CS","2022","White","No function","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Northern Ireland Office","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office for Standards in Education, Children's Services and Skills","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office for Standards in Education, Children's Services and Skills","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office for Standards in Education, Children's Services and Skills","G6/G7","65","[c]","72560","70500"
"New entrant CS","2022","White","No function","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office for Standards in Education, Children's Services and Skills","SEO/HEO","75","[c]","46760","46360"
"New entrant CS","2022","White","No function","Office of Gas and Electricity Markets","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office of Gas and Electricity Markets","EO","95","[c]","25010","24500"
"New entrant CS","2022","White","No function","Office of Gas and Electricity Markets","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office of Gas and Electricity Markets","SEO/HEO","40","[c]","36030","35040"
"New entrant CS","2022","White","No function","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office of Qualifications and Examinations Regulation","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office of Rail and Road","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office of Rail and Road","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Scottish Government","AA/AO","380","[c]","21340","21050"
"New entrant CS","2022","White","No function","Scottish Government","EO","30","[c]","26800","27230"
"New entrant CS","2022","White","No function","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Scottish Government","SEO/HEO","45","[c]","32450","31540"
"New entrant CS","2022","White","No function","The National Archives","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","The National Archives","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","The National Archives","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","UK Statistics Authority","AA/AO","210","[c]","19720","19860"
"New entrant CS","2022","White","No function","UK Statistics Authority","EO","30","[c]","23900","23880"
"New entrant CS","2022","White","No function","UK Statistics Authority","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","UK Statistics Authority","SEO/HEO","45","[c]","33550","30710"
"New entrant CS","2022","White","No function","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Water Services Regulation Authority","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Cabinet Office","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Cabinet Office","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Cabinet Office","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Cabinet Office","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Competition and Markets Authority","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for Business, Energy and Industrial Strategy","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for Business, Energy and Industrial Strategy","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for Education","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for Education","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for Environment, Food and Rural Affairs","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for Environment, Food and Rural Affairs","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for Levelling Up, Housing and Communities","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for Levelling Up, Housing and Communities","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
