"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","G7","1945","1905","55370","55060"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","SCS level","535","530","85860","77860"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","1860","1835","35760","35610"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","685","675","42610","43100"
"In post","2022","Forestry and Land Scotland","Scottish Government","AA/AO","AA","10","10","19630","20260"
"In post","2022","Forestry and Land Scotland","Scottish Government","AA/AO","AO","450","430","26130","25940"
"In post","2022","Forestry and Land Scotland","Scottish Government","EO","EO","265","255","31900","31060"
"In post","2022","Forestry and Land Scotland","Scottish Government","G6/G7","G6","15","15","70870","73040"
"In post","2022","Forestry and Land Scotland","Scottish Government","G6/G7","G7","25","25","57160","57670"
"In post","2022","Forestry and Land Scotland","Scottish Government","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Scottish Government","SEO/HEO","HEO","155","150","38390","38580"
"In post","2022","Forestry and Land Scotland","Scottish Government","SEO/HEO","SEO","90","85","46030","47250"
"In post","2022","Government Actuary's Department","Chancellor's other departments","AA/AO","AO","10","10","23430","24090"
"In post","2022","Government Actuary's Department","Chancellor's other departments","EO","EO","20","20","29760","29210"
"In post","2022","Government Actuary's Department","Chancellor's other departments","G6/G7","G6","105","90","92470","85000"
"In post","2022","Government Actuary's Department","Chancellor's other departments","G6/G7","G7","25","25","57820","57250"
"In post","2022","Government Actuary's Department","Chancellor's other departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Chancellor's other departments","SEO/HEO","HEO","40","35","36880","36590"
"In post","2022","Government Actuary's Department","Chancellor's other departments","SEO/HEO","SEO","20","20","48180","48670"
"In post","2022","Government Internal Audit Agency","HM Treasury","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","HM Treasury","EO","EO","15","10","28470","28300"
"In post","2022","Government Internal Audit Agency","HM Treasury","G6/G7","G6","60","60","64450","63830"
"In post","2022","Government Internal Audit Agency","HM Treasury","G6/G7","G7","105","100","53380","53070"
"In post","2022","Government Internal Audit Agency","HM Treasury","SCS level","SCS level","25","25","87310","81800"
"In post","2022","Government Internal Audit Agency","HM Treasury","SEO/HEO","HEO","85","80","33940","33420"
"In post","2022","Government Internal Audit Agency","HM Treasury","SEO/HEO","SEO","160","145","43690","43160"
"In post","2022","Government Legal Department","Attorney General's Departments","AA/AO","AO","60","55","23900","23920"
"In post","2022","Government Legal Department","Attorney General's Departments","EO","EO","345","335","28360","27350"
"In post","2022","Government Legal Department","Attorney General's Departments","G6/G7","G6","840","765","67170","65680"
"In post","2022","Government Legal Department","Attorney General's Departments","G6/G7","G7","920","845","52020","51250"
"In post","2022","Government Legal Department","Attorney General's Departments","SCS level","SCS level","210","200","83070","78610"
"In post","2022","Government Legal Department","Attorney General's Departments","SEO/HEO","HEO","210","200","37310","35000"
"In post","2022","Government Legal Department","Attorney General's Departments","SEO/HEO","SEO","50","50","38920","38290"
"In post","2022","Government Property Agency","Cabinet Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Cabinet Office","EO","EO","25","25","25390","24100"
"In post","2022","Government Property Agency","Cabinet Office","G6/G7","G6","55","55","67170","65500"
"In post","2022","Government Property Agency","Cabinet Office","G6/G7","G7","95","90","54750","54700"
"In post","2022","Government Property Agency","Cabinet Office","SCS level","SCS level","25","25","94600","88000"
"In post","2022","Government Property Agency","Cabinet Office","SEO/HEO","HEO","55","55","34110","32960"
"In post","2022","Government Property Agency","Cabinet Office","SEO/HEO","SEO","55","55","39680","38700"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","AA/AO","AO","275","245","22190","22410"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","EO","EO","490","465","27550","26410"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","G6/G7","G6","110","105","69850","66580"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","G6/G7","G7","440","425","58410","54960"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","SCS level","SCS level","35","35","87630","84340"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","HEO","425","405","33140","31710"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","SEO","925","875","49020","45850"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","AA","1720","1485","19730","19200"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","AO","8080","7125","21710","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","EO","EO","2680","2535","26280","25120"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","G6","200","195","64630","63870"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","G7","510","495","54820","54270"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","SCS level","SCS level","70","70","83680","77700"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","HEO","1435","1400","32050","30450"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","SEO","1405","1290","41300","41750"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","G6/G7","G7","15","15","56240","57400"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","HM Land Registry","AA/AO","AA","35","35","21540","21290"
"In post","2022","HM Land Registry","HM Land Registry","AA/AO","AO","1710","1605","22710","22600"
"In post","2022","HM Land Registry","HM Land Registry","EO","EO","2365","2105","27470","27130"
"In post","2022","HM Land Registry","HM Land Registry","G6/G7","G6","60","60","72280","72860"
"In post","2022","HM Land Registry","HM Land Registry","G6/G7","G7","245","230","59520","59980"
"In post","2022","HM Land Registry","HM Land Registry","SCS level","SCS level","25","25","91430","82370"
"In post","2022","HM Land Registry","HM Land Registry","SEO/HEO","HEO","1355","1195","34570","33840"
"In post","2022","HM Land Registry","HM Land Registry","SEO/HEO","SEO","840","790","41760","40860"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","AA/AO","AA","5895","5510","21660","20890"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","AA/AO","AO","22270","21130","27630","27120"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","EO","EO","6485","6205","30950","31610"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","G6/G7","G6","340","335","81780","84310"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","G6/G7","G7","480","470","65530","65520"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","SCS level","SCS level","85","85","96910","97570"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","HEO","4405","4185","35500","36480"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","SEO","2530","2455","49710","50690"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Unknown","Unknown","19215","17790","30090","28200"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","AA","690","515","21310","21250"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","AO","18760","16425","21690","21250"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","EO","15745","14700","27420","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","G6","2205","2120","70130","67910"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","G7","6065","5870","56250","55210"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","SCS level","490","485","85850","79200"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","HEO","15640","14980","34110","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","SEO","7905","7615","40950","40520"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","AA/AO","AO","50","50","22400","22750"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","EO","EO","220","210","26720","26750"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","G6/G7","G6","280","270","65990","63920"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","G6/G7","G7","640","620","54740","52840"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","SCS level","SCS level","155","150","86320","78000"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","HEO","765","755","34330","32320"
"In post","2022","Home Office","Home Office","AA/AO","AA","795","690","19820","18240"
"In post","2022","Home Office","Home Office","AA/AO","AO","6575","5875","22490","21680"
"In post","2022","Home Office","Home Office","EO","EO","14920","13805","26920","25690"
