"Status","Year","Function_of_post","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Internal Audit","Outside London","Female","Undeclared","35","35","41000","39980"
"In post","2022","Internal Audit","Outside London","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Internal Audit","Outside London","Male","Heterosexual / straight","185","180","46430","43710"
"In post","2022","Internal Audit","Outside London","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Internal Audit","Outside London","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Internal Audit","Outside London","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Internal Audit","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","London","Female","Heterosexual / straight","2255","2085","50890","51510"
"In post","2022","Legal","London","Female","LGBO","110","105","48730","51250"
"In post","2022","Legal","London","Female","Undeclared","190","175","54320","54080"
"In post","2022","Legal","London","Female","Unknown","725","650","53050","55230"
"In post","2022","Legal","London","Male","Heterosexual / straight","1160","1130","53450","53050"
"In post","2022","Legal","London","Male","LGBO","175","175","56190","53060"
"In post","2022","Legal","London","Male","Undeclared","140","135","56880","60960"
"In post","2022","Legal","London","Male","Unknown","390","380","55980","62120"
"In post","2022","Legal","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Outside London","Female","Heterosexual / straight","3455","3160","41180","39710"
"In post","2022","Legal","Outside London","Female","LGBO","135","130","35500","27660"
"In post","2022","Legal","Outside London","Female","Undeclared","195","175","41240","35140"
"In post","2022","Legal","Outside London","Female","Unknown","1000","870","42230","40230"
"In post","2022","Legal","Outside London","Male","Heterosexual / straight","1660","1610","45090","48080"
"In post","2022","Legal","Outside London","Male","LGBO","140","135","43000","40530"
"In post","2022","Legal","Outside London","Male","Undeclared","130","125","45190","41750"
"In post","2022","Legal","Outside London","Male","Unknown","530","510","46060","49580"
"In post","2022","Legal","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","London","Female","Heterosexual / straight","19650","18670","41050","35060"
"In post","2022","No function","London","Female","LGBO","1460","1425","41390","36330"
"In post","2022","No function","London","Female","Undeclared","2550","2405","41070","34750"
"In post","2022","No function","London","Female","Unknown","6300","5950","38200","32000"
"In post","2022","No function","London","Male","Heterosexual / straight","14320","14090","44210","38300"
"In post","2022","No function","London","Male","LGBO","1655","1640","45530","40050"
"In post","2022","No function","London","Male","Undeclared","2070","2020","44700","39770"
"In post","2022","No function","London","Male","Unknown","4915","4815","40910","34550"
"In post","2022","No function","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","No function","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Outside London","Female","Heterosexual / straight","85980","76595","28810","27570"
"In post","2022","No function","Outside London","Female","LGBO","5255","5035","28780","27570"
"In post","2022","No function","Outside London","Female","Undeclared","10010","8665","28590","27120"
"In post","2022","No function","Outside London","Female","Unknown","27250","23585","26970","25120"
"In post","2022","No function","Outside London","Male","Heterosexual / straight","56885","54655","30950","27570"
"In post","2022","No function","Outside London","Male","LGBO","4235","4115","29410","27570"
"In post","2022","No function","Outside London","Male","Undeclared","7670","7255","31360","27570"
"In post","2022","No function","Outside London","Male","Unknown","21670","20530","29700","27570"
"In post","2022","No function","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","No function","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Overseas","Female","Heterosexual / straight","525","525","51650","51970"
"In post","2022","No function","Overseas","Female","LGBO","25","25","[c]","[c]"
"In post","2022","No function","Overseas","Female","Undeclared","65","65","50670","54150"
"In post","2022","No function","Overseas","Female","Unknown","70","70","53580","53920"
"In post","2022","No function","Overseas","Male","Heterosexual / straight","750","745","54310","54470"
"In post","2022","No function","Overseas","Male","LGBO","80","80","54740","54430"
"In post","2022","No function","Overseas","Male","Undeclared","110","110","51310","53470"
"In post","2022","No function","Overseas","Male","Unknown","125","125","54460","54700"
"In post","2022","No function","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","No function","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Female","Heterosexual / straight","260","240","30230","27570"
"In post","2022","No function","Unknown","Female","LGBO","15","15","[c]","[c]"
"In post","2022","No function","Unknown","Female","Undeclared","40","40","31870","28430"
"In post","2022","No function","Unknown","Female","Unknown","205","195","30780","29250"
"In post","2022","No function","Unknown","Male","Heterosexual / straight","165","160","34270","29340"
"In post","2022","No function","Unknown","Male","LGBO","25","25","[c]","[c]"
"In post","2022","No function","Unknown","Male","Undeclared","25","20","[c]","[c]"
"In post","2022","No function","Unknown","Male","Unknown","155","150","32070","29250"
"In post","2022","No function","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","London","Female","Heterosexual / straight","1565","1485","52240","51500"
"In post","2022","Project Delivery","London","Female","LGBO","85","85","47820","42470"
"In post","2022","Project Delivery","London","Female","Undeclared","125","120","51220","47240"
"In post","2022","Project Delivery","London","Female","Unknown","580","545","48470","45010"
"In post","2022","Project Delivery","London","Male","Heterosexual / straight","1250","1225","56530","54860"
"In post","2022","Project Delivery","London","Male","LGBO","135","135","55590","53530"
"In post","2022","Project Delivery","London","Male","Undeclared","175","165","58920","56120"
"In post","2022","Project Delivery","London","Male","Unknown","500","490","51420","51500"
"In post","2022","Project Delivery","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Outside London","Female","Heterosexual / straight","6640","6205","38230","35210"
"In post","2022","Project Delivery","Outside London","Female","LGBO","310","305","36580","33370"
"In post","2022","Project Delivery","Outside London","Female","Undeclared","775","720","38040","35980"
"In post","2022","Project Delivery","Outside London","Female","Unknown","1470","1355","37350","34560"
"In post","2022","Project Delivery","Outside London","Male","Heterosexual / straight","9080","8910","40710","39850"
"In post","2022","Project Delivery","Outside London","Male","LGBO","395","390","39010","36710"
"In post","2022","Project Delivery","Outside London","Male","Undeclared","1230","1190","41920","40520"
"In post","2022","Project Delivery","Outside London","Male","Unknown","1610","1575","40170","38070"
"In post","2022","Project Delivery","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","Female","Heterosexual / straight","160","160","57380","56110"
"In post","2022","Project Delivery","Overseas","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Project Delivery","Overseas","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Project Delivery","Overseas","Female","Unknown","90","90","54630","55060"
"In post","2022","Project Delivery","Overseas","Male","Heterosexual / straight","200","200","54490","55270"
"In post","2022","Project Delivery","Overseas","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Project Delivery","Overseas","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Project Delivery","Overseas","Male","Unknown","85","85","54600","54590"
"In post","2022","Project Delivery","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","London","Female","Heterosexual / straight","480","460","41900","36930"
"In post","2022","Property","London","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Property","London","Female","Undeclared","75","75","43650","39050"
"In post","2022","Property","London","Female","Unknown","135","125","38910","34630"
"In post","2022","Property","London","Male","Heterosexual / straight","640","625","44890","40600"
"In post","2022","Property","London","Male","LGBO","50","50","48160","45350"
"In post","2022","Property","London","Male","Undeclared","90","85","47720","43810"
"In post","2022","Property","London","Male","Unknown","200","200","40280","35780"
"In post","2022","Property","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Outside London","Female","Heterosexual / straight","2385","2230","34350","32000"
