"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Inspector of Education and Training","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","EO","Heterosexual / straight","100","95","28380","28930"
"In post","2022","Asian","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","EO","Undeclared","15","10","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","HEO","Heterosexual / straight","40","40","34810","35060"
"In post","2022","Asian","Intelligence Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Internal Audit","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Asian","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Asian","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","International Trade","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Asian","International Trade","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","HEO","Heterosexual / straight","35","35","33180","32120"
"In post","2022","Asian","International Trade","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","International Trade","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","SEO","Heterosexual / straight","30","30","39880","38420"
"In post","2022","Asian","International Trade","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","International Trade","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","HEO","Heterosexual / straight","40","40","34090","34260"
"In post","2022","Asian","Knowledge and Information Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Legal","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","EO","Heterosexual / straight","115","115","28870","28310"
"In post","2022","Asian","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Legal","G6","Heterosexual / straight","80","75","68070","65760"
"In post","2022","Asian","Legal","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Legal","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Legal","G6","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Legal","G7","Heterosexual / straight","405","380","54840","53050"
"In post","2022","Asian","Legal","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Legal","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Legal","G7","Unknown","50","40","56210","55610"
"In post","2022","Asian","Legal","HEO","Heterosexual / straight","140","135","35930","35740"
"In post","2022","Asian","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Legal","HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Asian","Legal","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","SEO","Heterosexual / straight","105","95","43180","41750"
"In post","2022","Asian","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Legal","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Asian","Medicine","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","G6","Heterosexual / straight","35","30","85840","83120"
"In post","2022","Asian","Medicine","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Asian","Medicine","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Medicine","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Medicine","HEO","LGBO","[c]","[c]","[c]","[c]"
