"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","SEO/HEO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Policy","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Policy","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Project Delivery","SEO/HEO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Science and Engineering","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Science and Engineering","SEO/HEO","40","35","36520","36160"
"In post","2022","Declared disabled","Digital, Data & Technology","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Tax","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","G6/G7","70","70","57100","54850"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","SEO/HEO","50","50","36230","34630"
"In post","2022","Declared disabled","Finance","Commercial","AA/AO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Commercial","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","Commercial","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Commercial","SEO/HEO","45","40","34810","33820"
"In post","2022","Declared disabled","Finance","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Digital, Data and Technology","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Finance","AA/AO","80","70","21770","21260"
"In post","2022","Declared disabled","Finance","Finance","EO","155","145","26840","26820"
"In post","2022","Declared disabled","Finance","Finance","G6/G7","170","165","57890","56500"
"In post","2022","Declared disabled","Finance","Finance","SCS level","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","Finance","SEO/HEO","355","335","37030","36050"
"In post","2022","Declared disabled","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Operational Delivery","AA/AO","80","60","21910","21690"
"In post","2022","Declared disabled","Finance","Operational Delivery","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Operational Delivery","SEO/HEO","30","30","35070","33370"
"In post","2022","Declared disabled","Finance","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Security","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Security","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Security","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Operational Delivery","AA/AO","95","85","21280","21300"
"In post","2022","Declared disabled","Grants Management","Operational Delivery","EO","45","40","25600","25450"
"In post","2022","Declared disabled","Grants Management","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Operational Delivery","SEO/HEO","35","30","32280","31110"
"In post","2022","Declared disabled","Grants Management","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Human Resources","AA/AO","125","115","21670","21380"
"In post","2022","Declared disabled","Human Resources","Human Resources","EO","185","170","27850","27570"
"In post","2022","Declared disabled","Human Resources","Human Resources","G6/G7","235","225","57880","55230"
"In post","2022","Declared disabled","Human Resources","Human Resources","SCS level","30","30","83180","80000"
"In post","2022","Declared disabled","Human Resources","Human Resources","SEO/HEO","515","490","36720","36010"
"In post","2022","Declared disabled","Human Resources","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Legal","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Operational Delivery","AA/AO","35","30","21800","21740"
"In post","2022","Declared disabled","Human Resources","Operational Delivery","EO","125","115","27560","27570"
"In post","2022","Declared disabled","Human Resources","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Operational Delivery","SEO/HEO","50","50","35690","34290"
"In post","2022","Declared disabled","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
