"Status","Year","Function_of_post","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Department for Work and Pensions","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Work and Pensions","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Work and Pensions","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","London","Heterosexual / straight","135","130","52330","53360"
"In post","2022","Commercial","Department of Health and Social Care","London","LGBO","20","20","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","London","Undeclared","80","80","47820","43630"
"In post","2022","Commercial","Department of Health and Social Care","London","Unknown","45","45","49510","53360"
"In post","2022","Commercial","Department of Health and Social Care","Outside London","Heterosexual / straight","90","90","45140","39400"
"In post","2022","Commercial","Department of Health and Social Care","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","Outside London","Undeclared","35","35","44560","36820"
"In post","2022","Commercial","Department of Health and Social Care","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Estyn","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Estyn","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Estyn","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","110","105","39920","38790"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","Outside London","Heterosexual / straight","90","85","37420","33370"
"In post","2022","Commercial","HM Revenue and Customs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","Outside London","Unknown","40","40","37950","36770"
"In post","2022","Commercial","HM Treasury","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury","London","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","HM Treasury","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","London","Heterosexual / straight","30","30","41610","37640"
"In post","2022","Commercial","Ministry of Defence","London","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","London","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","Outside London","Heterosexual / straight","1215","1175","38500","35280"
"In post","2022","Commercial","Ministry of Defence","Outside London","LGBO","45","45","35500","33290"
"In post","2022","Commercial","Ministry of Defence","Outside London","Undeclared","180","175","39700","39550"
"In post","2022","Commercial","Ministry of Defence","Outside London","Unknown","200","195","35170","33000"
"In post","2022","Commercial","Ministry of Defence","Overseas","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","London","Heterosexual / straight","75","75","41770","41750"
"In post","2022","Commercial","Ministry of Justice","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","London","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Outside London","Heterosexual / straight","115","110","32460","30450"
"In post","2022","Commercial","Ministry of Justice","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Government","Outside London","Heterosexual / straight","45","45","38380","37710"
"In post","2022","Commercial","Scottish Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Government","Outside London","Unknown","60","55","28860","26900"
"In post","2022","Commercial","The National Archives","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The National Archives","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The National Archives","London","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","London","Heterosexual / straight","155","155","52980","48420"
"In post","2022","Commercial","UK Export Finance","London","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","London","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
