"Status","Year","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","Unknown","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Driver and Vehicle Licensing Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Driver and Vehicle Standards Agency","London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Driver and Vehicle Standards Agency","Outside London","40","40","30060","28760"
"In post","2022","Counter Fraud","Food Standards Agency","London","10","10","38660","34510"
"In post","2022","Counter Fraud","Food Standards Agency","Outside London","45","45","38160","37350"
"In post","2022","Counter Fraud","Government Internal Audit Agency","London","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Government Internal Audit Agency","Outside London","25","25","38520","34350"
"In post","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","2145","2060","39710","37930"
"In post","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","Outside London","7535","7080","33810","33080"
"In post","2022","Counter Fraud","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Serious Fraud Office","London","240","235","46740","40270"
"In post","2022","Counter Fraud","The Insolvency Service","London","40","40","43000","43150"
"In post","2022","Counter Fraud","The Insolvency Service","Outside London","205","195","38650","38510"
"In post","2022","Counter Fraud","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Department for Work and Pensions (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Debt","Department for Work and Pensions (excl. agencies)","Outside London","2425","2070","22510","21260"
"In post","2022","Debt","Department for Work and Pensions (excl. agencies)","Unknown","70","55","25610","25110"
"In post","2022","Debt","Health and Safety Executive","Outside London","5","5","[c]","[c]"
"In post","2022","Debt","HM Revenue and Customs (excl. agencies)","London","475","420","29050","26400"
"In post","2022","Debt","HM Revenue and Customs (excl. agencies)","Outside London","3815","3470","23760","21250"
"In post","2022","Debt","UK Debt Management Office","London","15","15","59190","49590"
"In post","2022","Debt","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","40","40","48260","47750"
"In post","2022","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Outside London","20","20","39180","39580"
"In post","2022","Digital, Data & Technology","Animal and Plant Health Agency","Outside London","15","15","31980","29180"
"In post","2022","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","910","900","52250","54700"
"In post","2022","Digital, Data & Technology","Cabinet Office (excl. agencies)","Outside London","195","195","44240","49700"
"In post","2022","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","35","35","40270","37300"
"In post","2022","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Outside London","60","55","31650","29750"
"In post","2022","Digital, Data & Technology","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Charity Commission","Outside London","50","50","34430","29160"
"In post","2022","Digital, Data & Technology","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Companies House","Outside London","230","225","39620","38000"
"In post","2022","Digital, Data & Technology","Competition and Markets Authority","London","70","70","57770","58030"
"In post","2022","Digital, Data & Technology","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Crown Commercial Service","London","30","30","56300","56160"
"In post","2022","Digital, Data & Technology","Crown Commercial Service","Outside London","100","95","41230","38980"
"In post","2022","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Outside London","60","60","41540","38600"
"In post","2022","Digital, Data & Technology","Crown Prosecution Service","London","30","30","44290","39750"
"In post","2022","Digital, Data & Technology","Crown Prosecution Service","Outside London","105","105","37470","32860"
"In post","2022","Digital, Data & Technology","Defence Electronics and Components Agency","Outside London","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Defence Equipment and Support","Outside London","390","380","36360","33360"
"In post","2022","Digital, Data & Technology","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Defence Science and Technology Laboratory","Outside London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","120","120","47900","43490"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","30","30","41820","31190"
"In post","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","10","10","60860","58600"
"In post","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Education (excl. agencies)","London","240","235","47690","45850"
"In post","2022","Digital, Data & Technology","Department for Education (excl. agencies)","Outside London","720","700","39780","36500"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","115","110","47450","42170"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","735","715","42930","47550"
"In post","2022","Digital, Data & Technology","Department for International Trade","London","150","150","48110","47000"
"In post","2022","Digital, Data & Technology","Department for International Trade","Outside London","15","15","43140","47980"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","London","90","90","50220","53130"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","50","45","42150","40480"
"In post","2022","Digital, Data & Technology","Department for Transport (excl. agencies)","London","80","80","45590","42470"
"In post","2022","Digital, Data & Technology","Department for Transport (excl. agencies)","Outside London","50","45","37230","38650"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","London","240","235","47800","42150"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Outside London","3780","3625","41770","36500"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Unknown","15","15","48760","52000"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","London","155","150","43460","40650"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Outside London","40","40","39560","36820"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Outside London","805","790","40460","38870"
"In post","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Outside London","230","230","35790","31380"
"In post","2022","Digital, Data & Technology","Education and Skills Funding Agency","Outside London","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","FCDO Services","London","10","10","46010","43280"
"In post","2022","Digital, Data & Technology","FCDO Services","Outside London","100","100","44270","41910"
"In post","2022","Digital, Data & Technology","Food Standards Agency","London","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","Outside London","50","50","45810","41520"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","London","20","20","42880","41000"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","205","200","41300","38500"
"In post","2022","Digital, Data & Technology","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
