"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Government Property Agency","SEO","10","10","38830","37300"
"In post","2022","20-29","Health and Safety Executive","AO","45","45","21540","20730"
"In post","2022","20-29","Health and Safety Executive","EO","150","150","26350","26370"
"In post","2022","20-29","Health and Safety Executive","G7","5","5","[c]","[c]"
"In post","2022","20-29","Health and Safety Executive","HEO","85","85","32100","31660"
"In post","2022","20-29","Health and Safety Executive","SEO","25","25","40160","40230"
"In post","2022","20-29","HM Courts and Tribunals Service","AA","160","160","19760","19200"
"In post","2022","20-29","HM Courts and Tribunals Service","AO","1255","1215","21690","20970"
"In post","2022","20-29","HM Courts and Tribunals Service","EO","370","370","26500","25120"
"In post","2022","20-29","HM Courts and Tribunals Service","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Courts and Tribunals Service","G7","15","15","52650","50430"
"In post","2022","20-29","HM Courts and Tribunals Service","HEO","280","280","32140","30450"
"In post","2022","20-29","HM Courts and Tribunals Service","SEO","70","70","39260","41750"
"In post","2022","20-29","HM Land Registry","AA","20","20","21960","21290"
"In post","2022","20-29","HM Land Registry","AO","550","535","22690","22600"
"In post","2022","20-29","HM Land Registry","EO","435","430","27590","27130"
"In post","2022","20-29","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Land Registry","HEO","85","85","34630","33840"
"In post","2022","20-29","HM Land Registry","SEO","35","35","40880","38550"
"In post","2022","20-29","HM Prison and Probation Service","AA","1205","1185","21280","20890"
"In post","2022","20-29","HM Prison and Probation Service","AO","6090","6035","26230","25700"
"In post","2022","20-29","HM Prison and Probation Service","EO","805","800","29330","28960"
"In post","2022","20-29","HM Prison and Probation Service","G7","25","25","59460","59030"
"In post","2022","20-29","HM Prison and Probation Service","HEO","455","450","31400","30450"
"In post","2022","20-29","HM Prison and Probation Service","SEO","65","65","40760","42140"
"In post","2022","20-29","HM Prison and Probation Service","Unknown","3370","3305","25430","24090"
"In post","2022","20-29","HM Revenue and Customs (excl. agencies)","AA","5","5","[c]","[c]"
"In post","2022","20-29","HM Revenue and Customs (excl. agencies)","AO","4070","3900","21350","21250"
"In post","2022","20-29","HM Revenue and Customs (excl. agencies)","EO","3545","3515","26960","26820"
"In post","2022","20-29","HM Revenue and Customs (excl. agencies)","G6","35","35","68490","67910"
"In post","2022","20-29","HM Revenue and Customs (excl. agencies)","G7","485","485","56970","55210"
"In post","2022","20-29","HM Revenue and Customs (excl. agencies)","HEO","2715","2700","33910","33370"
"In post","2022","20-29","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Revenue and Customs (excl. agencies)","SEO","655","655","40780","40520"
"In post","2022","20-29","HM Treasury (excl. agencies)","AO","30","30","22170","22750"
"In post","2022","20-29","HM Treasury (excl. agencies)","EO","100","100","25680","24300"
"In post","2022","20-29","HM Treasury (excl. agencies)","G6","15","15","63250","63000"
"In post","2022","20-29","HM Treasury (excl. agencies)","G7","290","285","53640","52500"
"In post","2022","20-29","HM Treasury (excl. agencies)","HEO","545","540","33250","32320"
"In post","2022","20-29","Home Office","AA","110","100","20340","19210"
"In post","2022","20-29","Home Office","AO","1330","1280","22110","21680"
"In post","2022","20-29","Home Office","EO","2385","2360","26150","24890"
"In post","2022","20-29","Home Office","G6","15","15","69400","68700"
"In post","2022","20-29","Home Office","G7","265","265","57710","57430"
"In post","2022","20-29","Home Office","HEO","935","930","33790","35050"
"In post","2022","20-29","Home Office","SEO","495","495","41800","41950"
"In post","2022","20-29","Home Office","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Institute for Apprenticeships and Technical Education","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Institute for Apprenticeships and Technical Education","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Institute for Apprenticeships and Technical Education","G7","5","5","[c]","[c]"
"In post","2022","20-29","Institute for Apprenticeships and Technical Education","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Institute for Apprenticeships and Technical Education","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Intellectual Property Office","AO","65","60","21810","21810"
"In post","2022","20-29","Intellectual Property Office","EO","165","160","26400","24030"
"In post","2022","20-29","Intellectual Property Office","G7","5","5","[c]","[c]"
"In post","2022","20-29","Intellectual Property Office","HEO","40","40","31950","30770"
"In post","2022","20-29","Intellectual Property Office","SEO","60","60","42040","41760"
"In post","2022","20-29","Legal Aid Agency","AO","80","75","20980","20970"
"In post","2022","20-29","Legal Aid Agency","EO","25","25","25570","25120"
"In post","2022","20-29","Legal Aid Agency","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Legal Aid Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Maritime and Coastguard Agency","AO","85","85","25210","26840"
"In post","2022","20-29","Maritime and Coastguard Agency","EO","45","45","28490","26780"
"In post","2022","20-29","Maritime and Coastguard Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Maritime and Coastguard Agency","HEO","45","45","32780","31040"
"In post","2022","20-29","Maritime and Coastguard Agency","SEO","15","15","41690","39470"
"In post","2022","20-29","Medicines and Healthcare Products Regulatory Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicines and Healthcare Products Regulatory Agency","AO","10","10","[c]","[c]"
"In post","2022","20-29","Medicines and Healthcare Products Regulatory Agency","EO","55","55","27150","27140"
"In post","2022","20-29","Medicines and Healthcare Products Regulatory Agency","G7","15","15","53220","53100"
"In post","2022","20-29","Medicines and Healthcare Products Regulatory Agency","HEO","45","45","32730","32640"
"In post","2022","20-29","Medicines and Healthcare Products Regulatory Agency","SEO","25","25","40380","40450"
"In post","2022","20-29","Met Office","AA","30","30","17660","17900"
"In post","2022","20-29","Met Office","AO","45","45","21190","21430"
"In post","2022","20-29","Met Office","EO","75","75","25070","24500"
"In post","2022","20-29","Met Office","G7","5","5","[c]","[c]"
"In post","2022","20-29","Met Office","HEO","130","125","32000","31120"
"In post","2022","20-29","Met Office","SEO","30","30","38400","37420"
"In post","2022","20-29","Ministry of Defence (excl. agencies)","AA","390","385","20330","19810"
"In post","2022","20-29","Ministry of Defence (excl. agencies)","AO","1055","1045","24520","23280"
"In post","2022","20-29","Ministry of Defence (excl. agencies)","EO","890","880","27440","26670"
"In post","2022","20-29","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence (excl. agencies)","G7","90","90","58470","58550"
"In post","2022","20-29","Ministry of Defence (excl. agencies)","HEO","845","840","34880","33300"
"In post","2022","20-29","Ministry of Defence (excl. agencies)","SEO","435","435","43140","44210"
"In post","2022","20-29","Ministry of Defence (excl. agencies)","Unknown","20","20","24910","27000"
"In post","2022","20-29","Ministry of Justice (excl. agencies)","AA","5","5","[c]","[c]"
"In post","2022","20-29","Ministry of Justice (excl. agencies)","AO","65","65","22340","21960"
"In post","2022","20-29","Ministry of Justice (excl. agencies)","EO","220","220","27570","28310"
"In post","2022","20-29","Ministry of Justice (excl. agencies)","G6","10","10","[c]","[c]"
"In post","2022","20-29","Ministry of Justice (excl. agencies)","G7","125","125","55550","54270"
"In post","2022","20-29","Ministry of Justice (excl. agencies)","HEO","380","380","33400","34260"
"In post","2022","20-29","Ministry of Justice (excl. agencies)","SEO","305","300","41440","41750"
"In post","2022","20-29","National Crime Agency","AO","85","85","22490","21050"
"In post","2022","20-29","National Crime Agency","EO","645","645","33420","32770"
"In post","2022","20-29","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","HEO","115","115","39210","40170"
"In post","2022","20-29","National Crime Agency","SEO","25","25","47310","47280"
"In post","2022","20-29","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Infrastructure Commission","G7","5","5","[c]","[c]"
"In post","2022","20-29","National Infrastructure Commission","HEO","5","5","[c]","[c]"
"In post","2022","20-29","National Infrastructure Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Records of Scotland","AA","15","15","22840","23230"
"In post","2022","20-29","National Records of Scotland","AO","5","5","[c]","[c]"
"In post","2022","20-29","National Records of Scotland","EO","20","20","28340","27230"
"In post","2022","20-29","National Records of Scotland","HEO","5","5","[c]","[c]"
"In post","2022","20-29","National Records of Scotland","SEO","5","5","[c]","[c]"
"In post","2022","20-29","National Savings and Investments","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Savings and Investments","EO","5","5","[c]","[c]"
"In post","2022","20-29","National Savings and Investments","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Savings and Investments","HEO","5","5","[c]","[c]"
"In post","2022","20-29","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","EO","5","5","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","G7","10","10","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","SEO","20","20","41220","41750"
"In post","2022","20-29","Office for Budget Responsibility","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office for Budget Responsibility","G7","5","5","[c]","[c]"
"In post","2022","20-29","Office for Budget Responsibility","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","AA","5","5","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","AO","35","35","21510","21410"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","EO","45","45","26700","25880"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","HEO","30","30","33130","32010"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","SEO","15","15","41090","39850"
"In post","2022","20-29","Office of Gas and Electricity Markets","AO","35","35","19710","19750"
"In post","2022","20-29","Office of Gas and Electricity Markets","EO","175","175","25730","25750"
"In post","2022","20-29","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Gas and Electricity Markets","G7","35","35","49080","46250"
"In post","2022","20-29","Office of Gas and Electricity Markets","HEO","120","120","33680","33400"
"In post","2022","20-29","Office of Gas and Electricity Markets","SEO","15","15","40480","40000"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","EO","5","5","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","HEO","15","15","31220","31000"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","AO","10","10","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","EO","5","5","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","G7","5","5","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Office of the Public Guardian","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Public Guardian","AO","225","210","20960","20970"
"In post","2022","20-29","Office of the Public Guardian","EO","70","70","25150","25120"
"In post","2022","20-29","Office of the Public Guardian","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Office of the Public Guardian","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Scottish Charity Regulator","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Scottish Charity Regulator","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
