"Status","Year","Age","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Human Resources","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Policy","Female","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Tax","Female","15","15","[c]","[c]"
"In post","2022","20-29","Human Resources","Tax","Male","10","10","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","Female","170","165","31500","28000"
"In post","2022","20-29","Human Resources","Unknown","Male","115","115","32540","28920"
"In post","2022","20-29","Internal Audit","Internal Audit","Female","30","30","[c]","[c]"
"In post","2022","20-29","Internal Audit","Internal Audit","Male","15","15","[c]","[c]"
"In post","2022","20-29","Internal Audit","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Other","Female","5","5","[c]","[c]"
"In post","2022","20-29","Internal Audit","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Knowledge and Information Management","Female","10","10","[c]","[c]"
"In post","2022","20-29","Legal","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2022","20-29","Legal","Legal","Female","510","505","38570","40000"
"In post","2022","20-29","Legal","Legal","Male","225","225","39790","41750"
"In post","2022","20-29","Legal","Operational Delivery","Female","520","510","24270","23770"
"In post","2022","20-29","Legal","Operational Delivery","Male","185","185","24650","23770"
"In post","2022","20-29","Legal","Other","Female","95","95","27900","26950"
"In post","2022","20-29","Legal","Other","Male","60","60","28090","26950"
"In post","2022","20-29","Legal","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Tax","Female","15","15","[c]","[c]"
"In post","2022","20-29","Legal","Tax","Male","15","15","[c]","[c]"
"In post","2022","20-29","Legal","Unknown","Female","15","15","[c]","[c]"
"In post","2022","20-29","Legal","Unknown","Male","20","20","[c]","[c]"
"In post","2022","20-29","No function","Commercial","Female","30","25","[c]","[c]"
"In post","2022","20-29","No function","Commercial","Male","15","15","[c]","[c]"
"In post","2022","20-29","No function","Communications","Female","45","45","35040","32940"
"In post","2022","20-29","No function","Communications","Male","20","20","[c]","[c]"
"In post","2022","20-29","No function","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Digital, Data and Technology","Female","15","15","[c]","[c]"
"In post","2022","20-29","No function","Digital, Data and Technology","Male","25","25","[c]","[c]"
"In post","2022","20-29","No function","Economics","Female","80","80","39980","35970"
"In post","2022","20-29","No function","Economics","Male","120","120","39380","34640"
"In post","2022","20-29","No function","Finance","Female","20","20","[c]","[c]"
"In post","2022","20-29","No function","Finance","Male","10","10","[c]","[c]"
"In post","2022","20-29","No function","Geography","Female","35","35","25160","26740"
"In post","2022","20-29","No function","Geography","Male","75","75","25800","26740"
"In post","2022","20-29","No function","Human Resources","Female","20","20","[c]","[c]"
"In post","2022","20-29","No function","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Intelligence Analysis","Female","55","50","27980","26850"
"In post","2022","20-29","No function","Intelligence Analysis","Male","10","10","[c]","[c]"
"In post","2022","20-29","No function","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","International Trade","Female","255","255","38230","35560"
"In post","2022","20-29","No function","International Trade","Male","255","250","38560","38160"
"In post","2022","20-29","No function","Knowledge and Information Management","Female","70","70","32690","28390"
"In post","2022","20-29","No function","Knowledge and Information Management","Male","45","45","32380","31730"
"In post","2022","20-29","No function","Legal","Female","110","110","32150","30450"
"In post","2022","20-29","No function","Legal","Male","50","50","33030","30450"
"In post","2022","20-29","No function","Medicine","Female","15","15","[c]","[c]"
"In post","2022","20-29","No function","Medicine","Male","5","5","[c]","[c]"
"In post","2022","20-29","No function","Operational Delivery","Female","18760","18250","25950","24800"
"In post","2022","20-29","No function","Operational Delivery","Male","12210","12105","26090","25210"
"In post","2022","20-29","No function","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Operational Research","Female","35","35","34840","32770"
"In post","2022","20-29","No function","Operational Research","Male","40","40","33930","30030"
"In post","2022","20-29","No function","Other","Female","765","750","27980","27570"
"In post","2022","20-29","No function","Other","Male","535","530","27120","27570"
"In post","2022","20-29","No function","Planning","Female","15","15","[c]","[c]"
"In post","2022","20-29","No function","Planning","Male","20","20","[c]","[c]"
"In post","2022","20-29","No function","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Policy","Female","3950","3930","38240","34710"
"In post","2022","20-29","No function","Policy","Male","3035","3025","38690","34710"
"In post","2022","20-29","No function","Project Delivery","Female","80","80","36310","34020"
"In post","2022","20-29","No function","Project Delivery","Male","50","50","38280","34020"
"In post","2022","20-29","No function","Property","Female","5","5","[c]","[c]"
"In post","2022","20-29","No function","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Psychology","Female","370","370","27680","27700"
"In post","2022","20-29","No function","Psychology","Male","25","25","[c]","[c]"
"In post","2022","20-29","No function","Science and Engineering","Female","690","680","29950","28870"
"In post","2022","20-29","No function","Science and Engineering","Male","820","820","29320","29230"
"In post","2022","20-29","No function","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Statistics","Male","5","5","[c]","[c]"
"In post","2022","20-29","No function","Tax","Female","1330","1295","29010","26590"
"In post","2022","20-29","No function","Tax","Male","1365","1345","29560","26590"
"In post","2022","20-29","No function","Unknown","Female","1910","1895","32250","29250"
"In post","2022","20-29","No function","Unknown","Male","1530","1525","32810","29250"
"In post","2022","20-29","No function","Veterinarian","Female","10","10","[c]","[c]"
"In post","2022","20-29","No function","Veterinarian","Male","10","5","[c]","[c]"
"In post","2022","20-29","Project Delivery","Commercial","Female","75","75","27290","27000"
"In post","2022","20-29","Project Delivery","Commercial","Male","55","55","28370","29650"
"In post","2022","20-29","Project Delivery","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2022","20-29","Project Delivery","Digital, Data and Technology","Male","20","20","[c]","[c]"
"In post","2022","20-29","Project Delivery","Economics","Female","10","10","[c]","[c]"
"In post","2022","20-29","Project Delivery","Economics","Male","10","10","[c]","[c]"
"In post","2022","20-29","Project Delivery","Finance","Female","20","20","[c]","[c]"
"In post","2022","20-29","Project Delivery","Finance","Male","25","25","[c]","[c]"
"In post","2022","20-29","Project Delivery","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2022","20-29","Project Delivery","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Operational Delivery","Female","150","150","28940","27820"
"In post","2022","20-29","Project Delivery","Operational Delivery","Male","95","95","29650","27570"
"In post","2022","20-29","Project Delivery","Other","Female","185","180","25570","23140"
"In post","2022","20-29","Project Delivery","Other","Male","235","235","25080","23650"
"In post","2022","20-29","Project Delivery","Policy","Female","130","130","40470","38600"
"In post","2022","20-29","Project Delivery","Policy","Male","95","95","41440","38600"
"In post","2022","20-29","Project Delivery","Project Delivery","Female","855","845","34030","33000"
"In post","2022","20-29","Project Delivery","Project Delivery","Male","755","750","33540","33000"
"In post","2022","20-29","Project Delivery","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Science and Engineering","Female","150","150","28660","27540"
"In post","2022","20-29","Project Delivery","Science and Engineering","Male","750","750","28430","27540"
"In post","2022","20-29","Project Delivery","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Tax","Female","25","20","[c]","[c]"
"In post","2022","20-29","Project Delivery","Tax","Male","25","25","[c]","[c]"
"In post","2022","20-29","Project Delivery","Unknown","Female","40","40","38020","33220"
"In post","2022","20-29","Project Delivery","Unknown","Male","35","35","39000","34550"
"In post","2022","20-29","Property","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Finance","Male","5","5","[c]","[c]"
"In post","2022","20-29","Property","Human Resources","Female","5","5","[c]","[c]"
