"Status","Year","Age","Disability","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","50","50","23270","21260"
"In post","2022","16-19","Unknown","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","Heterosexual / straight","50","50","30500","28750"
"In post","2022","20-29","Declared disabled","Commercial","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","Heterosexual / straight","30","30","31450","32560"
"In post","2022","20-29","Declared disabled","Communications","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Counter Fraud","Heterosexual / straight","55","55","26480","27570"
"In post","2022","20-29","Declared disabled","Counter Fraud","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data and Technology","Heterosexual / straight","100","100","32240","31150"
"In post","2022","20-29","Declared disabled","Digital, Data and Technology","LGBO","50","50","32920","30820"
"In post","2022","20-29","Declared disabled","Digital, Data and Technology","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Economics","Heterosexual / straight","40","35","35910","34070"
"In post","2022","20-29","Declared disabled","Economics","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","Heterosexual / straight","65","65","33330","30420"
"In post","2022","20-29","Declared disabled","Finance","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","Heterosexual / straight","90","90","34390","31990"
"In post","2022","20-29","Declared disabled","Human Resources","LGBO","45","45","34240","32000"
"In post","2022","20-29","Declared disabled","Human Resources","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Intelligence Analysis","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Intelligence Analysis","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","International Trade","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","International Trade","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Knowledge and Information Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Knowledge and Information Management","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","Heterosexual / straight","45","40","35940","33460"
"In post","2022","20-29","Declared disabled","Legal","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Delivery","Heterosexual / straight","1800","1760","25920","25000"
"In post","2022","20-29","Declared disabled","Operational Delivery","LGBO","575","560","25510","24520"
"In post","2022","20-29","Declared disabled","Operational Delivery","Undeclared","180","170","25900","25150"
"In post","2022","20-29","Declared disabled","Operational Delivery","Unknown","80","80","26680","25120"
"In post","2022","20-29","Declared disabled","Operational Research","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Research","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other","Heterosexual / straight","190","185","25870","24880"
"In post","2022","20-29","Declared disabled","Other","LGBO","65","65","24960","24250"
"In post","2022","20-29","Declared disabled","Other","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Policy","Heterosexual / straight","480","475","37530","34330"
"In post","2022","20-29","Declared disabled","Policy","LGBO","165","160","37160","34020"
"In post","2022","20-29","Declared disabled","Policy","Undeclared","70","70","38050","35180"
"In post","2022","20-29","Declared disabled","Policy","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Heterosexual / straight","105","105","33050","33080"
"In post","2022","20-29","Declared disabled","Project Delivery","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Heterosexual / straight","35","35","30890","28500"
"In post","2022","20-29","Declared disabled","Property","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Psychology","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Psychology","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Science and Engineering","Heterosexual / straight","135","135","28690","27540"
"In post","2022","20-29","Declared disabled","Science and Engineering","LGBO","40","40","28280","27540"
"In post","2022","20-29","Declared disabled","Science and Engineering","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Science and Engineering","Unknown","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","Heterosexual / straight","35","35","28590","27700"
"In post","2022","20-29","Declared disabled","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Social Research","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Social Research","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Statistics","Heterosexual / straight","55","55","35250","33710"
"In post","2022","20-29","Declared disabled","Statistics","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Statistics","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Tax","Heterosexual / straight","120","115","30010","26820"
"In post","2022","20-29","Declared disabled","Tax","LGBO","45","45","28680","26590"
"In post","2022","20-29","Declared disabled","Tax","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Tax","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Heterosexual / straight","290","290","32420","30040"
"In post","2022","20-29","Declared disabled","Unknown","LGBO","140","135","32370","31280"
"In post","2022","20-29","Declared disabled","Unknown","Undeclared","40","40","34210","31540"
"In post","2022","20-29","Declared disabled","Unknown","Unknown","15","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","Heterosexual / straight","500","495","31390","30420"
"In post","2022","20-29","Declared non-disabled","Commercial","LGBO","45","45","31720","31580"
"In post","2022","20-29","Declared non-disabled","Commercial","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","Unknown","35","35","28780","26840"
"In post","2022","20-29","Declared non-disabled","Communications","Heterosexual / straight","355","355","35180","33210"
"In post","2022","20-29","Declared non-disabled","Communications","LGBO","45","45","35150","32820"
"In post","2022","20-29","Declared non-disabled","Communications","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Communications","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Corporate Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","Heterosexual / straight","420","415","27030","27570"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","LGBO","30","30","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Digital, Data and Technology","Heterosexual / straight","1275","1265","34090","33000"
"In post","2022","20-29","Declared non-disabled","Digital, Data and Technology","LGBO","135","135","33630","31990"
"In post","2022","20-29","Declared non-disabled","Digital, Data and Technology","Undeclared","100","100","34050","33080"
"In post","2022","20-29","Declared non-disabled","Digital, Data and Technology","Unknown","85","85","33620","31740"
"In post","2022","20-29","Declared non-disabled","Economics","Heterosexual / straight","620","615","39170","35050"
"In post","2022","20-29","Declared non-disabled","Economics","LGBO","65","65","39740","34710"
"In post","2022","20-29","Declared non-disabled","Economics","Undeclared","50","50","38510","35060"
"In post","2022","20-29","Declared non-disabled","Economics","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Finance","Heterosexual / straight","815","810","32710","30440"
"In post","2022","20-29","Declared non-disabled","Finance","LGBO","60","60","34990","32330"
"In post","2022","20-29","Declared non-disabled","Finance","Undeclared","45","45","35050","34900"
"In post","2022","20-29","Declared non-disabled","Finance","Unknown","40","40","31570","29200"
"In post","2022","20-29","Declared non-disabled","Geography","Heterosexual / straight","55","55","26690","26740"
"In post","2022","20-29","Declared non-disabled","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
