"Status","Year","Disability","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Undeclared","No function","Heterosexual / straight","245","225","30280","27570"
"In post","2022","Declared disabled","Undeclared","No function","LGBO","50","50","29060","27680"
"In post","2022","Declared disabled","Undeclared","No function","Undeclared","685","620","29950","27570"
"In post","2022","Declared disabled","Undeclared","No function","Unknown","185","160","28970","27570"
"In post","2022","Declared disabled","Undeclared","Project Delivery","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Project Delivery","Undeclared","95","90","40420","40580"
"In post","2022","Declared disabled","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Property","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Property","Undeclared","30","30","39120","33630"
"In post","2022","Declared disabled","Undeclared","Property","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Security","Undeclared","30","30","36150","36350"
"In post","2022","Declared disabled","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","Heterosexual / straight","50","50","30540","27370"
"In post","2022","Declared disabled","Undeclared","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","Undeclared","235","220","33290","28850"
"In post","2022","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Analysis","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Analysis","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Commercial","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Communications","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Counter Fraud","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Counter Fraud","Unknown","30","25","30740","28240"
"In post","2022","Declared disabled","Unknown","Debt","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Debt","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Digital, Data & Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Digital, Data & Technology","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Digital, Data & Technology","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Finance","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Grants Management","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Human Resources","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Legal","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Legal","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","No function","Heterosexual / straight","170","150","30260","27000"
"In post","2022","Declared disabled","Unknown","No function","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","No function","Undeclared","60","55","33670","29960"
"In post","2022","Declared disabled","Unknown","No function","Unknown","505","445","30730","27570"
"In post","2022","Declared disabled","Unknown","Project Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Project Delivery","Unknown","45","40","38020","33440"
"In post","2022","Declared disabled","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Property","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Security","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Undeclared","10","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Unknown","115","110","34160","29730"
"In post","2022","Declared disabled","White","Analysis","Heterosexual / straight","410","385","42600","38340"
"In post","2022","Declared disabled","White","Analysis","LGBO","105","100","38470","36930"
"In post","2022","Declared disabled","White","Analysis","Undeclared","50","45","39540","34000"
"In post","2022","Declared disabled","White","Analysis","Unknown","35","30","37700","35900"
"In post","2022","Declared disabled","White","Commercial","Heterosexual / straight","300","290","40170","38240"
"In post","2022","Declared disabled","White","Commercial","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","White","Commercial","Undeclared","30","30","[c]","[c]"
"In post","2022","Declared disabled","White","Commercial","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","White","Communications","Heterosexual / straight","360","345","34420","33080"
"In post","2022","Declared disabled","White","Communications","LGBO","75","70","35360","33370"
"In post","2022","Declared disabled","White","Communications","Undeclared","40","35","36110","32300"
"In post","2022","Declared disabled","White","Communications","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","White","Counter Fraud","Heterosexual / straight","1165","1055","31340","27570"
"In post","2022","Declared disabled","White","Counter Fraud","LGBO","135","125","31780","28920"
"In post","2022","Declared disabled","White","Counter Fraud","Undeclared","150","130","29370","27570"
"In post","2022","Declared disabled","White","Counter Fraud","Unknown","120","100","30000","27570"
"In post","2022","Declared disabled","White","Debt","Heterosexual / straight","500","420","23400","21260"
"In post","2022","Declared disabled","White","Debt","LGBO","60","55","23360","21260"
"In post","2022","Declared disabled","White","Debt","Undeclared","50","45","22880","21260"
"In post","2022","Declared disabled","White","Debt","Unknown","45","40","22700","21320"
"In post","2022","Declared disabled","White","Digital, Data & Technology","Heterosexual / straight","1280","1220","39060","34710"
"In post","2022","Declared disabled","White","Digital, Data & Technology","LGBO","205","200","37830","35700"
"In post","2022","Declared disabled","White","Digital, Data & Technology","Undeclared","135","130","40090","36780"
"In post","2022","Declared disabled","White","Digital, Data & Technology","Unknown","55","50","37770","35840"
"In post","2022","Declared disabled","White","Finance","Heterosexual / straight","740","685","37990","33370"
"In post","2022","Declared disabled","White","Finance","LGBO","60","55","36930","31990"
"In post","2022","Declared disabled","White","Finance","Undeclared","70","60","35550","32550"
"In post","2022","Declared disabled","White","Finance","Unknown","45","40","31320","27570"
"In post","2022","Declared disabled","White","Grants Management","Heterosexual / straight","100","90","26480","24920"
"In post","2022","Declared disabled","White","Grants Management","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","White","Grants Management","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","White","Grants Management","Unknown","35","30","24230","21300"
"In post","2022","Declared disabled","White","Human Resources","Heterosexual / straight","1065","1000","38160","33370"
"In post","2022","Declared disabled","White","Human Resources","LGBO","155","155","37800","33300"
"In post","2022","Declared disabled","White","Human Resources","Undeclared","70","65","34650","31740"
"In post","2022","Declared disabled","White","Human Resources","Unknown","30","25","35240","31660"
"In post","2022","Declared disabled","White","Internal Audit","Heterosexual / straight","60","55","44420","39730"
"In post","2022","Declared disabled","White","Internal Audit","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","White","Internal Audit","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Legal","Heterosexual / straight","705","655","44460","41750"
"In post","2022","Declared disabled","White","Legal","LGBO","95","90","43760","42830"
"In post","2022","Declared disabled","White","Legal","Undeclared","50","45","50180","53270"
"In post","2022","Declared disabled","White","Legal","Unknown","70","60","41150","34480"
"In post","2022","Declared disabled","White","No function","Heterosexual / straight","20590","18535","29880","27570"
"In post","2022","Declared disabled","White","No function","LGBO","2575","2470","30790","27570"
"In post","2022","Declared disabled","White","No function","Undeclared","2230","1965","28990","27570"
"In post","2022","Declared disabled","White","No function","Unknown","1340","1140","27760","26820"
"In post","2022","Declared disabled","White","Project Delivery","Heterosexual / straight","1745","1660","39830","37390"
"In post","2022","Declared disabled","White","Project Delivery","LGBO","190","185","40420","35980"
"In post","2022","Declared disabled","White","Project Delivery","Undeclared","155","145","39440","37400"
"In post","2022","Declared disabled","White","Project Delivery","Unknown","85","80","38970","35720"
"In post","2022","Declared disabled","White","Property","Heterosexual / straight","525","500","36330","33300"
"In post","2022","Declared disabled","White","Property","LGBO","40","40","35240","33810"
"In post","2022","Declared disabled","White","Property","Undeclared","45","40","35530","33300"
"In post","2022","Declared disabled","White","Property","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","White","Security","Heterosexual / straight","600","575","32250","30200"
"In post","2022","Declared disabled","White","Security","LGBO","40","40","35690","32000"
"In post","2022","Declared disabled","White","Security","Undeclared","60","55","34540","33250"
"In post","2022","Declared disabled","White","Security","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","White","Unknown","Heterosexual / straight","4215","3965","33380","28990"
"In post","2022","Declared disabled","White","Unknown","LGBO","515","495","35510","30830"
"In post","2022","Declared disabled","White","Unknown","Undeclared","410","390","33840","28980"
"In post","2022","Declared disabled","White","Unknown","Unknown","130","120","35190","30040"
"In post","2022","Declared non-disabled","Asian","Analysis","Heterosexual / straight","415","410","43080","39200"
"In post","2022","Declared non-disabled","Asian","Analysis","LGBO","15","15","[c]","[c]"
