"Status","Year","Age","Disability","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Unknown","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","Female","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","Male","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Female","65","65","29850","26090"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Male","30","30","30220","25790"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office","Female","115","115","33900","34550"
"In post","2022","20-29","Declared disabled","Cabinet Office","Male","75","75","34750","33280"
"In post","2022","20-29","Declared disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Chancellor's other departments","Male","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","Female","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Female","130","125","36300","33570"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Male","95","95","38170","37010"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","Female","35","35","39000","34020"
"In post","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","Male","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Education","Female","65","65","35090","32940"
"In post","2022","20-29","Declared disabled","Department for Education","Male","55","55","34570","36500"
"In post","2022","20-29","Declared disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Female","150","145","30560","29180"
"In post","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Male","90","90","31140","29180"
"In post","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for International Trade","Female","35","35","39460","38160"
"In post","2022","20-29","Declared disabled","Department for International Trade","Male","30","30","34800","32120"
"In post","2022","20-29","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Female","70","70","35960","33210"
"In post","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Male","45","40","36190","33210"
"In post","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Transport","Female","55","55","34660","34710"
"In post","2022","20-29","Declared disabled","Department for Transport","Male","40","40","32460","30730"
"In post","2022","20-29","Declared disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Work and Pensions","Female","755","730","26660","27570"
"In post","2022","20-29","Declared disabled","Department for Work and Pensions","Male","490","485","26330","27570"
"In post","2022","20-29","Declared disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department of Health and Social Care","Female","120","115","31820","28590"
"In post","2022","20-29","Declared disabled","Department of Health and Social Care","Male","55","55","31220","30290"
"In post","2022","20-29","Declared disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Female","70","70","35910","35700"
"In post","2022","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Male","55","55","32250","32560"
"In post","2022","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","HM Land Registry","Female","45","45","25110","22600"
"In post","2022","20-29","Declared disabled","HM Land Registry","Male","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","HM Revenue and Customs","Female","290","280","29890","26820"
"In post","2022","20-29","Declared disabled","HM Revenue and Customs","Male","245","240","28740","26820"
"In post","2022","20-29","Declared disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","HM Treasury","Female","65","65","35960","32320"
"In post","2022","20-29","Declared disabled","HM Treasury","Male","40","40","41050","37310"
"In post","2022","20-29","Declared disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Home Office","Female","115","110","30020","25470"
"In post","2022","20-29","Declared disabled","Home Office","Male","80","80","29190","24890"
"In post","2022","20-29","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Ministry of Defence","Female","230","230","29280","27540"
"In post","2022","20-29","Declared disabled","Ministry of Defence","Male","265","260","28920","27540"
"In post","2022","20-29","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Ministry of Justice","Female","775","765","26450","24800"
"In post","2022","20-29","Declared disabled","Ministry of Justice","Male","325","325","26540","25120"
"In post","2022","20-29","Declared disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","National Crime Agency","Female","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","National Crime Agency","Male","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of Gas and Electricity Markets","Female","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of Gas and Electricity Markets","Male","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Scottish Government","Female","170","170","29520","27940"
"In post","2022","20-29","Declared disabled","Scottish Government","Male","100","100","29330","27230"
"In post","2022","20-29","Declared disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","The National Archives","Male","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Export Finance","Male","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Statistics Authority","Female","55","55","30590","30710"
"In post","2022","20-29","Declared disabled","UK Statistics Authority","Male","35","35","28970","30210"
"In post","2022","20-29","Declared disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Welsh Government","Female","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Welsh Government","Male","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Attorney General's Departments","Female","605","595","30600","26950"
"In post","2022","20-29","Declared non-disabled","Attorney General's Departments","Male","270","265","31560","26970"
