"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","HM Revenue and Customs","Economics","15","15","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","Finance","85","80","43040","40180"
"In post","2022","Asian","HM Revenue and Customs","Human Resources","45","40","40570","37930"
"In post","2022","Asian","HM Revenue and Customs","Intelligence Analysis","15","15","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","Internal Audit","10","10","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","International Trade","15","15","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","Legal","225","220","36560","33310"
"In post","2022","Asian","HM Revenue and Customs","Operational Delivery","2165","1985","27160","26400"
"In post","2022","Asian","HM Revenue and Customs","Operational Research","20","20","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","Other","45","40","43310","40180"
"In post","2022","Asian","HM Revenue and Customs","Policy","105","105","51110","43810"
"In post","2022","Asian","HM Revenue and Customs","Project Delivery","180","175","44930","40520"
"In post","2022","Asian","HM Revenue and Customs","Property","150","140","34920","31650"
"In post","2022","Asian","HM Revenue and Customs","Security","10","10","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","Social Research","5","5","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","Statistics","45","40","45710","40520"
"In post","2022","Asian","HM Revenue and Customs","Tax","1965","1885","33540","33080"
"In post","2022","Asian","HM Revenue and Customs","Unknown","590","575","35040","33080"
"In post","2022","Asian","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","Asian","HM Treasury","Economics","30","30","39940","34320"
"In post","2022","Asian","HM Treasury","Finance","15","15","[c]","[c]"
"In post","2022","Asian","HM Treasury","Human Resources","10","10","[c]","[c]"
"In post","2022","Asian","HM Treasury","Internal Audit","55","55","49660","48780"
"In post","2022","Asian","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Operational Delivery","30","30","[c]","[c]"
"In post","2022","Asian","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Other","5","5","[c]","[c]"
"In post","2022","Asian","HM Treasury","Policy","135","130","48180","52500"
"In post","2022","Asian","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Tax","10","10","[c]","[c]"
"In post","2022","Asian","Home Office","Commercial","10","10","[c]","[c]"
"In post","2022","Asian","Home Office","Communications","10","10","[c]","[c]"
"In post","2022","Asian","Home Office","Counter Fraud","15","15","[c]","[c]"
"In post","2022","Asian","Home Office","Digital, Data and Technology","230","225","49220","45050"
"In post","2022","Asian","Home Office","Economics","15","15","[c]","[c]"
"In post","2022","Asian","Home Office","Finance","75","70","42920","41950"
"In post","2022","Asian","Home Office","Human Resources","85","80","38170","35050"
"In post","2022","Asian","Home Office","Intelligence Analysis","135","130","29460","28850"
"In post","2022","Asian","Home Office","Knowledge and Information Management","10","5","[c]","[c]"
"In post","2022","Asian","Home Office","Operational Delivery","3110","2845","28360","28650"
"In post","2022","Asian","Home Office","Operational Research","5","5","[c]","[c]"
"In post","2022","Asian","Home Office","Other","260","245","33740","30820"
"In post","2022","Asian","Home Office","Policy","240","235","44960","41950"
"In post","2022","Asian","Home Office","Project Delivery","185","180","41850","41950"
"In post","2022","Asian","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Home Office","Science and Engineering","20","20","[c]","[c]"
"In post","2022","Asian","Home Office","Security","80","75","28240","25630"
"In post","2022","Asian","Home Office","Social Research","5","5","[c]","[c]"
"In post","2022","Asian","Home Office","Statistics","5","5","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Commercial","50","50","37110","34190"
"In post","2022","Asian","Ministry of Defence","Communications","10","10","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Digital, Data and Technology","70","70","35920","33170"
"In post","2022","Asian","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Finance","165","160","38770","33950"
"In post","2022","Asian","Ministry of Defence","Geography","5","5","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Human Resources","70","65","34080","31600"
"In post","2022","Asian","Ministry of Defence","Intelligence Analysis","20","20","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Internal Audit","10","10","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Knowledge and Information Management","30","25","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Medicine","75","65","51600","40870"
"In post","2022","Asian","Ministry of Defence","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Operational Research","5","5","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Other","310","295","25810","22590"
"In post","2022","Asian","Ministry of Defence","Policy","55","55","41160","40300"
"In post","2022","Asian","Ministry of Defence","Project Delivery","200","200","40010","37640"
"In post","2022","Asian","Ministry of Defence","Property","20","20","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Science and Engineering","205","200","38070","38070"
"In post","2022","Asian","Ministry of Defence","Security","130","130","27120","22900"
"In post","2022","Asian","Ministry of Defence","Statistics","20","20","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","Commercial","40","40","36870","33990"
"In post","2022","Asian","Ministry of Justice","Communications","15","15","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","Digital, Data and Technology","130","130","44600","41750"
"In post","2022","Asian","Ministry of Justice","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","Finance","100","95","40570","39730"
"In post","2022","Asian","Ministry of Justice","Human Resources","60","60","37640","34260"
"In post","2022","Asian","Ministry of Justice","Intelligence Analysis","5","5","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","Legal","145","135","42310","41810"
"In post","2022","Asian","Ministry of Justice","Operational Delivery","3655","3370","27680","24920"
"In post","2022","Asian","Ministry of Justice","Operational Research","10","10","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","Policy","90","85","39190","38480"
"In post","2022","Asian","Ministry of Justice","Project Delivery","40","40","42780","41750"
"In post","2022","Asian","Ministry of Justice","Property","25","25","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","Psychology","35","35","33690","30450"
"In post","2022","Asian","Ministry of Justice","Security","35","35","38410","35780"
"In post","2022","Asian","Ministry of Justice","Social Research","5","5","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","Statistics","20","20","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Digital, Data and Technology","25","25","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Human Resources","10","10","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Operational Delivery","215","210","37470","36740"
"In post","2022","Asian","National Crime Agency","Project Delivery","10","10","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Security","10","10","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Finance","5","5","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Human Resources","5","5","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","25","25","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Other","20","20","[c]","[c]"
