"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Communications","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","SEO/HEO","20","20","39440","37290"
"In post","2022","Communications","HM Revenue and Customs","AA/AO","300","260","21520","21250"
"In post","2022","Communications","HM Revenue and Customs","EO","2635","2555","26760","26820"
"In post","2022","Communications","HM Revenue and Customs","G6/G7","185","185","58250","55210"
"In post","2022","Communications","HM Revenue and Customs","SCS level","10","10","84890","78960"
"In post","2022","Communications","HM Revenue and Customs","SEO/HEO","1515","1480","34900","33370"
"In post","2022","Communications","HM Treasury","EO","5","5","[c]","[c]"
"In post","2022","Communications","HM Treasury","G6/G7","20","15","61600","63000"
"In post","2022","Communications","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Treasury","SEO/HEO","20","20","39470","39590"
"In post","2022","Communications","Ministry of Defence","AA/AO","80","75","21450","21180"
"In post","2022","Communications","Ministry of Defence","EO","160","150","27400","26670"
"In post","2022","Communications","Ministry of Defence","G6/G7","70","65","60970","59750"
"In post","2022","Communications","Ministry of Defence","SCS level","5","5","[c]","[c]"
"In post","2022","Communications","Ministry of Defence","SEO/HEO","295","290","37820","36460"
"In post","2022","Communications","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Justice","EO","5","5","[c]","[c]"
"In post","2022","Communications","Ministry of Justice","G6/G7","40","40","59230","58920"
"In post","2022","Communications","Ministry of Justice","SCS level","5","5","[c]","[c]"
"In post","2022","Communications","Ministry of Justice","SEO/HEO","115","115","39680","41750"
"In post","2022","Communications","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","National Crime Agency","SEO/HEO","20","20","43870","45480"
"In post","2022","Communications","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland Office","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland Office","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Communications","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office for Standards in Education, Children's Services and Skills","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office for Standards in Education, Children's Services and Skills","SEO/HEO","25","25","37460","39460"
"In post","2022","Communications","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Gas and Electricity Markets","EO","10","10","[c]","[c]"
"In post","2022","Communications","Office of Gas and Electricity Markets","G6/G7","15","15","58780","55000"
"In post","2022","Communications","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Gas and Electricity Markets","SEO/HEO","20","15","37400","36750"
"In post","2022","Communications","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Qualifications and Examinations Regulation","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","EO","5","5","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Communications","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scottish Government","EO","5","5","[c]","[c]"
"In post","2022","Communications","Scottish Government","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","Scottish Government","SEO/HEO","30","30","37630","37710"
"In post","2022","Communications","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","The National Archives","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Communications","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Export Finance","G6/G7","25","25","62780","62000"
"In post","2022","Communications","UK Export Finance","SCS level","5","5","[c]","[c]"
"In post","2022","Communications","UK Export Finance","SEO/HEO","30","30","41750","41000"
"In post","2022","Communications","UK Statistics Authority","EO","5","5","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","G6/G7","15","15","56110","53090"
"In post","2022","Communications","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","SEO/HEO","40","40","34460","36840"
"In post","2022","Communications","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","SEO/HEO","10","10","39040","38140"
"In post","2022","Communications","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Attorney General's Departments","EO","40","40","27190","26200"
"In post","2022","Counter Fraud","Attorney General's Departments","G6/G7","80","75","65280","66200"
"In post","2022","Counter Fraud","Attorney General's Departments","SCS level","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Attorney General's Departments","SEO/HEO","115","110","38080","40000"
"In post","2022","Counter Fraud","Cabinet Office","EO","20","20","26320","27500"
"In post","2022","Counter Fraud","Cabinet Office","G6/G7","55","55","57350","54700"
"In post","2022","Counter Fraud","Cabinet Office","SCS level","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Cabinet Office","SEO/HEO","50","50","35700","35590"
"In post","2022","Counter Fraud","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","AA/AO","95","80","21900","22740"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","EO","55","55","25630","25010"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","G6/G7","15","15","54950","53370"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","SEO/HEO","250","240","38220","38510"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","G6/G7","10","10","55340","51930"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","EO","30","30","27690","26780"
"In post","2022","Counter Fraud","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","SEO/HEO","20","20","33300","31860"
"In post","2022","Counter Fraud","Department for Work and Pensions","AA/AO","1835","1575","22390","21260"
"In post","2022","Counter Fraud","Department for Work and Pensions","EO","3625","3245","28270","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","G6/G7","40","40","53240","52150"
"In post","2022","Counter Fraud","Department for Work and Pensions","SEO/HEO","890","835","34250","33180"
"In post","2022","Counter Fraud","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","SEO/HEO","45","45","34950","34510"
"In post","2022","Counter Fraud","HM Revenue and Customs","AA/AO","835","735","22260","21690"
"In post","2022","Counter Fraud","HM Revenue and Customs","EO","3425","3220","28090","26820"
"In post","2022","Counter Fraud","HM Revenue and Customs","G6/G7","1095","1050","59610","55410"
"In post","2022","Counter Fraud","HM Revenue and Customs","SCS level","30","30","82280","79930"
"In post","2022","Counter Fraud","HM Revenue and Customs","SEO/HEO","4300","4105","36640","35160"
"In post","2022","Counter Fraud","HM Treasury","G6/G7","5","5","[c]","[c]"
"In post","2022","Counter Fraud","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Treasury","SEO/HEO","30","25","36190","34890"
"In post","2022","Counter Fraud","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Department for Work and Pensions","AA/AO","2065","1750","21270","21260"
"In post","2022","Debt","Department for Work and Pensions","EO","350","305","27700","27570"
"In post","2022","Debt","Department for Work and Pensions","SEO/HEO","95","85","32990","31990"
"In post","2022","Debt","HM Revenue and Customs","AA/AO","3120","2810","21890","21250"
"In post","2022","Debt","HM Revenue and Customs","EO","865","795","27860","26820"
"In post","2022","Debt","HM Revenue and Customs","G6/G7","45","45","58930","55210"
"In post","2022","Debt","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Debt","HM Revenue and Customs","SEO/HEO","260","240","35870","33370"
"In post","2022","Debt","HM Treasury","G6/G7","5","5","[c]","[c]"
