"Status","Year","Disability","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Communications","UK Statistics Authority","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Attorney General's Departments","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Cabinet Office","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Cabinet Office","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Department for Work and Pensions","Female","665","575","27690","27570"
"In post","2022","Declared disabled","Counter Fraud","Department for Work and Pensions","Male","395","365","27200","27570"
"In post","2022","Declared disabled","Counter Fraud","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Female","455","405","33790","33080"
"In post","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Male","390","370","35990","33370"
"In post","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Department for Work and Pensions","Female","275","220","22680","21260"
"In post","2022","Declared disabled","Debt","Department for Work and Pensions","Male","125","110","22160","21260"
"In post","2022","Declared disabled","Debt","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","HM Revenue and Customs","Female","255","215","24450","22080"
"In post","2022","Declared disabled","Debt","HM Revenue and Customs","Male","155","145","23980","21250"
"In post","2022","Declared disabled","Debt","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Cabinet Office","Female","70","70","46500","49700"
"In post","2022","Declared disabled","Digital, Data & Technology","Cabinet Office","Male","65","65","46220","45500"
"In post","2022","Declared disabled","Digital, Data & Technology","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Female","55","50","34490","34360"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Male","65","65","38340","36340"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Education","Female","40","40","39500","36500"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Education","Male","40","40","40010","36780"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Female","40","40","42030","38710"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Male","60","60","43360","45610"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for International Trade","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for International Trade","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Transport","Female","30","25","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Transport","Male","55","55","40440","40350"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Work and Pensions","Female","155","140","37610","32810"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Work and Pensions","Male","260","250","40150","34290"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department of Health and Social Care","Female","25","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department of Health and Social Care","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
