"Status","Year","Ethnicity","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Department for Transport (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Male","Heterosexual / straight","140","140","46090","42470"
"In post","2022","Asian","Department for Transport (excl. agencies)","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Female","Heterosexual / straight","3630","3200","28120","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Female","LGBO","75","65","27680","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Female","Undeclared","310","260","27040","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Female","Unknown","790","610","26830","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Male","Heterosexual / straight","2755","2690","28650","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Male","LGBO","60","60","30120","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Male","Undeclared","135","130","27020","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Male","Unknown","385","365","26810","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Female","Heterosexual / straight","150","140","43860","40650"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Male","Heterosexual / straight","85","85","41380","36820"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Female","Heterosexual / straight","35","30","26900","21840"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Male","Heterosexual / straight","40","40","26650","21840"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Female","Heterosexual / straight","30","30","28100","30130"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Male","Heterosexual / straight","85","85","29270","29730"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Female","Heterosexual / straight","110","105","36200","32940"
"In post","2022","Asian","Education and Skills Funding Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Male","Heterosexual / straight","80","80","42440","40230"
"In post","2022","Asian","Education and Skills Funding Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Asian","FCDO Services","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Male","Heterosexual / straight","30","30","35280","29600"
"In post","2022","Asian","FCDO Services","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Heterosexual / straight","215","205","42540","37560"
