"Status","Year","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tax","Heterosexual / straight","230","225","35430","33220"
"In post","2022","Mixed","Tax","LGBO","20","20","[c]","[c]"
"In post","2022","Mixed","Tax","Undeclared","15","15","[c]","[c]"
"In post","2022","Mixed","Tax","Unknown","20","20","[c]","[c]"
"In post","2022","Mixed","Unknown","Heterosexual / straight","380","375","42730","37300"
"In post","2022","Mixed","Unknown","LGBO","65","65","41370","38830"
"In post","2022","Mixed","Unknown","Undeclared","40","35","45600","37930"
"In post","2022","Mixed","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","Mixed","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Unknown","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","Heterosexual / straight","70","70","44070","39130"
"In post","2022","Other ethnicity","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","Undeclared","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Economics","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Heterosexual / straight","35","35","41290","40290"
"In post","2022","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Heterosexual / straight","40","35","36530","30870"
"In post","2022","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Inspector of Education and Training","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Heterosexual / straight","65","65","52220","51250"
"In post","2022","Other ethnicity","Legal","LGBO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Undeclared","10","5","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Unknown","10","5","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Delivery","Heterosexual / straight","945","895","30090","27960"
"In post","2022","Other ethnicity","Operational Delivery","LGBO","90","85","31810","28890"
"In post","2022","Other ethnicity","Operational Delivery","Undeclared","110","105","30320","29080"
"In post","2022","Other ethnicity","Operational Delivery","Unknown","115","95","29520","27570"
"In post","2022","Other ethnicity","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Other","Heterosexual / straight","75","75","33120","29640"
"In post","2022","Other ethnicity","Other","LGBO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Other","Undeclared","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Other","Unknown","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Policy","Heterosexual / straight","240","235","44850","40050"
"In post","2022","Other ethnicity","Policy","LGBO","40","40","48960","52250"
"In post","2022","Other ethnicity","Policy","Undeclared","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Policy","Unknown","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Heterosexual / straight","50","45","43710","40030"
"In post","2022","Other ethnicity","Project Delivery","LGBO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Unknown","10","5","[c]","[c]"
"In post","2022","Other ethnicity","Property","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Heterosexual / straight","45","45","35370","32890"
"In post","2022","Other ethnicity","Science and Engineering","LGBO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Undeclared","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Unknown","25","20","[c]","[c]"
"In post","2022","Other ethnicity","Security","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tax","Heterosexual / straight","65","60","35280","33370"
"In post","2022","Other ethnicity","Tax","LGBO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Tax","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Tax","Unknown","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Heterosexual / straight","85","85","40300","36650"
"In post","2022","Other ethnicity","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Heterosexual / straight","40","40","39290","34730"
"In post","2022","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Undeclared","175","170","41070","39440"
"In post","2022","Undeclared","Commercial","Unknown","30","25","[c]","[c]"
"In post","2022","Undeclared","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Undeclared","80","75","41650","39420"
"In post","2022","Undeclared","Communications","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Heterosexual / straight","55","50","29130","27570"
"In post","2022","Undeclared","Counter Fraud","LGBO","10","5","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Undeclared","160","145","29060","27570"
"In post","2022","Undeclared","Counter Fraud","Unknown","170","145","28670","27570"
"In post","2022","Undeclared","Digital, Data and Technology","Heterosexual / straight","135","130","40510","38000"
"In post","2022","Undeclared","Digital, Data and Technology","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Undeclared","790","770","42670","40100"
"In post","2022","Undeclared","Digital, Data and Technology","Unknown","115","110","40420","37610"
"In post","2022","Undeclared","Economics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","Undeclared","40","40","52730","56680"
"In post","2022","Undeclared","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Heterosexual / straight","50","50","41190","37780"
"In post","2022","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Undeclared","425","410","40420","36540"
"In post","2022","Undeclared","Finance","Unknown","55","50","38230","36420"
"In post","2022","Undeclared","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Geography","Unknown","[c]","[c]","[c]","[c]"
