"Status","Year","Age","Function_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","No function","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Courts and Tribunals Service","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","No function","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Courts and Tribunals Service","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","No function","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Prison and Probation Service","Heterosexual / straight","75","75","23160","23140"
"In post","2022","16-19","No function","HM Prison and Probation Service","LGBO","15","15","[c]","[c]"
"In post","2022","16-19","No function","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Prison and Probation Service","Unknown","70","70","22920","23140"
"In post","2022","16-19","No function","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","50","45","21450","21250"
"In post","2022","16-19","No function","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Revenue and Customs (excl. agencies)","Unknown","60","60","21530","21250"
"In post","2022","16-19","No function","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Legal Aid Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Maritime and Coastguard Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office of the Public Guardian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Scottish Courts and Tribunals Service","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","No function","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","UK Health Security Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","No function","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","UK Health Security Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","UK Statistics Authority","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","No function","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Defence Equipment and Support","Heterosexual / straight","50","50","19240","19460"
"In post","2022","16-19","Project Delivery","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Defence Equipment and Support","Unknown","40","40","17290","17140"
"In post","2022","16-19","Project Delivery","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Submarine Delivery Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Project Delivery","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Submarine Delivery Agency","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Property","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","FCDO Services","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Property","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Valuation Office Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Property","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Valuation Office Agency","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Security","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Cabinet Office (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Security","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","HM Prison and Probation Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
