"Status","Year","Function_of_post","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Operational Research","Female","45","45","48230","46420"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Operational Research","Male","65","60","49730","47100"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Social Research","Female","60","60","50630","47430"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Social Research","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Statistics","Female","65","60","47690","43740"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Statistics","Male","65","60","44480","42010"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Operational Research","Female","5","5","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Other","Female","5","5","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Other","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","Economics","Female","15","10","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","Economics","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","Female","35","30","43170","35010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","Female","40","35","38480","32010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","Male","50","50","40120","39460"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Economics","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Economics","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Finance","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Other","Female","35","30","36220","30950"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Other","Male","50","50","41240","34240"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Policy","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Science and Engineering","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Economics","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Economics","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Statistics","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Statistics","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Planning Inspectorate","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Planning Inspectorate","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Registers of Scotland","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Registers of Scotland","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Registers of Scotland","Statistics","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Registers of Scotland","Statistics","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Rural Payments Agency","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Rural Payments Agency","Operational Delivery","Male","35","35","29500","29180"
"In post","2022","Analysis","Scottish Courts and Tribunals Service","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Courts and Tribunals Service","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","Intelligence Analysis","Male","15","15","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","Statistics","Female","5","5","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","Statistics","Male","10","10","[c]","[c]"
"In post","2022","Analysis","UK Debt Management Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Debt Management Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Debt Management Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Debt Management Office","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2022","Analysis","UK Debt Management Office","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Debt Management Office","Policy","Male","5","5","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Economics","Male","5","5","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Knowledge and Information Management","Male","15","15","[c]","[c]"
"In post","2022","Analysis","UK Space Agency","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Space Agency","Economics","Male","5","5","[c]","[c]"
"In post","2022","Analysis","UK Space Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Space Agency","Science and Engineering","Male","5","5","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Economics","Female","65","65","35980","33350"
"In post","2022","Analysis","UK Statistics Authority","Economics","Male","115","115","36600","30710"
"In post","2022","Analysis","UK Statistics Authority","Operational Delivery","Female","290","265","31580","30210"
"In post","2022","Analysis","UK Statistics Authority","Operational Delivery","Male","240","235","32820","30760"
"In post","2022","Analysis","UK Statistics Authority","Operational Research","Female","15","10","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Operational Research","Male","10","10","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Social Research","Female","450","420","38380","38340"
"In post","2022","Analysis","UK Statistics Authority","Social Research","Male","210","205","39900","38340"
"In post","2022","Analysis","UK Statistics Authority","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Statistics","Female","295","280","42780","38340"
"In post","2022","Analysis","UK Statistics Authority","Statistics","Male","285","280","44260","38340"
"In post","2022","Analysis","UK Statistics Authority","Statistics","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","Statistics","Female","25","20","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","Statistics","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Economics","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Economics","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Welsh Revenue Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
