"Status","Year","Age","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","White","Analysis","Economics","10","10","[c]","[c]"
"In post","2022","16-19","White","Analysis","Operational Delivery","5","5","[c]","[c]"
"In post","2022","16-19","White","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","Tax","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","Counter Fraud","5","5","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Debt","Operational Delivery","5","5","[c]","[c]"
"In post","2022","16-19","White","Debt","Other","5","5","[c]","[c]"
"In post","2022","16-19","White","Debt","Tax","5","5","[c]","[c]"
"In post","2022","16-19","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Digital, Data & Technology","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","16-19","White","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Finance","Finance","20","20","[c]","[c]"
"In post","2022","16-19","White","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Human Resources","Human Resources","10","10","[c]","[c]"
"In post","2022","16-19","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Legal","Operational Delivery","25","25","[c]","[c]"
"In post","2022","16-19","White","Legal","Other","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","No function","Operational Delivery","270","255","22130","21260"
"In post","2022","16-19","White","No function","Other","20","20","[c]","[c]"
"In post","2022","16-19","White","No function","Policy","15","15","[c]","[c]"
"In post","2022","16-19","White","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","No function","Science and Engineering","20","20","[c]","[c]"
"In post","2022","16-19","White","No function","Tax","10","10","[c]","[c]"
"In post","2022","16-19","White","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","Other","10","10","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","Project Delivery","5","5","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","Science and Engineering","35","35","19100","18030"
"In post","2022","16-19","White","Property","Property","20","20","[c]","[c]"
"In post","2022","16-19","White","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Security","Security","5","5","[c]","[c]"
"In post","2022","16-19","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Operational Delivery","10","10","[c]","[c]"
"In post","2022","16-19","White","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Other","5","5","[c]","[c]"
"In post","2022","16-19","White","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Unknown","30","30","21980","21050"
"In post","2022","20-29","Asian","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","Economics","90","90","35270","33570"
"In post","2022","20-29","Asian","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","Geography","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","Operational Delivery","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","Operational Research","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","Other","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","Policy","30","30","39700","36650"
"In post","2022","20-29","Asian","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","Social Research","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","Statistics","60","60","37200","37930"
"In post","2022","20-29","Asian","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Commercial","50","45","32840","30580"
"In post","2022","20-29","Asian","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Operational Delivery","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","Communications","35","35","31310","30730"
"In post","2022","20-29","Asian","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","Operational Delivery","65","65","27500","26590"
"In post","2022","20-29","Asian","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","Tax","125","120","27860","26820"
"In post","2022","20-29","Asian","Communications","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","Counter Fraud","95","95","27150","27570"
"In post","2022","20-29","Asian","Counter Fraud","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","Legal","25","25","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","Operational Delivery","40","40","27480","26590"
"In post","2022","20-29","Asian","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","Tax","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","Unknown","25","25","[c]","[c]"
"In post","2022","20-29","Asian","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Debt","Operational Delivery","75","70","22010","21250"
"In post","2022","20-29","Asian","Debt","Other","50","50","21970","21260"
"In post","2022","20-29","Asian","Debt","Tax","50","50","21800","21250"
"In post","2022","20-29","Asian","Debt","Unknown","10","5","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","Digital, Data and Technology","195","195","32990","31990"
"In post","2022","20-29","Asian","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","Operational Delivery","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","Policy","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","Science and Engineering","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","Unknown","30","30","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Commercial","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Finance","150","150","33380","30800"
"In post","2022","20-29","Asian","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Operational Delivery","25","20","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Tax","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Grants Management","Operational Delivery","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","Human Resources","85","80","31920","29300"
"In post","2022","20-29","Asian","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","Operational Delivery","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Internal Audit","Internal Audit","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Internal Audit","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
