"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","UK Statistics Authority","UK Statistics Authority","G6","85","85","62190","60940"
"In post","2022","Analysis","UK Statistics Authority","UK Statistics Authority","G7","335","325","51670","50210"
"In post","2022","Analysis","UK Statistics Authority","UK Statistics Authority","HEO","685","665","31280","30710"
"In post","2022","Analysis","UK Statistics Authority","UK Statistics Authority","SCS level","35","35","86220","74730"
"In post","2022","Analysis","UK Statistics Authority","UK Statistics Authority","SEO","570","545","38540","38340"
"In post","2022","Analysis","Valuation Office Agency","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","HM Revenue and Customs","G7","20","20","57010","57150"
"In post","2022","Analysis","Valuation Office Agency","HM Revenue and Customs","HEO","20","20","34140","33590"
"In post","2022","Analysis","Valuation Office Agency","HM Revenue and Customs","SEO","15","15","42170","41330"
"In post","2022","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","EO","10","10","28000","28000"
"In post","2022","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","G6","10","10","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","G7","5","5","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","HEO","10","10","44110","44860"
"In post","2022","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","SEO","5","5","[c]","[c]"
"In post","2022","Analysis","Welsh Revenue Authority","Welsh Government","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Welsh Revenue Authority","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Welsh Revenue Authority","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AO","20","15","22150","21300"
"In post","2022","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","10","10","26610","25890"
"In post","2022","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G7","5","5","[c]","[c]"
"In post","2022","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","HEO","10","10","30610","30140"
"In post","2022","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO","15","15","38370","37970"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","EO","35","30","26600","27500"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","G6","390","385","75810","73130"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","G7","855","845","59890","59800"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","HEO","40","40","33630","34550"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","240","235","118970","117230"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","SEO","105","100","39830","40520"
"In post","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G7","5","5","[c]","[c]"
"In post","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Charity Commission","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Charity Commission","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Companies House","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Companies House","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Companies House","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Crown Commercial Service","Cabinet Office","EO","45","40","26160","25950"
"In post","2022","Commercial","Crown Commercial Service","Cabinet Office","G6","10","10","[c]","[c]"
"In post","2022","Commercial","Crown Commercial Service","Cabinet Office","G7","15","15","44950","41670"
"In post","2022","Commercial","Crown Commercial Service","Cabinet Office","HEO","130","130","31070","30940"
"In post","2022","Commercial","Crown Commercial Service","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Crown Commercial Service","Cabinet Office","SEO","155","150","39380","39360"
"In post","2022","Commercial","Crown Prosecution Service","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Crown Prosecution Service","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Crown Prosecution Service","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Crown Prosecution Service","Attorney General's Departments","G7","10","5","[c]","[c]"
"In post","2022","Commercial","Crown Prosecution Service","Attorney General's Departments","HEO","10","10","[c]","[c]"
"In post","2022","Commercial","Crown Prosecution Service","Attorney General's Departments","SEO","15","15","39130","38180"
"In post","2022","Commercial","Defence Electronics and Components Agency","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Defence Electronics and Components Agency","Ministry of Defence","EO","15","15","28940","29470"
"In post","2022","Commercial","Defence Electronics and Components Agency","Ministry of Defence","HEO","10","10","[c]","[c]"
"In post","2022","Commercial","Defence Electronics and Components Agency","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Defence Equipment and Support","Ministry of Defence","EO","55","55","25150","26670"
"In post","2022","Commercial","Defence Equipment and Support","Ministry of Defence","G6","45","45","68670","68400"
"In post","2022","Commercial","Defence Equipment and Support","Ministry of Defence","G7","85","80","51750","52360"
"In post","2022","Commercial","Defence Equipment and Support","Ministry of Defence","HEO","100","95","31070","31600"
"In post","2022","Commercial","Defence Equipment and Support","Ministry of Defence","SCS level","10","10","109620","109540"
"In post","2022","Commercial","Defence Equipment and Support","Ministry of Defence","SEO","145","140","40130","40640"
"In post","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","AO","10","10","[c]","[c]"
"In post","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","EO","25","20","24120","23490"
"In post","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","G7","5","5","[c]","[c]"
"In post","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","HEO","15","15","31860","29230"
"In post","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","SEO","25","25","39600","38070"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G7","10","5","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","HEO","10","10","33770","33570"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO","15","10","41340","40050"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G7","10","10","53680","52460"
