"Status","Year","Age","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","Legal","Unknown","30","[c]","47350","52080"
"New entrant CS","2022","30-39","No function","Heterosexual / straight","5925","[c]","29150","27570"
"New entrant CS","2022","30-39","No function","LGBO","655","[c]","28790","27060"
"New entrant CS","2022","30-39","No function","Undeclared","465","[c]","32430","28590"
"New entrant CS","2022","30-39","No function","Unknown","2830","[c]","27710","24800"
"New entrant CS","2022","30-39","Project Delivery","Heterosexual / straight","340","[c]","37530","36740"
"New entrant CS","2022","30-39","Project Delivery","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Unknown","115","[c]","34820","33900"
"New entrant CS","2022","30-39","Property","Heterosexual / straight","130","[c]","34900","32590"
"New entrant CS","2022","30-39","Property","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Unknown","105","[c]","30190","25000"
"New entrant CS","2022","30-39","Security","Heterosexual / straight","105","[c]","30690","26350"
"New entrant CS","2022","30-39","Security","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Unknown","75","[c]","28920","25000"
"New entrant CS","2022","30-39","Unknown","Heterosexual / straight","1080","[c]","31430","27570"
"New entrant CS","2022","30-39","Unknown","LGBO","115","[c]","32560","27750"
"New entrant CS","2022","30-39","Unknown","Undeclared","85","[c]","33970","31540"
"New entrant CS","2022","30-39","Unknown","Unknown","1230","[c]","31000","27230"
"New entrant CS","2022","40-49","Analysis","Heterosexual / straight","90","[c]","43110","38200"
"New entrant CS","2022","40-49","Analysis","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Heterosexual / straight","95","[c]","37900","36050"
"New entrant CS","2022","40-49","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Unknown","90","[c]","71160","70000"
"New entrant CS","2022","40-49","Communications","Heterosexual / straight","105","[c]","36180","32320"
"New entrant CS","2022","40-49","Communications","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Unknown","70","[c]","31630","26590"
"New entrant CS","2022","40-49","Counter Fraud","Heterosexual / straight","200","[c]","27770","27570"
"New entrant CS","2022","40-49","Counter Fraud","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Counter Fraud","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Counter Fraud","Unknown","45","[c]","28400","26820"
"New entrant CS","2022","40-49","Debt","Heterosexual / straight","105","[c]","21950","21250"
"New entrant CS","2022","40-49","Debt","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Debt","Unknown","30","[c]","21250","21250"
"New entrant CS","2022","40-49","Digital, Data & Technology","Heterosexual / straight","400","[c]","43130","40550"
"New entrant CS","2022","40-49","Digital, Data & Technology","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Undeclared","45","[c]","42930","37740"
"New entrant CS","2022","40-49","Digital, Data & Technology","Unknown","115","[c]","43260","40560"
"New entrant CS","2022","40-49","Finance","Heterosexual / straight","125","[c]","37190","36310"
"New entrant CS","2022","40-49","Finance","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Finance","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Finance","Unknown","55","[c]","41590","38650"
"New entrant CS","2022","40-49","Grants Management","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Grants Management","Unknown","55","[c]","21860","21300"
"New entrant CS","2022","40-49","Human Resources","Heterosexual / straight","190","[c]","36930","33000"
"New entrant CS","2022","40-49","Human Resources","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Human Resources","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Human Resources","Unknown","50","[c]","38660","32790"
"New entrant CS","2022","40-49","Internal Audit","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","Heterosexual / straight","175","[c]","47740","50500"
"New entrant CS","2022","40-49","Legal","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","No function","Heterosexual / straight","4280","[c]","31030","27570"
"New entrant CS","2022","40-49","No function","LGBO","300","[c]","31870","27570"
"New entrant CS","2022","40-49","No function","Undeclared","300","[c]","34170","29600"
"New entrant CS","2022","40-49","No function","Unknown","1810","[c]","29780","26310"
"New entrant CS","2022","40-49","Project Delivery","Heterosexual / straight","270","[c]","40500","38030"
"New entrant CS","2022","40-49","Project Delivery","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","Unknown","90","[c]","40110","38360"
"New entrant CS","2022","40-49","Property","Heterosexual / straight","145","[c]","38640","33670"
"New entrant CS","2022","40-49","Property","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Unknown","60","[c]","34540","25000"
"New entrant CS","2022","40-49","Security","Heterosexual / straight","90","[c]","32920","26350"
"New entrant CS","2022","40-49","Security","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Unknown","45","[c]","29160","25000"
"New entrant CS","2022","40-49","Unknown","Heterosexual / straight","795","[c]","33810","28650"
"New entrant CS","2022","40-49","Unknown","LGBO","55","[c]","34890","27940"
"New entrant CS","2022","40-49","Unknown","Undeclared","40","[c]","33390","27230"
"New entrant CS","2022","40-49","Unknown","Unknown","805","[c]","33950","27570"
"New entrant CS","2022","50-59","Analysis","Heterosexual / straight","30","[c]","51280","35670"
"New entrant CS","2022","50-59","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Analysis","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","Heterosexual / straight","60","[c]","40700","38650"
"New entrant CS","2022","50-59","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","Unknown","55","[c]","74680","71500"
"New entrant CS","2022","50-59","Communications","Heterosexual / straight","75","[c]","34860","27730"
"New entrant CS","2022","50-59","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","Heterosexual / straight","155","[c]","27270","26590"
"New entrant CS","2022","50-59","Counter Fraud","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Debt","Heterosexual / straight","75","[c]","22070","21260"
"New entrant CS","2022","50-59","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Debt","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Heterosexual / straight","230","[c]","43860","40520"
"New entrant CS","2022","50-59","Digital, Data & Technology","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data & Technology","Undeclared","40","[c]","44930","47750"
"New entrant CS","2022","50-59","Digital, Data & Technology","Unknown","50","[c]","46430","41090"
"New entrant CS","2022","50-59","Finance","Heterosexual / straight","95","[c]","39010","36270"
"New entrant CS","2022","50-59","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Grants Management","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Grants Management","Unknown","45","[c]","21630","21300"
"New entrant CS","2022","50-59","Human Resources","Heterosexual / straight","130","[c]","37980","33460"
"New entrant CS","2022","50-59","Human Resources","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Human Resources","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Human Resources","Unknown","35","[c]","41410","38000"
"New entrant CS","2022","50-59","Internal Audit","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal","Heterosexual / straight","55","[c]","48920","48080"
"New entrant CS","2022","50-59","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","No function","Heterosexual / straight","3710","[c]","29740","27570"
"New entrant CS","2022","50-59","No function","LGBO","175","[c]","32290","27570"
"New entrant CS","2022","50-59","No function","Undeclared","265","[c]","31790","28200"
"New entrant CS","2022","50-59","No function","Unknown","1595","[c]","29240","26130"
"New entrant CS","2022","50-59","Project Delivery","Heterosexual / straight","225","[c]","43160","40000"
"New entrant CS","2022","50-59","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","Unknown","75","[c]","40020","37000"
"New entrant CS","2022","50-59","Property","Heterosexual / straight","105","[c]","37020","33000"
"New entrant CS","2022","50-59","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Unknown","70","[c]","33310","25500"
"New entrant CS","2022","50-59","Security","Heterosexual / straight","105","[c]","30900","26570"
"New entrant CS","2022","50-59","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Unknown","55","[c]","29480","25000"
"New entrant CS","2022","50-59","Unknown","Heterosexual / straight","670","[c]","33740","27570"
"New entrant CS","2022","50-59","Unknown","LGBO","35","[c]","32410","27230"
"New entrant CS","2022","50-59","Unknown","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Unknown","755","[c]","32570","28650"
"New entrant CS","2022","60-64","Analysis","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Heterosexual / straight","35","[c]","45030","46760"
"New entrant CS","2022","60-64","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Grants Management","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Grants Management","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Heterosexual / straight","930","[c]","29100","26400"
"New entrant CS","2022","60-64","No function","LGBO","30","[c]","27330","27570"
"New entrant CS","2022","60-64","No function","Undeclared","70","[c]","31120","28590"
"New entrant CS","2022","60-64","No function","Unknown","450","[c]","29530","28200"
"New entrant CS","2022","60-64","Project Delivery","Heterosexual / straight","35","[c]","38620","38500"
"New entrant CS","2022","60-64","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Security","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Security","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Heterosexual / straight","90","[c]","31450","26820"
"New entrant CS","2022","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Unknown","130","[c]","31640","30820"
"New entrant CS","2022","65+","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Digital, Data & Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","No function","Heterosexual / straight","260","[c]","30710","27700"
"New entrant CS","2022","65+","No function","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","No function","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","65+","No function","Unknown","170","[c]","29600","26690"
"New entrant CS","2022","65+","Project Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
