"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","100","95","36640","35860"
"In post","2022","Declared disabled","Knowledge and Information Management","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Legal","EO","Heterosexual / straight","90","85","28150","27050"
"In post","2022","Declared disabled","Legal","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Legal","EO","Undeclared","15","10","[c]","[c]"
"In post","2022","Declared disabled","Legal","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Legal","G6/G7","Heterosexual / straight","390","355","59160","57200"
"In post","2022","Declared disabled","Legal","G6/G7","LGBO","45","45","59440","55610"
"In post","2022","Declared disabled","Legal","G6/G7","Undeclared","45","45","62640","62790"
"In post","2022","Declared disabled","Legal","G6/G7","Unknown","55","45","58960","56560"
"In post","2022","Declared disabled","Legal","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Legal","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","SEO/HEO","Heterosexual / straight","240","225","40040","40010"
"In post","2022","Declared disabled","Legal","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Legal","SEO/HEO","Undeclared","35","35","41630","41380"
"In post","2022","Declared disabled","Legal","SEO/HEO","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","G6/G7","Heterosexual / straight","35","30","75700","75970"
"In post","2022","Declared disabled","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SEO/HEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","AA/AO","Heterosexual / straight","8935","7765","22430","21260"
"In post","2022","Declared disabled","Operational Delivery","AA/AO","LGBO","955","900","22960","21260"
"In post","2022","Declared disabled","Operational Delivery","AA/AO","Undeclared","1350","1145","22180","21260"
"In post","2022","Declared disabled","Operational Delivery","AA/AO","Unknown","1085","900","22320","21260"
"In post","2022","Declared disabled","Operational Delivery","EO","Heterosexual / straight","8370","7495","28000","27570"
"In post","2022","Declared disabled","Operational Delivery","EO","LGBO","820","785","28020","27570"
"In post","2022","Declared disabled","Operational Delivery","EO","Undeclared","1190","1050","28100","27570"
"In post","2022","Declared disabled","Operational Delivery","EO","Unknown","860","745","28790","27570"
"In post","2022","Declared disabled","Operational Delivery","G6/G7","Heterosexual / straight","475","465","58290","55210"
"In post","2022","Declared disabled","Operational Delivery","G6/G7","LGBO","50","50","60640","57480"
"In post","2022","Declared disabled","Operational Delivery","G6/G7","Undeclared","55","55","59530","55900"
"In post","2022","Declared disabled","Operational Delivery","G6/G7","Unknown","30","25","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","SCS level","Heterosexual / straight","50","50","95440","87210"
"In post","2022","Declared disabled","Operational Delivery","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","SEO/HEO","Heterosexual / straight","2890","2720","36800","35070"
"In post","2022","Declared disabled","Operational Delivery","SEO/HEO","LGBO","330","320","36190","35120"
"In post","2022","Declared disabled","Operational Delivery","SEO/HEO","Undeclared","360","345","36470","35310"
"In post","2022","Declared disabled","Operational Delivery","SEO/HEO","Unknown","190","170","36720","35430"
"In post","2022","Declared disabled","Operational Delivery","Unknown","Heterosexual / straight","2715","2520","30710","28300"
"In post","2022","Declared disabled","Operational Delivery","Unknown","LGBO","300","290","30000","27060"
"In post","2022","Declared disabled","Operational Delivery","Unknown","Undeclared","265","245","31980","32090"
"In post","2022","Declared disabled","Operational Delivery","Unknown","Unknown","45","40","32100","30210"
"In post","2022","Declared disabled","Operational Research","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","AA/AO","Heterosexual / straight","990","890","21360","21260"
"In post","2022","Declared disabled","Other","AA/AO","LGBO","80","75","21300","21260"
"In post","2022","Declared disabled","Other","AA/AO","Undeclared","155","140","21200","21260"
"In post","2022","Declared disabled","Other","AA/AO","Unknown","75","65","22150","21260"
"In post","2022","Declared disabled","Other","EO","Heterosexual / straight","905","840","27280","27570"
"In post","2022","Declared disabled","Other","EO","LGBO","120","115","27430","27570"
"In post","2022","Declared disabled","Other","EO","Undeclared","110","105","27740","27570"
"In post","2022","Declared disabled","Other","EO","Unknown","70","65","28690","27570"
"In post","2022","Declared disabled","Other","G6/G7","Heterosexual / straight","110","110","58870","57250"
"In post","2022","Declared disabled","Other","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other","G6/G7","Undeclared","20","15","[c]","[c]"
"In post","2022","Declared disabled","Other","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","SEO/HEO","Heterosexual / straight","525","500","35260","34190"
"In post","2022","Declared disabled","Other","SEO/HEO","LGBO","50","50","33970","34000"
"In post","2022","Declared disabled","Other","SEO/HEO","Undeclared","60","55","36090","35360"
"In post","2022","Declared disabled","Other","SEO/HEO","Unknown","30","25","[c]","[c]"
"In post","2022","Declared disabled","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Planning","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
