"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Knowledge and Information Management","G6","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","G7","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","G7","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","HEO","Female","45","40","34620","33630"
"In post","2022","Declared disabled","Knowledge and Information Management","HEO","Male","45","45","34020","33300"
"In post","2022","Declared disabled","Knowledge and Information Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SEO","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SEO","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","AO","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Legal","AO","Male","15","10","[c]","[c]"
"In post","2022","Declared disabled","Legal","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","EO","Female","75","70","28280","27130"
"In post","2022","Declared disabled","Legal","EO","Male","50","50","28350","27200"
"In post","2022","Declared disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","G6","Female","60","55","69500","68830"
"In post","2022","Declared disabled","Legal","G6","Male","40","40","72550","71450"
"In post","2022","Declared disabled","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","G7","Female","265","240","56670","55610"
"In post","2022","Declared disabled","Legal","G7","Male","170","160","57170","55610"
"In post","2022","Declared disabled","Legal","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","HEO","Female","85","80","35350","34260"
"In post","2022","Declared disabled","Legal","HEO","Male","75","70","36260","35840"
"In post","2022","Declared disabled","Legal","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Legal","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","SEO","Female","110","100","43400","41770"
"In post","2022","Declared disabled","Legal","SEO","Male","55","55","44960","42480"
"In post","2022","Declared disabled","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","AO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","EO","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Medicine","EO","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","G6","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Medicine","G6","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","G7","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Medicine","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","HEO","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Medicine","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SEO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SEO","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","AA","Female","760","625","20380","20480"
"In post","2022","Declared disabled","Operational Delivery","AA","Male","605","550","20810","20890"
"In post","2022","Declared disabled","Operational Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","AO","Female","6765","5620","22180","21260"
"In post","2022","Declared disabled","Operational Delivery","AO","Male","4195","3910","23450","21300"
"In post","2022","Declared disabled","Operational Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","EO","Female","7245","6310","27890","27570"
"In post","2022","Declared disabled","Operational Delivery","EO","Male","3995","3765","28410","27570"
"In post","2022","Declared disabled","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","G6","Female","80","80","67180","66230"
"In post","2022","Declared disabled","Operational Delivery","G6","Male","65","65","72360","68690"
"In post","2022","Declared disabled","Operational Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","G7","Female","275","265","53870","53380"
"In post","2022","Declared disabled","Operational Delivery","G7","Male","190","185","56290","54940"
"In post","2022","Declared disabled","Operational Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","HEO","Female","1535","1420","33480","33370"
"In post","2022","Declared disabled","Operational Delivery","HEO","Male","1050","995","34560","33780"
"In post","2022","Declared disabled","Operational Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","SCS level","Female","35","30","89630","79500"
"In post","2022","Declared disabled","Operational Delivery","SCS level","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","SEO","Female","705","675","41830","40520"
"In post","2022","Declared disabled","Operational Delivery","SEO","Male","480","465","44240","41750"
"In post","2022","Declared disabled","Operational Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","Unknown","Female","2570","2385","30410","28200"
"In post","2022","Declared disabled","Operational Delivery","Unknown","Male","750","710","31960","30210"
"In post","2022","Declared disabled","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","G6","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","G7","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","G7","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","HEO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","HEO","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SEO","Female","10","5","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SEO","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","AA","Female","75","65","19730","19810"
"In post","2022","Declared disabled","Other","AA","Male","135","130","19460","19050"
"In post","2022","Declared disabled","Other","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","AO","Female","725","635","21690","21260"
"In post","2022","Declared disabled","Other","AO","Male","360","335","21810","21260"
"In post","2022","Declared disabled","Other","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","EO","Female","735","670","27380","27570"
"In post","2022","Declared disabled","Other","EO","Male","470","450","27470","27570"
"In post","2022","Declared disabled","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","G6","Female","30","25","[c]","[c]"
"In post","2022","Declared disabled","Other","G6","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","G7","Female","50","50","52710","53000"
"In post","2022","Declared disabled","Other","G7","Male","45","45","54860","54640"
"In post","2022","Declared disabled","Other","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","HEO","Female","265","245","32890","33170"
"In post","2022","Declared disabled","Other","HEO","Male","185","180","33180","33300"
"In post","2022","Declared disabled","Other","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","SEO","Female","105","100","39460","39960"
"In post","2022","Declared disabled","Other","SEO","Male","105","105","41400","40950"
"In post","2022","Declared disabled","Other","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","AO","Unknown","[c]","[c]","[c]","[c]"
