"Status","Year","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","No function","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","London","15","[c]","41150","42470"
"New entrant CS","2022","No function","Digital, Data and Technology","Outside London","15","[c]","39920","36880"
"New entrant CS","2022","No function","Economics","London","40","[c]","36910","32320"
"New entrant CS","2022","No function","Economics","Outside London","15","[c]","33970","32320"
"New entrant CS","2022","No function","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","Outside London","70","[c]","26000","20420"
"New entrant CS","2022","No function","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Inspector of Education and Training","London","20","[c]","58350","46360"
"New entrant CS","2022","No function","Inspector of Education and Training","Outside London","140","[c]","58660","51360"
"New entrant CS","2022","No function","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Intelligence Analysis","Outside London","10","[c]","23250","24620"
"New entrant CS","2022","No function","Internal Audit","London","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","International Trade","London","170","[c]","36170","31800"
"New entrant CS","2022","No function","International Trade","Outside London","30","[c]","40620","34430"
"New entrant CS","2022","No function","Knowledge and Information Management","London","55","[c]","34790","32070"
"New entrant CS","2022","No function","Knowledge and Information Management","Outside London","70","[c]","28770","27570"
"New entrant CS","2022","No function","Legal","London","50","[c]","37840","34260"
"New entrant CS","2022","No function","Legal","Outside London","75","[c]","32260","30450"
"New entrant CS","2022","No function","Medicine","London","45","[c]","80100","84920"
"New entrant CS","2022","No function","Medicine","Outside London","35","[c]","69270","80540"
"New entrant CS","2022","No function","Operational Delivery","London","4375","[c]","33120","31060"
"New entrant CS","2022","No function","Operational Delivery","Outside London","27300","[c]","25380","23170"
"New entrant CS","2022","No function","Operational Delivery","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Unknown","305","[c]","26320","24620"
"New entrant CS","2022","No function","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Research","Outside London","25","[c]","33630","29230"
"New entrant CS","2022","No function","Other","London","210","[c]","36870","28880"
"New entrant CS","2022","No function","Other","Outside London","580","[c]","26190","21640"
"New entrant CS","2022","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning","London","15","[c]","39140","33210"
"New entrant CS","2022","No function","Planning","Outside London","15","[c]","33400","39100"
"New entrant CS","2022","No function","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning Inspectors","Outside London","20","[c]","41480","41020"
"New entrant CS","2022","No function","Policy","London","2015","[c]","37590","33570"
"New entrant CS","2022","No function","Policy","Outside London","1395","[c]","34700","30730"
"New entrant CS","2022","No function","Policy","Unknown","15","[c]","48070","41460"
"New entrant CS","2022","No function","Project Delivery","London","30","[c]","35980","34020"
"New entrant CS","2022","No function","Project Delivery","Outside London","35","[c]","35820","34020"
"New entrant CS","2022","No function","Psychology","London","20","[c]","29490","28350"
"New entrant CS","2022","No function","Psychology","Outside London","165","[c]","26340","27070"
"New entrant CS","2022","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Science and Engineering","London","170","[c]","35880","32330"
"New entrant CS","2022","No function","Science and Engineering","Outside London","815","[c]","30620","28590"
"New entrant CS","2022","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Tax","London","230","[c]","34190","30750"
"New entrant CS","2022","No function","Tax","Outside London","1710","[c]","27020","26590"
"New entrant CS","2022","No function","Unknown","London","775","[c]","33230","28000"
"New entrant CS","2022","No function","Unknown","Outside London","505","[c]","30580","28000"
"New entrant CS","2022","No function","Unknown","Unknown","175","[c]","30270","28000"
"New entrant CS","2022","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Veterinarian","Outside London","45","[c]","34330","35900"
"New entrant CS","2022","No function","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Commercial","Outside London","50","[c]","28190","24000"
"New entrant CS","2022","Project Delivery","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Finance","Outside London","15","[c]","34930","24000"
"New entrant CS","2022","Project Delivery","Inspector of Education and Training","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Operational Delivery","London","10","[c]","35030","33630"
"New entrant CS","2022","Project Delivery","Operational Delivery","Outside London","110","[c]","27650","23490"
"New entrant CS","2022","Project Delivery","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Other","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Other","Outside London","240","[c]","27500","24750"
"New entrant CS","2022","Project Delivery","Policy","London","30","[c]","44620","43430"
"New entrant CS","2022","Project Delivery","Policy","Outside London","25","[c]","32590","30730"
"New entrant CS","2022","Project Delivery","Project Delivery","London","195","[c]","44780","41620"
"New entrant CS","2022","Project Delivery","Project Delivery","Outside London","805","[c]","35450","33000"
"New entrant CS","2022","Project Delivery","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Property","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Science and Engineering","Outside London","415","[c]","34580","33000"
"New entrant CS","2022","Project Delivery","Tax","Outside London","15","[c]","21660","21250"
"New entrant CS","2022","Project Delivery","Unknown","London","30","[c]","59540","49700"
"New entrant CS","2022","Project Delivery","Unknown","Outside London","10","[c]","49510","40180"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Finance","Outside London","25","[c]","49660","45000"
"New entrant CS","2022","Property","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Operational Delivery","Outside London","230","[c]","22290","21750"
"New entrant CS","2022","Property","Other","London","10","[c]","20940","19460"
"New entrant CS","2022","Property","Other","Outside London","35","[c]","25570","24100"
"New entrant CS","2022","Property","Project Delivery","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","London","135","[c]","38650","34260"
"New entrant CS","2022","Property","Property","Outside London","620","[c]","33660","29360"
"New entrant CS","2022","Property","Property","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Outside London","10","[c]","56290","44850"
"New entrant CS","2022","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","London","40","[c]","31720","28700"
"New entrant CS","2022","Security","Intelligence Analysis","Outside London","30","[c]","27710","26350"
"New entrant CS","2022","Security","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","London","75","[c]","35890","34490"
"New entrant CS","2022","Security","Security","Outside London","550","[c]","26890","25000"
"New entrant CS","2022","Security","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","London","45","[c]","28880","27500"
"New entrant CS","2022","Security","Unknown","Outside London","95","[c]","31110","26570"
"New entrant CS","2022","Security","Unknown","Unknown","25","[c]","32440","27500"
"New entrant CS","2022","Unknown","Commercial","London","10","[c]","34850","35300"
"New entrant CS","2022","Unknown","Commercial","Outside London","10","[c]","29920","24880"
"New entrant CS","2022","Unknown","Communications","London","15","[c]","36120","35050"
"New entrant CS","2022","Unknown","Communications","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","London","155","[c]","45850","41950"
"New entrant CS","2022","Unknown","Digital, Data and Technology","Outside London","100","[c]","45460","43010"
"New entrant CS","2022","Unknown","Economics","London","40","[c]","30170","32390"
"New entrant CS","2022","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","London","25","[c]","41660","44500"
"New entrant CS","2022","Unknown","Finance","Outside London","130","[c]","35560","33000"
"New entrant CS","2022","Unknown","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Outside London","30","[c]","34050","24880"
"New entrant CS","2022","Unknown","Intelligence Analysis","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Outside London","25","[c]","25580","24880"
"New entrant CS","2022","Unknown","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Outside London","10","[c]","39160","41300"
"New entrant CS","2022","Unknown","Medicine","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Outside London","240","[c]","43590","35000"
"New entrant CS","2022","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Unknown","10","[c]","56420","42430"
"New entrant CS","2022","Unknown","Operational Delivery","London","305","[c]","29690","28650"
"New entrant CS","2022","Unknown","Operational Delivery","Outside London","1525","[c]","25380","24880"
"New entrant CS","2022","Unknown","Operational Delivery","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","London","95","[c]","28350","28650"
"New entrant CS","2022","Unknown","Other","Outside London","735","[c]","25340","21170"
"New entrant CS","2022","Unknown","Other","Overseas","20","[c]","37380","39280"
"New entrant CS","2022","Unknown","Other","Unknown","160","[c]","20820","16190"
"New entrant CS","2022","Unknown","Planning","Outside London","45","[c]","43920","41980"
"New entrant CS","2022","Unknown","Policy","London","190","[c]","39200","36650"
"New entrant CS","2022","Unknown","Policy","Outside London","150","[c]","34730","31990"
"New entrant CS","2022","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","London","90","[c]","37740","35050"
"New entrant CS","2022","Unknown","Project Delivery","Outside London","40","[c]","36900","32920"
"New entrant CS","2022","Unknown","Science and Engineering","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Outside London","105","[c]","29530","26350"
"New entrant CS","2022","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Social Research","London","30","[c]","34220","33650"
"New entrant CS","2022","Unknown","Social Research","Outside London","25","[c]","31380","29740"
"New entrant CS","2022","Unknown","Statistics","London","50","[c]","25450","22460"
"New entrant CS","2022","Unknown","Statistics","Outside London","20","[c]","27930","25860"
"New entrant CS","2022","Unknown","Unknown","London","170","[c]","33450","31060"
"New entrant CS","2022","Unknown","Unknown","Outside London","4960","[c]","30260","27230"
"New entrant CS","2022","Unknown","Unknown","Unknown","35","[c]","30030","27570"
"New entrant CS","2022","Unknown","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
