"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Department for International Trade","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","Commercial","London","20","20","41590","39790"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","Commercial","Outside London","10","10","34970","36340"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Transport","Commercial","London","120","120","50540","45200"
"In post","2022","Commercial","Department for Transport","Commercial","Outside London","260","240","33760","30730"
"In post","2022","Commercial","Department for Transport","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Transport","Operational Delivery","Outside London","15","10","32820","31730"
"In post","2022","Commercial","Department for Transport","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Transport","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Work and Pensions","Commercial","Outside London","35","35","43340","41560"
"In post","2022","Commercial","Department for Work and Pensions","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Work and Pensions","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","Commercial","London","260","255","50720","53360"
"In post","2022","Commercial","Department of Health and Social Care","Commercial","Outside London","140","135","45670","40820"
"In post","2022","Commercial","Department of Health and Social Care","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","Communications","London","5","5","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","Finance","London","10","10","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","Human Resources","London","5","5","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Estyn","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Commercial","Outside London","15","10","37280","37350"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Commercial","London","15","15","67230","63000"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Commercial","Outside London","110","110","42210","40330"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","25","20","27270","25710"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","Commercial","London","5","5","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","Commercial","Outside London","15","15","39680","38550"
"In post","2022","Commercial","HM Revenue and Customs","Commercial","London","5","5","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","Commercial","Outside London","75","70","39700","40520"
"In post","2022","Commercial","HM Revenue and Customs","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","Operational Delivery","Outside London","25","25","32500","33370"
"In post","2022","Commercial","HM Revenue and Customs","Tax","Outside London","10","10","35290","33370"
"In post","2022","Commercial","HM Revenue and Customs","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","Unknown","Outside London","30","30","37940","33370"
"In post","2022","Commercial","HM Treasury","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury","Operational Delivery","London","10","10","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","Commercial","London","50","50","39770","37000"
"In post","2022","Commercial","Ministry of Defence","Commercial","Outside London","1365","1320","37110","34800"
"In post","2022","Commercial","Ministry of Defence","Commercial","Overseas","35","35","48830","42130"
"In post","2022","Commercial","Ministry of Defence","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","Other","Outside London","85","80","41500","39880"
"In post","2022","Commercial","Ministry of Defence","Project Delivery","Outside London","80","75","45310","41390"
"In post","2022","Commercial","Ministry of Defence","Science and Engineering","Outside London","105","105","43370","42080"
"In post","2022","Commercial","Ministry of Defence","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Commercial","London","70","70","41980","41750"
"In post","2022","Commercial","Ministry of Justice","Commercial","Outside London","90","90","33620","32480"
"In post","2022","Commercial","Ministry of Justice","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Finance","London","10","10","36010","34260"
"In post","2022","Commercial","Ministry of Justice","Finance","Outside London","15","15","30410","30450"
"In post","2022","Commercial","Ministry of Justice","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Operational Delivery","London","5","5","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Operational Delivery","Outside London","40","40","26100","20970"
"In post","2022","Commercial","Ministry of Justice","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Property","Outside London","10","10","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","Commercial","London","5","5","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","Commercial","Outside London","15","15","45900","45480"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","15","15","37610","35930"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Government","Commercial","Outside London","105","100","32850","26900"
"In post","2022","Commercial","The National Archives","Commercial","London","40","35","30070","24150"
"In post","2022","Commercial","UK Export Finance","Operational Delivery","London","190","190","53260","49470"
"In post","2022","Commercial","UK Export Finance","Operational Delivery","Outside London","25","25","45110","42920"
"In post","2022","Commercial","UK Statistics Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","Commercial","Outside London","35","35","43890","37210"
"In post","2022","Commercial","Water Services Regulation Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","Communications","London","60","60","43270","39750"
"In post","2022","Communications","Attorney General's Departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","Operational Delivery","London","[c]","[c]","[c]","[c]"
