"Status","Year","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Male","85","85","47340","41980"
"In post","2022","Department for Levelling Up, Housing and Communities","Economics","Female","15","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Economics","Male","40","40","48400","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","Female","80","75","49000","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","Male","60","60","50010","50660"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","Female","75","70","39660","33210"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","Male","25","25","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","Female","30","25","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","Male","20","20","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","Female","395","370","33710","30680"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","Male","335","325","34710","32530"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","Female","25","20","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","Male","25","25","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning","Female","75","70","44890","40720"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning","Male","70","70","44430","40590"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","Female","140","120","55350","58810"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","Male","240","215","56840","58810"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","Female","970","940","47020","41980"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","Male","890","880","47560","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Female","105","100","45720","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Male","70","70","44920","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Social Research","Female","15","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Social Research","Male","15","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","Female","55","55","45240","42980"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","Male","80","80","46040","42980"
"In post","2022","Department for Transport","Commercial","Female","185","170","37560","34710"
"In post","2022","Department for Transport","Commercial","Male","195","190","40630","35060"
"In post","2022","Department for Transport","Communications","Female","135","130","37920","32760"
"In post","2022","Department for Transport","Communications","Male","95","90","40500","38650"
"In post","2022","Department for Transport","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Corporate Finance","Male","15","15","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Female","20","20","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Male","35","35","31920","30730"
"In post","2022","Department for Transport","Digital, Data and Technology","Female","355","340","36890","33350"
"In post","2022","Department for Transport","Digital, Data and Technology","Male","885","875","41030","39040"
"In post","2022","Department for Transport","Economics","Female","55","50","47020","53690"
"In post","2022","Department for Transport","Economics","Male","95","95","49100","54110"
"In post","2022","Department for Transport","Finance","Female","240","225","38390","34710"
"In post","2022","Department for Transport","Finance","Male","230","225","43490","42060"
"In post","2022","Department for Transport","Human Resources","Female","320","300","35770","32180"
"In post","2022","Department for Transport","Human Resources","Male","125","125","37630","34120"
"In post","2022","Department for Transport","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Intelligence Analysis","Male","5","5","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","Female","10","10","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","Male","10","10","[c]","[c]"
"In post","2022","Department for Transport","International Trade","Female","5","5","[c]","[c]"
"In post","2022","Department for Transport","International Trade","Male","10","10","[c]","[c]"
"In post","2022","Department for Transport","Knowledge and Information Management","Female","35","35","36560","33950"
"In post","2022","Department for Transport","Knowledge and Information Management","Male","40","40","35970","33350"
"In post","2022","Department for Transport","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Medicine","Female","35","30","75580","86070"
"In post","2022","Department for Transport","Medicine","Male","15","15","[c]","[c]"
"In post","2022","Department for Transport","Operational Delivery","Female","4455","3765","23760","21840"
"In post","2022","Department for Transport","Operational Delivery","Male","5165","4935","28330","26780"
"In post","2022","Department for Transport","Operational Research","Female","45","40","33620","26780"
"In post","2022","Department for Transport","Operational Research","Male","35","35","35240","33350"
"In post","2022","Department for Transport","Other","Female","25","25","[c]","[c]"
"In post","2022","Department for Transport","Other","Male","35","35","48300","50540"
"In post","2022","Department for Transport","Policy","Female","705","670","44320","42470"
"In post","2022","Department for Transport","Policy","Male","855","835","46500","42890"
"In post","2022","Department for Transport","Project Delivery","Female","270","260","44380","42470"
"In post","2022","Department for Transport","Project Delivery","Male","285","280","50450","49940"
"In post","2022","Department for Transport","Property","Female","85","75","33360","30730"
"In post","2022","Department for Transport","Property","Male","90","85","36090","31040"
"In post","2022","Department for Transport","Science and Engineering","Female","25","25","[c]","[c]"
"In post","2022","Department for Transport","Science and Engineering","Male","125","125","47320","43360"
"In post","2022","Department for Transport","Security","Female","55","55","42570","37270"
"In post","2022","Department for Transport","Security","Male","145","140","36950","35980"
"In post","2022","Department for Transport","Social Research","Female","35","35","48980","48770"
"In post","2022","Department for Transport","Social Research","Male","10","10","[c]","[c]"
"In post","2022","Department for Transport","Statistics","Female","40","40","45580","42680"
"In post","2022","Department for Transport","Statistics","Male","45","40","41100","37660"
"In post","2022","Department for Transport","Unknown","Female","340","325","43540","34710"
"In post","2022","Department for Transport","Unknown","Male","360","350","56060","48770"
"In post","2022","Department for Work and Pensions","Commercial","Female","300","270","34340","31990"
"In post","2022","Department for Work and Pensions","Commercial","Male","215","205","36280","33170"
"In post","2022","Department for Work and Pensions","Communications","Female","60","55","43230","40330"
"In post","2022","Department for Work and Pensions","Communications","Male","50","50","43850","41880"
"In post","2022","Department for Work and Pensions","Counter Fraud","Female","3420","2960","27670","27570"
"In post","2022","Department for Work and Pensions","Counter Fraud","Male","2150","2010","28350","27570"
"In post","2022","Department for Work and Pensions","Digital, Data and Technology","Female","1335","1245","40290","35310"
