"Status","Year","Age","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Vehicle Certification Agency","Male","20","20","[c]","[c]"
"In post","2022","20-29","Veterinary Medicines Directorate","Female","15","15","[c]","[c]"
"In post","2022","20-29","Veterinary Medicines Directorate","Male","5","5","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Female","25","25","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Male","20","20","[c]","[c]"
"In post","2022","20-29","Welsh Government (excl. agencies)","Female","310","305","28250","25860"
"In post","2022","20-29","Welsh Government (excl. agencies)","Male","235","235","28650","25860"
"In post","2022","20-29","Welsh Revenue Authority","Female","5","5","[c]","[c]"
"In post","2022","20-29","Welsh Revenue Authority","Male","5","5","[c]","[c]"
"In post","2022","20-29","Wilton Park","Female","10","10","[c]","[c]"
"In post","2022","20-29","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Accountant in Bankruptcy","Female","20","20","[c]","[c]"
"In post","2022","30-39","Accountant in Bankruptcy","Male","10","10","[c]","[c]"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Female","120","110","31000","30950"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Male","100","100","30530","30950"
"In post","2022","30-39","Animal and Plant Health Agency","Female","370","345","29160","27960"
"In post","2022","30-39","Animal and Plant Health Agency","Male","205","205","29520","29180"
"In post","2022","30-39","Attorney General's Office","Female","10","10","[c]","[c]"
"In post","2022","30-39","Attorney General's Office","Male","10","10","[c]","[c]"
"In post","2022","30-39","Cabinet Office (excl. agencies)","Female","1365","1320","48410","49700"
"In post","2022","30-39","Cabinet Office (excl. agencies)","Male","1155","1155","50590","54700"
"In post","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","Female","80","75","31870","30220"
"In post","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","Male","75","75","34110","30660"
"In post","2022","30-39","Charity Commission","Female","60","55","34190","29160"
"In post","2022","30-39","Charity Commission","Male","55","55","33800","29160"
"In post","2022","30-39","Companies House","Female","145","130","30570","24900"
"In post","2022","30-39","Companies House","Male","115","115","31620","30660"
"In post","2022","30-39","Competition and Markets Authority","Female","155","145","58040","56360"
"In post","2022","30-39","Competition and Markets Authority","Male","145","145","62600","59870"
"In post","2022","30-39","Criminal Injuries Compensation Authority","Female","45","40","28130","25120"
"In post","2022","30-39","Criminal Injuries Compensation Authority","Male","40","40","26900","25120"
"In post","2022","30-39","Crown Commercial Service","Female","135","125","38350","38330"
"In post","2022","30-39","Crown Commercial Service","Male","115","115","38530","38330"
"In post","2022","30-39","Crown Office and Procurator Fiscal Service","Female","415","390","38190","34600"
"In post","2022","30-39","Crown Office and Procurator Fiscal Service","Male","185","185","38170","35540"
"In post","2022","30-39","Crown Prosecution Service","Female","815","750","39720","40000"
"In post","2022","30-39","Crown Prosecution Service","Male","380","380","41670","42630"
"In post","2022","30-39","Defence Electronics and Components Agency","Female","5","5","[c]","[c]"
"In post","2022","30-39","Defence Electronics and Components Agency","Male","25","25","[c]","[c]"
"In post","2022","30-39","Defence Equipment and Support","Female","1025","930","34410","33000"
"In post","2022","30-39","Defence Equipment and Support","Male","1325","1320","36380","35790"
"In post","2022","30-39","Defence Science and Technology Laboratory","Female","440","415","38830","38070"
"In post","2022","30-39","Defence Science and Technology Laboratory","Male","625","620","41530","40510"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","870","830","51110","53380"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","865","860","51300","53380"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","Female","400","385","50080","51730"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","Male","315","315","50510","51730"
"In post","2022","30-39","Department for Education (excl. agencies)","Female","1095","1030","45320","49860"
"In post","2022","30-39","Department for Education (excl. agencies)","Male","690","685","44480","42100"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","935","880","42590","38900"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","705","695","42790","39370"
"In post","2022","30-39","Department for International Trade","Female","385","380","49870","51710"
"In post","2022","30-39","Department for International Trade","Male","440","435","50760","51970"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","495","475","47750","48810"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","455","450","48620","53130"
"In post","2022","30-39","Department for Transport (excl. agencies)","Female","440","420","48900","53690"
"In post","2022","30-39","Department for Transport (excl. agencies)","Male","550","545","50540","54110"
"In post","2022","30-39","Department for Work and Pensions (excl. agencies)","Female","8805","7720","27670","27570"
"In post","2022","30-39","Department for Work and Pensions (excl. agencies)","Male","6185","6115","29030","27570"
"In post","2022","30-39","Department of Health and Social Care (excl. agencies)","Female","685","655","48820","50620"
"In post","2022","30-39","Department of Health and Social Care (excl. agencies)","Male","385","380","49060","51430"
"In post","2022","30-39","Disclosure Scotland","Female","55","45","27750","23230"
"In post","2022","30-39","Disclosure Scotland","Male","55","55","27040","23230"
"In post","2022","30-39","Driver and Vehicle Licensing Agency","Female","975","815","24080","21840"
"In post","2022","30-39","Driver and Vehicle Licensing Agency","Male","740","725","27720","24720"
"In post","2022","30-39","Driver and Vehicle Standards Agency","Female","275","255","27880","26470"
"In post","2022","30-39","Driver and Vehicle Standards Agency","Male","425","425","29650","27930"
"In post","2022","30-39","Education and Skills Funding Agency","Female","235","220","39010","36500"
"In post","2022","30-39","Education and Skills Funding Agency","Male","195","195","38730","36500"
"In post","2022","30-39","Education Scotland","Female","35","35","41330","43000"
"In post","2022","30-39","Education Scotland","Male","20","20","[c]","[c]"
"In post","2022","30-39","Estyn","Female","10","5","[c]","[c]"
"In post","2022","30-39","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","FCDO Services","Female","50","45","35150","31390"
"In post","2022","30-39","FCDO Services","Male","160","160","38740","38200"
"In post","2022","30-39","Food Standards Agency","Female","200","190","36810","37350"
"In post","2022","30-39","Food Standards Agency","Male","125","125","38990","37350"
"In post","2022","30-39","Food Standards Scotland","Female","55","50","34980","34600"
"In post","2022","30-39","Food Standards Scotland","Male","35","35","33920","31540"
"In post","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Female","1040","1015","47890","51500"
"In post","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Male","915","910","48320","51500"
"In post","2022","30-39","Forestry and Land Scotland","Female","95","95","31310","30020"
"In post","2022","30-39","Forestry and Land Scotland","Male","135","135","30470","28980"
"In post","2022","30-39","Government Actuary's Department","Female","35","30","60940","65470"
"In post","2022","30-39","Government Actuary's Department","Male","40","35","64270","58640"
"In post","2022","30-39","Government Internal Audit Agency","Female","35","30","44570","42870"
"In post","2022","30-39","Government Internal Audit Agency","Male","25","25","[c]","[c]"
"In post","2022","30-39","Government Legal Department","Female","550","510","51330","51250"
"In post","2022","30-39","Government Legal Department","Male","275","270","50730","51250"
"In post","2022","30-39","Government Property Agency","Female","35","35","46250","45190"
"In post","2022","30-39","Government Property Agency","Male","35","35","52120","54700"
"In post","2022","30-39","Health and Safety Executive","Female","215","200","36090","34880"
"In post","2022","30-39","Health and Safety Executive","Male","205","205","40850","39390"
"In post","2022","30-39","HM Courts and Tribunals Service","Female","1960","1710","26420","23720"
"In post","2022","30-39","HM Courts and Tribunals Service","Male","925","915","27880","24120"
"In post","2022","30-39","HM Crown Prosecution Service Inspectorate","Female","5","5","[c]","[c]"
"In post","2022","30-39","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","HM Land Registry","Female","610","555","29420","27130"
"In post","2022","30-39","HM Land Registry","Male","455","450","30040","27130"
"In post","2022","30-39","HM Prison and Probation Service","Female","8125","7535","29580","28000"
"In post","2022","30-39","HM Prison and Probation Service","Male","6670","6595","29500","28140"
"In post","2022","30-39","HM Revenue and Customs (excl. agencies)","Female","7215","6650","32720","33080"
"In post","2022","30-39","HM Revenue and Customs (excl. agencies)","Male","8375","8285","34180","33080"
"In post","2022","30-39","HM Treasury (excl. agencies)","Female","310","300","54000","55520"
"In post","2022","30-39","HM Treasury (excl. agencies)","Male","365","360","55670","56500"
"In post","2022","30-39","Home Office","Female","4510","4120","32430","28650"
"In post","2022","30-39","Home Office","Male","4220","4175","32990","28650"
"In post","2022","30-39","Institute for Apprenticeships and Technical Education","Female","70","70","44560","49960"
"In post","2022","30-39","Institute for Apprenticeships and Technical Education","Male","40","40","46850","49960"
"In post","2022","30-39","Intellectual Property Office","Female","220","205","33900","30770"
"In post","2022","30-39","Intellectual Property Office","Male","215","215","39260","40710"
"In post","2022","30-39","Legal Aid Agency","Female","200","175","26540","25120"
"In post","2022","30-39","Legal Aid Agency","Male","125","125","26260","25120"
"In post","2022","30-39","Maritime and Coastguard Agency","Female","130","120","33530","31040"
"In post","2022","30-39","Maritime and Coastguard Agency","Male","185","185","37920","35470"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Female","190","185","43370","40900"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Male","105","105","45480","41010"
"In post","2022","30-39","Met Office","Female","260","245","37410","38200"
"In post","2022","30-39","Met Office","Male","335","330","37920","38200"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Female","3130","2925","33620","33000"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Male","3120","3100","35990","33300"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Female","925","890","42410","41700"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Male","660","655","45480","41750"
"In post","2022","30-39","National Crime Agency","Female","660","630","37680","36410"
"In post","2022","30-39","National Crime Agency","Male","675","675","39270","37560"
"In post","2022","30-39","National Infrastructure Commission","Female","5","5","[c]","[c]"
"In post","2022","30-39","National Infrastructure Commission","Male","10","10","[c]","[c]"
"In post","2022","30-39","National Records of Scotland","Female","50","45","38020","36130"
"In post","2022","30-39","National Records of Scotland","Male","50","45","35940","32990"
"In post","2022","30-39","National Savings and Investments","Female","20","20","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Male","20","20","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Female","40","40","50430","52030"
"In post","2022","30-39","Northern Ireland Office","Male","25","25","[c]","[c]"
"In post","2022","30-39","Office for Budget Responsibility","Female","5","5","[c]","[c]"
"In post","2022","30-39","Office for Budget Responsibility","Male","10","10","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Female","250","235","42570","39850"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Male","150","145","43230","34850"
