"Status","Year","Function_of_post","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Communications","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Human Resources","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Human Resources","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","London","Heterosexual / straight","40","35","41820","41880"
"In post","2022","Communications","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","London","Unknown","20","15","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Operational Delivery","London","Heterosexual / straight","30","30","62620","52500"
"In post","2022","Communications","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Operational Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Operational Delivery","London","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Operational Delivery","Outside London","Heterosexual / straight","1060","1015","30340","26820"
"In post","2022","Communications","Operational Delivery","Outside London","LGBO","75","75","30110","31020"
"In post","2022","Communications","Operational Delivery","Outside London","Undeclared","85","80","30120","26820"
"In post","2022","Communications","Operational Delivery","Outside London","Unknown","540","525","28320","26820"
"In post","2022","Communications","Operational Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Communications","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Policy","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Communications","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Policy","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Science and Engineering","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Science and Engineering","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Tax","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Tax","Outside London","Heterosexual / straight","1350","1305","29340","26820"
"In post","2022","Communications","Tax","Outside London","LGBO","120","115","29110","26820"
"In post","2022","Communications","Tax","Outside London","Undeclared","95","90","29220","26820"
"In post","2022","Communications","Tax","Outside London","Unknown","930","905","28410","26820"
"In post","2022","Communications","Unknown","London","Heterosexual / straight","210","210","50340","45040"
"In post","2022","Communications","Unknown","London","LGBO","30","30","[c]","[c]"
"In post","2022","Communications","Unknown","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Communications","Unknown","London","Unknown","105","105","50450","45440"
"In post","2022","Communications","Unknown","Outside London","Heterosexual / straight","85","85","34100","33080"
"In post","2022","Communications","Unknown","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","Unknown","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","Unknown","Outside London","Unknown","80","80","33440","29780"
"In post","2022","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Counter Fraud","London","Heterosexual / straight","755","705","34370","31060"
"In post","2022","Counter Fraud","Counter Fraud","London","LGBO","40","40","33410","31470"
"In post","2022","Counter Fraud","Counter Fraud","London","Undeclared","105","95","33630","31060"
"In post","2022","Counter Fraud","Counter Fraud","London","Unknown","320","290","33690","31880"
"In post","2022","Counter Fraud","Counter Fraud","Outside London","Heterosexual / straight","3440","3110","28190","27570"
"In post","2022","Counter Fraud","Counter Fraud","Outside London","LGBO","180","170","28120","27570"
"In post","2022","Counter Fraud","Counter Fraud","Outside London","Undeclared","475","420","27540","27570"
"In post","2022","Counter Fraud","Counter Fraud","Outside London","Unknown","1060","920","28190","27570"
"In post","2022","Counter Fraud","Counter Fraud","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Digital, Data and Technology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Economics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Intelligence Analysis","London","Heterosexual / straight","50","45","45950","39420"
"In post","2022","Counter Fraud","Intelligence Analysis","London","LGBO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Intelligence Analysis","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Intelligence Analysis","London","Unknown","25","25","[c]","[c]"
"In post","2022","Counter Fraud","Intelligence Analysis","Outside London","Heterosexual / straight","105","100","36760","33370"
"In post","2022","Counter Fraud","Intelligence Analysis","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Intelligence Analysis","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Intelligence Analysis","Outside London","Unknown","35","35","33240","33080"
"In post","2022","Counter Fraud","Knowledge and Information Management","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Legal","London","Heterosexual / straight","510","495","39130","37610"
"In post","2022","Counter Fraud","Legal","London","LGBO","35","35","37390","37610"
"In post","2022","Counter Fraud","Legal","London","Undeclared","110","110","40200","37930"
"In post","2022","Counter Fraud","Legal","London","Unknown","310","300","37110","37610"
"In post","2022","Counter Fraud","Legal","Outside London","Heterosexual / straight","1490","1415","32090","33080"
"In post","2022","Counter Fraud","Legal","Outside London","LGBO","75","75","32290","33080"
"In post","2022","Counter Fraud","Legal","Outside London","Undeclared","210","195","32960","33220"
"In post","2022","Counter Fraud","Legal","Outside London","Unknown","660","630","30920","28920"
"In post","2022","Counter Fraud","Operational Delivery","London","Heterosexual / straight","360","330","36280","33440"
"In post","2022","Counter Fraud","Operational Delivery","London","LGBO","20","20","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","London","Undeclared","60","50","33370","27870"
"In post","2022","Counter Fraud","Operational Delivery","London","Unknown","130","120","32790","31020"
"In post","2022","Counter Fraud","Operational Delivery","Outside London","Heterosexual / straight","2130","1955","30780","27570"
"In post","2022","Counter Fraud","Operational Delivery","Outside London","LGBO","120","120","28520","26820"
"In post","2022","Counter Fraud","Operational Delivery","Outside London","Undeclared","285","260","29350","27570"
"In post","2022","Counter Fraud","Operational Delivery","Outside London","Unknown","800","735","28070","26820"
"In post","2022","Counter Fraud","Operational Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Other","London","Heterosexual / straight","40","35","46140","40910"
"In post","2022","Counter Fraud","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Other","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Other","London","Unknown","25","25","[c]","[c]"
"In post","2022","Counter Fraud","Other","Outside London","Heterosexual / straight","150","140","42730","40520"
"In post","2022","Counter Fraud","Other","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Other","Outside London","Undeclared","30","25","44340","40350"
"In post","2022","Counter Fraud","Other","Outside London","Unknown","55","45","38140","33370"
"In post","2022","Counter Fraud","Tax","London","Heterosexual / straight","225","210","47730","43430"
"In post","2022","Counter Fraud","Tax","London","LGBO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Tax","London","Undeclared","40","40","48060","40910"
"In post","2022","Counter Fraud","Tax","London","Unknown","85","80","40680","37930"
