"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Chancellor's other departments","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","EO","Female","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","EO","Male","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","G6/G7","Female","55","45","79450","78090"
"In post","2022","Chancellor's other departments","Other","G6/G7","Male","85","80","86430","81240"
"In post","2022","Chancellor's other departments","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","SEO/HEO","Female","35","30","43130","40800"
"In post","2022","Chancellor's other departments","Other","SEO/HEO","Male","45","45","39020","38280"
"In post","2022","Chancellor's other departments","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Charity Commission","Communications","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","EO","Male","10","10","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Charity Commission","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","G6/G7","Female","20","15","[c]","[c]"
"In post","2022","Charity Commission","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","AA/AO","Female","15","10","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","AA/AO","Male","10","5","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","EO","Female","60","55","25150","24440"
"In post","2022","Charity Commission","Operational Delivery","EO","Male","25","25","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","SEO/HEO","Female","90","85","31330","29160"
"In post","2022","Charity Commission","Operational Delivery","SEO/HEO","Male","60","60","32120","29350"
"In post","2022","Charity Commission","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Charity Commission","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
