"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Companies House","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","Outside London","AA/AO","305","270","21680","22740"
"In post","2022","Companies House","Operational Delivery","Outside London","EO","120","115","25710","25010"
"In post","2022","Companies House","Operational Delivery","Outside London","G6/G7","20","20","57180","55780"
"In post","2022","Companies House","Operational Delivery","Outside London","SEO/HEO","30","30","33820","30760"
"In post","2022","Companies House","Other","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Companies House","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Other","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Companies House","Other","Outside London","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Companies House","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Policy","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Companies House","Policy","Outside London","SEO/HEO","15","15","38550","39820"
"In post","2022","Companies House","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Project Delivery","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Companies House","Project Delivery","Outside London","SEO/HEO","15","15","41710","41530"
"In post","2022","Companies House","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Property","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Companies House","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Statistics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Statistics","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","London","G6/G7","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","London","SEO/HEO","15","15","38860","37310"
"In post","2022","Competition and Markets Authority","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","London","G6/G7","40","40","67500","67070"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","London","SEO/HEO","25","25","39820","41670"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","London","G6/G7","60","55","65060","62270"
"In post","2022","Competition and Markets Authority","Economics","London","SCS level","15","15","108280","97750"
"In post","2022","Competition and Markets Authority","Economics","London","SEO/HEO","20","20","34070","33120"
"In post","2022","Competition and Markets Authority","Economics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","London","EO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","London","G6/G7","15","15","62330","61880"
"In post","2022","Competition and Markets Authority","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","London","SEO/HEO","20","15","39190","38660"
"In post","2022","Competition and Markets Authority","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","London","G6/G7","15","15","62380","57320"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","London","SEO/HEO","15","15","42400","43880"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","London","EO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","London","G6/G7","80","80","66820","71370"
"In post","2022","Competition and Markets Authority","Legal","London","SCS level","30","30","107060","99920"
"In post","2022","Competition and Markets Authority","Legal","London","SEO/HEO","15","15","36320","35850"
"In post","2022","Competition and Markets Authority","Legal","Outside London","G6/G7","10","10","71400","73450"
"In post","2022","Competition and Markets Authority","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","London","G6/G7","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","London","AA/AO","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","London","EO","35","35","28150","28040"
"In post","2022","Competition and Markets Authority","Project Delivery","London","G6/G7","155","145","66940","64220"
"In post","2022","Competition and Markets Authority","Project Delivery","London","SCS level","60","60","109360","99920"
"In post","2022","Competition and Markets Authority","Project Delivery","London","SEO/HEO","75","75","36260","34870"
"In post","2022","Competition and Markets Authority","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","Outside London","G6/G7","25","25","62370","59420"
"In post","2022","Competition and Markets Authority","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","Outside London","SEO/HEO","10","10","36070","34570"
"In post","2022","Competition and Markets Authority","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","London","G6/G7","5","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","AA/AO","120","110","21010","20970"
"In post","2022","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","EO","80","80","25360","25120"
"In post","2022","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","G6/G7","15","10","58670","59000"
"In post","2022","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","SEO/HEO","95","95","31540","30450"
"In post","2022","Criminal Injuries Compensation Authority","Operational Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Commercial","London","SEO/HEO","10","10","41210","41830"
"In post","2022","Crown Commercial Service","Commercial","Outside London","EO","40","40","25890","25520"
"In post","2022","Crown Commercial Service","Commercial","Outside London","G6/G7","25","20","51030","51100"
"In post","2022","Crown Commercial Service","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Commercial","Outside London","SEO/HEO","270","265","35330","38330"
"In post","2022","Crown Commercial Service","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Communications","Outside London","SEO/HEO","10","10","33010","30940"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","London","G6/G7","15","15","60230","58840"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","Outside London","EO","15","15","26430","25950"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","Outside London","G6/G7","40","40","54430","51600"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","Outside London","SEO/HEO","50","50","36050","38330"
"In post","2022","Crown Commercial Service","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Finance","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Finance","Outside London","G6/G7","10","10","57370","56460"
