"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","SEO","275","265","37750","36340"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","London","AA/AO","AO","110","90","30840","33390"
"In post","2022","Department for Transport (excl. agencies)","London","EO","EO","255","255","29860","30270"
"In post","2022","Department for Transport (excl. agencies)","London","G6/G7","G6","410","400","66570","66090"
"In post","2022","Department for Transport (excl. agencies)","London","G6/G7","G7","815","795","55260","54650"
"In post","2022","Department for Transport (excl. agencies)","London","SCS level","SCS level","220","210","87300","79000"
"In post","2022","Department for Transport (excl. agencies)","London","SEO/HEO","HEO","580","570","35010","34710"
"In post","2022","Department for Transport (excl. agencies)","London","SEO/HEO","SEO","625","615","43020","42470"
"In post","2022","Department for Transport (excl. agencies)","Outside London","AA/AO","AO","30","25","21840","21840"
"In post","2022","Department for Transport (excl. agencies)","Outside London","EO","EO","120","115","25810","26130"
"In post","2022","Department for Transport (excl. agencies)","Outside London","G6/G7","G6","50","45","73350","62150"
"In post","2022","Department for Transport (excl. agencies)","Outside London","G6/G7","G7","165","165","60080","49570"
"In post","2022","Department for Transport (excl. agencies)","Outside London","SCS level","SCS level","15","15","92200","88340"
"In post","2022","Department for Transport (excl. agencies)","Outside London","SEO/HEO","HEO","145","140","31230","30730"
"In post","2022","Department for Transport (excl. agencies)","Outside London","SEO/HEO","SEO","125","120","39020","38650"
"In post","2022","Department for Transport (excl. agencies)","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","London","AA/AO","AA","15","10","21130","21760"
"In post","2022","Department for Work and Pensions (excl. agencies)","London","AA/AO","AO","1500","1315","24560","25110"
"In post","2022","Department for Work and Pensions (excl. agencies)","London","EO","EO","6100","5715","31090","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","London","G6/G7","G6","195","190","69500","66250"
"In post","2022","Department for Work and Pensions (excl. agencies)","London","G6/G7","G7","485","460","56480","54070"
"In post","2022","Department for Work and Pensions (excl. agencies)","London","SCS level","SCS level","120","115","91490","82040"
"In post","2022","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","HEO","1060","1030","37130","36650"
"In post","2022","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","SEO","490","475","41850","40670"
"In post","2022","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","AA","265","215","20370","20480"
"In post","2022","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","AO","27155","23395","21230","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Outside London","EO","EO","41460","37260","27680","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","G6","760","735","66260","65000"
"In post","2022","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","G7","2065","1995","52210","49170"
"In post","2022","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","SCS level","140","140","84830","77800"
"In post","2022","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","HEO","6085","5670","32880","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","SEO","2960","2820","37660","36500"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","AO","115","100","23030","23190"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","EO","EO","340","315","28740","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","G7","25","25","54020","51020"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","HEO","80","75","35890","35120"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","SEO","25","25","39990","36920"
"In post","2022","Department of Health and Social Care (excl. agencies)","London","AA/AO","AO","35","35","23120","23170"
"In post","2022","Department of Health and Social Care (excl. agencies)","London","EO","EO","310","300","27740","27270"
"In post","2022","Department of Health and Social Care (excl. agencies)","London","G6/G7","G6","345","330","67620","66230"
"In post","2022","Department of Health and Social Care (excl. agencies)","London","G6/G7","G7","770","740","54220","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","London","SCS level","SCS level","210","205","88210","78010"
"In post","2022","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","HEO","530","525","33140","32790"
"In post","2022","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","SEO","480","460","41120","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Outside London","AA/AO","AO","15","15","20430","19880"
"In post","2022","Department of Health and Social Care (excl. agencies)","Outside London","EO","EO","145","140","24620","23690"
"In post","2022","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","G6","160","155","65190","62400"
"In post","2022","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","G7","425","405","51330","49890"
"In post","2022","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","SCS level","80","80","87920","82100"
"In post","2022","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","HEO","245","240","30150","28970"
"In post","2022","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","SEO","280","270","38030","36820"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","EO","EO","10","10","26550","27270"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Disclosure Scotland","Outside London","AA/AO","AA","190","175","22240","23230"
"In post","2022","Disclosure Scotland","Outside London","AA/AO","AO","25","25","25870","25930"
"In post","2022","Disclosure Scotland","Outside London","EO","EO","60","55","30030","30040"
"In post","2022","Disclosure Scotland","Outside London","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Disclosure Scotland","Outside London","G6/G7","G7","15","15","55920","53860"
"In post","2022","Disclosure Scotland","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Outside London","SEO/HEO","HEO","35","30","34650","35540"
"In post","2022","Disclosure Scotland","Outside London","SEO/HEO","SEO","30","25","45030","47240"
"In post","2022","Driver and Vehicle Licensing Agency","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Outside London","AA/AO","AA","1270","1020","18610","18310"
"In post","2022","Driver and Vehicle Licensing Agency","Outside London","AA/AO","AO","2870","2500","21930","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Outside London","EO","EO","940","880","26600","26470"
"In post","2022","Driver and Vehicle Licensing Agency","Outside London","G6/G7","G6","85","80","79190","83320"
"In post","2022","Driver and Vehicle Licensing Agency","Outside London","G6/G7","G7","200","195","57320","55310"
"In post","2022","Driver and Vehicle Licensing Agency","Outside London","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","HEO","540","520","32810","31850"
"In post","2022","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","SEO","440","430","42850","41090"
"In post","2022","Driver and Vehicle Standards Agency","London","AA/AO","AO","35","35","29570","30830"
"In post","2022","Driver and Vehicle Standards Agency","London","EO","EO","275","260","31190","30780"
"In post","2022","Driver and Vehicle Standards Agency","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","London","SEO/HEO","HEO","50","45","36350","36150"
"In post","2022","Driver and Vehicle Standards Agency","London","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Outside London","AA/AO","AA","15","10","18310","18310"
"In post","2022","Driver and Vehicle Standards Agency","Outside London","AA/AO","AO","1065","990","24420","21840"
"In post","2022","Driver and Vehicle Standards Agency","Outside London","EO","EO","2400","2235","27770","26780"
"In post","2022","Driver and Vehicle Standards Agency","Outside London","G6/G7","G6","20","20","64930","64370"
"In post","2022","Driver and Vehicle Standards Agency","Outside London","G6/G7","G7","105","105","52590","50610"
"In post","2022","Driver and Vehicle Standards Agency","Outside London","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","HEO","645","630","32500","32090"
"In post","2022","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","SEO","300","295","41090","40210"
"In post","2022","Education and Skills Funding Agency","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","London","EO","EO","20","20","28910","28500"
"In post","2022","Education and Skills Funding Agency","London","G6/G7","G6","40","35","67590","65370"
