"Status","Year","Disability","Ethnicity","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Unknown","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Scotland","Heterosexual / straight","35","30","33400","27570"
"In post","2022","Declared disabled","Unknown","Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Scotland","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Scotland","Unknown","225","200","32800","35000"
"In post","2022","Declared disabled","Unknown","South East (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","South East (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","South East (England)","Unknown","65","60","30450","27570"
"In post","2022","Declared disabled","Unknown","South West (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","South West (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","South West (England)","Unknown","65","65","34470","28430"
"In post","2022","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Wales","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Wales","Unknown","35","25","30070","23880"
"In post","2022","Declared disabled","Unknown","West Midlands (England)","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","West Midlands (England)","Unknown","55","45","28390","26820"
"In post","2022","Declared disabled","Unknown","Yorkshire and The Humber","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Yorkshire and The Humber","Unknown","40","35","29240","24890"
"In post","2022","Declared disabled","White","East Midlands (England)","Heterosexual / straight","1895","1735","29550","27570"
"In post","2022","Declared disabled","White","East Midlands (England)","LGBO","210","200","29940","27570"
"In post","2022","Declared disabled","White","East Midlands (England)","Undeclared","205","185","28710","27570"
"In post","2022","Declared disabled","White","East Midlands (England)","Unknown","90","80","28010","27130"
"In post","2022","Declared disabled","White","East of England","Heterosexual / straight","1795","1635","30480","27570"
"In post","2022","Declared disabled","White","East of England","LGBO","165","160","28960","27570"
"In post","2022","Declared disabled","White","East of England","Undeclared","180","165","30110","27570"
"In post","2022","Declared disabled","White","East of England","Unknown","105","90","29080","27570"
"In post","2022","Declared disabled","White","London","Heterosexual / straight","4265","4075","44650","39910"
"In post","2022","Declared disabled","White","London","LGBO","910","895","43620","38580"
"In post","2022","Declared disabled","White","London","Undeclared","500","480","43030","37640"
"In post","2022","Declared disabled","White","London","Unknown","175","160","41040","33440"
"In post","2022","Declared disabled","White","North East (England)","Heterosexual / straight","2855","2530","28420","27130"
"In post","2022","Declared disabled","White","North East (England)","LGBO","235","220","28270","26820"
"In post","2022","Declared disabled","White","North East (England)","Undeclared","210","180","27780","26820"
"In post","2022","Declared disabled","White","North East (England)","Unknown","210","175","25590","22080"
"In post","2022","Declared disabled","White","North West (England)","Heterosexual / straight","5205","4705","29590","27570"
"In post","2022","Declared disabled","White","North West (England)","LGBO","580","555","29380","27570"
"In post","2022","Declared disabled","White","North West (England)","Undeclared","495","440","28160","27130"
"In post","2022","Declared disabled","White","North West (England)","Unknown","390","335","27410","26320"
"In post","2022","Declared disabled","White","Northern Ireland","Heterosexual / straight","265","250","29320","26820"
"In post","2022","Declared disabled","White","Northern Ireland","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","White","Northern Ireland","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","White","Northern Ireland","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","White","Overseas","Heterosexual / straight","140","140","48810","46010"
"In post","2022","Declared disabled","White","Overseas","LGBO","30","30","[c]","[c]"
"In post","2022","Declared disabled","White","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","White","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","White","Scotland","Heterosexual / straight","3245","2955","31500","27570"
"In post","2022","Declared disabled","White","Scotland","LGBO","490","475","31530","27570"
"In post","2022","Declared disabled","White","Scotland","Undeclared","300","265","30520","27570"
"In post","2022","Declared disabled","White","Scotland","Unknown","265","235","30200","27360"
"In post","2022","Declared disabled","White","South East (England)","Heterosexual / straight","3190","2930","30810","27570"
"In post","2022","Declared disabled","White","South East (England)","LGBO","355","340","29560","28350"
"In post","2022","Declared disabled","White","South East (England)","Undeclared","325","295","30300","27570"
"In post","2022","Declared disabled","White","South East (England)","Unknown","175","150","31360","27570"
"In post","2022","Declared disabled","White","South West (England)","Heterosexual / straight","3470","3215","32670","28590"
"In post","2022","Declared disabled","White","South West (England)","LGBO","360","345","30440","27570"
"In post","2022","Declared disabled","White","South West (England)","Undeclared","370","335","32240","28200"
"In post","2022","Declared disabled","White","South West (England)","Unknown","195","175","32060","27570"
"In post","2022","Declared disabled","White","Unknown","Heterosexual / straight","65","60","33180","27570"
"In post","2022","Declared disabled","White","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","White","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Wales","Heterosexual / straight","2645","2385","29830","27570"
"In post","2022","Declared disabled","White","Wales","LGBO","290","275","30300","27570"
"In post","2022","Declared disabled","White","Wales","Undeclared","445","375","26850","21840"
"In post","2022","Declared disabled","White","Wales","Unknown","135","115","27090","26560"
"In post","2022","Declared disabled","White","West Midlands (England)","Heterosexual / straight","2350","2140","30260","27570"
"In post","2022","Declared disabled","White","West Midlands (England)","LGBO","280","265","29900","27570"
"In post","2022","Declared disabled","White","West Midlands (England)","Undeclared","225","200","30130","27570"
"In post","2022","Declared disabled","White","West Midlands (England)","Unknown","145","125","29190","27570"
"In post","2022","Declared disabled","White","Yorkshire and The Humber","Heterosexual / straight","2955","2670","31080","27570"
"In post","2022","Declared disabled","White","Yorkshire and The Humber","LGBO","350","335","31310","27570"
"In post","2022","Declared disabled","White","Yorkshire and The Humber","Undeclared","265","230","30380","27570"
"In post","2022","Declared disabled","White","Yorkshire and The Humber","Unknown","140","120","29270","27570"
"In post","2022","Declared non-disabled","Asian","East Midlands (England)","Heterosexual / straight","1280","1185","28650","26820"
"In post","2022","Declared non-disabled","Asian","East Midlands (England)","LGBO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","East Midlands (England)","Undeclared","70","65","26190","23390"
"In post","2022","Declared non-disabled","Asian","East Midlands (England)","Unknown","155","130","26970","26820"
"In post","2022","Declared non-disabled","Asian","East of England","Heterosexual / straight","795","735","30480","27570"
"In post","2022","Declared non-disabled","Asian","East of England","LGBO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","East of England","Undeclared","60","55","28220","25110"
"In post","2022","Declared non-disabled","Asian","East of England","Unknown","50","45","32270","28550"
"In post","2022","Declared non-disabled","Asian","London","Heterosexual / straight","9905","9455","38340","33610"
"In post","2022","Declared non-disabled","Asian","London","LGBO","245","235","39690","35050"
"In post","2022","Declared non-disabled","Asian","London","Undeclared","655","600","34930","31060"
"In post","2022","Declared non-disabled","Asian","London","Unknown","700","620","35710","31060"
"In post","2022","Declared non-disabled","Asian","North East (England)","Heterosexual / straight","410","380","29930","26820"
"In post","2022","Declared non-disabled","Asian","North East (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","North East (England)","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","North East (England)","Unknown","30","25","27000","21670"
"In post","2022","Declared non-disabled","Asian","North West (England)","Heterosexual / straight","2165","2035","29060","26820"
"In post","2022","Declared non-disabled","Asian","North West (England)","LGBO","50","50","27820","25300"
"In post","2022","Declared non-disabled","Asian","North West (England)","Undeclared","115","100","26490","25010"
"In post","2022","Declared non-disabled","Asian","North West (England)","Unknown","200","170","26930","22080"
"In post","2022","Declared non-disabled","Asian","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Overseas","Heterosexual / straight","105","105","44320","38300"
"In post","2022","Declared non-disabled","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Scotland","Heterosexual / straight","495","465","32760","27570"
"In post","2022","Declared non-disabled","Asian","Scotland","LGBO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Scotland","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Scotland","Unknown","35","35","31300","26120"
"In post","2022","Declared non-disabled","Asian","South East (England)","Heterosexual / straight","1015","945","30530","28350"
"In post","2022","Declared non-disabled","Asian","South East (England)","LGBO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","South East (England)","Undeclared","65","55","30060","27570"
"In post","2022","Declared non-disabled","Asian","South East (England)","Unknown","90","75","31830","29290"
"In post","2022","Declared non-disabled","Asian","South West (England)","Heterosexual / straight","625","600","34320","32000"
"In post","2022","Declared non-disabled","Asian","South West (England)","LGBO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","South West (England)","Undeclared","35","30","36320","31310"
