"Status","Year","Organisation","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","Property","Male","15","15","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","Science and Engineering","Female","20","20","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","Science and Engineering","Male","230","220","27600","29470"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Commercial","Female","480","445","37330","34250"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Commercial","Male","435","430","42120","38000"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Communications","Female","15","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Communications","Male","15","15","[c]","[c]"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","Female","80","75","32450","30680"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","Male","180","175","37740","34060"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Finance","Female","235","220","38970","33390"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Finance","Male","220","215","37900","30420"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Human Resources","Female","140","130","37620","32380"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Human Resources","Male","35","35","41410","36690"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Knowledge and Information Management","Female","55","50","35860","35700"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Knowledge and Information Management","Male","110","110","35760","33050"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Other","Female","1440","1320","30270","27280"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Other","Male","2055","2015","33050","29500"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Policy","Female","35","35","42230","40670"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Policy","Male","40","40","43440","40210"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Project Delivery","Female","900","850","36930","34830"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Project Delivery","Male","1380","1350","43200","40960"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Property","Female","15","15","[c]","[c]"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Property","Male","45","45","37760","36210"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Science and Engineering","Female","295","285","37310","34560"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Science and Engineering","Male","2480","2425","38380","37710"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Security","Female","25","25","[c]","[c]"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Security","Male","35","35","39690","39440"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","Female","40","35","33800","34540"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","Male","40","40","32510","30360"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Communications","Female","10","10","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Communications","Male","15","15","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Corporate Finance","Female","35","35","40230","38070"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Corporate Finance","Male","20","15","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Digital, Data and Technology","Female","25","25","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Digital, Data and Technology","Male","100","95","48270","47010"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Finance","Female","10","10","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","Female","75","70","35360","29230"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","Male","15","15","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Intelligence Analysis","Female","10","10","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Intelligence Analysis","Male","15","15","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Knowledge and Information Management","Female","25","25","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Knowledge and Information Management","Male","20","20","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Legal","Male","5","5","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","Female","240","225","35800","29230"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","Male","160","160","45160","47010"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Operational Research","Female","170","155","42520","45130"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Operational Research","Male","335","325","44820","47010"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Other","Female","20","20","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Other","Male","35","35","38950","27010"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Project Delivery","Female","265","240","39780","38070"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Project Delivery","Male","215","210","43850","47010"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Property","Female","10","10","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Property","Male","35","35","46690","47010"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Psychology","Female","15","15","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Psychology","Male","5","5","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Science and Engineering","Female","665","630","38530","38070"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Science and Engineering","Male","1940","1895","41500","38570"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Security","Female","35","30","34550","32630"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Security","Male","30","30","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Statistics","Male","5","5","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Commercial","Male","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Communications","Female","75","70","49140","45190"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Communications","Male","55","55","44340","40220"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Female","45","45","43660","40050"
