"Status","Year","Disability","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Registers of Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Registers of Scotland","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Revenue Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Royal Fleet Auxiliary","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Rural Payments Agency","Heterosexual / straight","125","110","27140","25190"
"In post","2022","Declared disabled","Rural Payments Agency","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Rural Payments Agency","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Rural Payments Agency","Unknown","55","50","24430","21300"
"In post","2022","Declared disabled","Scottish Courts and Tribunals Service","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Declared disabled","Scottish Courts and Tribunals Service","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Courts and Tribunals Service","Unknown","20","15","[c]","[c]"
"In post","2022","Declared disabled","Scottish Fiscal Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Fiscal Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Fiscal Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Forestry","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Forestry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Forestry","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government (excl. agencies)","Heterosexual / straight","520","500","42910","39660"
"In post","2022","Declared disabled","Scottish Government (excl. agencies)","LGBO","125","125","40050","34600"
"In post","2022","Declared disabled","Scottish Government (excl. agencies)","Undeclared","50","50","42800","39660"
"In post","2022","Declared disabled","Scottish Government (excl. agencies)","Unknown","70","65","40600","36130"
"In post","2022","Declared disabled","Scottish Housing Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Housing Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Housing Regulator","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Prison Service","Heterosexual / straight","170","165","35670","35000"
"In post","2022","Declared disabled","Scottish Prison Service","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Scottish Prison Service","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Scottish Prison Service","Unknown","165","150","34570","35000"
"In post","2022","Declared disabled","Scottish Public Pensions Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Public Pensions Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Public Pensions Agency","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Serious Fraud Office","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Social Security Scotland","Heterosexual / straight","185","180","29770","27230"
"In post","2022","Declared disabled","Social Security Scotland","LGBO","50","45","26610","25810"
"In post","2022","Declared disabled","Social Security Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Social Security Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Standards and Testing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Standards and Testing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Student Awards Agency for Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Student Awards Agency for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Submarine Delivery Agency","Heterosexual / straight","160","155","39460","36780"
"In post","2022","Declared disabled","Submarine Delivery Agency","LGBO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Submarine Delivery Agency","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Submarine Delivery Agency","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Teaching Regulation Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Teaching Regulation Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The Insolvency Service","Heterosexual / straight","120","115","37240","36260"
"In post","2022","Declared disabled","The Insolvency Service","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","The Insolvency Service","Undeclared","15","10","[c]","[c]"
"In post","2022","Declared disabled","The Insolvency Service","Unknown","45","40","27440","21130"
"In post","2022","Declared disabled","The National Archives","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Transport Scotland","Heterosexual / straight","40","35","41050","39660"
"In post","2022","Declared disabled","Transport Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Debt Management Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Health Security Agency","Heterosexual / straight","240","225","39550","32330"
"In post","2022","Declared disabled","UK Health Security Agency","LGBO","55","55","33420","28870"
"In post","2022","Declared disabled","UK Health Security Agency","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","UK Health Security Agency","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","UK Hydrographic Office","Heterosexual / straight","60","55","36120","33290"
"In post","2022","Declared disabled","UK Hydrographic Office","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Space Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Statistics Authority","Heterosexual / straight","430","380","33130","30710"
"In post","2022","Declared disabled","UK Statistics Authority","LGBO","65","60","34460","31320"
"In post","2022","Declared disabled","UK Statistics Authority","Undeclared","35","30","29750","30710"
"In post","2022","Declared disabled","UK Statistics Authority","Unknown","60","50","32680","30710"
"In post","2022","Declared disabled","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Valuation Office Agency","Heterosexual / straight","210","195","33800","30610"
"In post","2022","Declared disabled","Valuation Office Agency","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Valuation Office Agency","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","Valuation Office Agency","Unknown","30","25","[c]","[c]"
"In post","2022","Declared disabled","Vehicle Certification Agency","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Declared disabled","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Veterinary Medicines Directorate","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
