"Status","Year","Age","Disability","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Unknown","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Courts and Tribunals Service","AA/AO","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Prison and Probation Service","AA/AO","70","70","23000","23140"
"In post","2022","16-19","Unknown","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs (excl. agencies)","AA/AO","100","95","21410","21250"
"In post","2022","16-19","Unknown","HM Revenue and Customs (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","AA/AO","30","30","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","EO","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence (excl. agencies)","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Royal Fleet Auxiliary","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government (excl. agencies)","AA/AO","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Prison Service","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Public Pensions Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Social Security Scotland","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Submarine Delivery Agency","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","The Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Transport Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","UK Statistics Authority","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Valuation Office Agency","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Accountant in Bankruptcy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","EO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Animal and Plant Health Agency","AA/AO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Animal and Plant Health Agency","EO","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Animal and Plant Health Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office (excl. agencies)","AA/AO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office (excl. agencies)","EO","55","55","26410","27500"
"In post","2022","20-29","Declared disabled","Cabinet Office (excl. agencies)","G6/G7","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office (excl. agencies)","SEO/HEO","80","80","35600","34550"
"In post","2022","20-29","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Companies House","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Commercial Service","EO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Office and Procurator Fiscal Service","AA/AO","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Office and Procurator Fiscal Service","EO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Office and Procurator Fiscal Service","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Prosecution Service","AA/AO","35","35","22230","22200"
"In post","2022","20-29","Declared disabled","Crown Prosecution Service","EO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Prosecution Service","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Electronics and Components Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Equipment and Support","EO","85","85","23600","24750"
"In post","2022","20-29","Declared disabled","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Equipment and Support","SEO/HEO","70","70","30460","30210"
"In post","2022","20-29","Declared disabled","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Science and Technology Laboratory","EO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Science and Technology Laboratory","SEO/HEO","40","40","29990","29230"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","40","40","54900","53380"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","100","95","36790","35640"
"In post","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","EO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","35","35","34610","34020"
"In post","2022","20-29","Declared disabled","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Education (excl. agencies)","EO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Education (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Education (excl. agencies)","SEO/HEO","70","70","34710","33610"
"In post","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","30","30","26330","25190"
"In post","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","110","110","33980","32560"
"In post","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for International Trade","EO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for International Trade","G6/G7","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for International Trade","SEO/HEO","40","40","34900","32120"
"In post","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","65","65","35040","33210"
"In post","2022","20-29","Declared disabled","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Transport (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Transport (excl. agencies)","G6/G7","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Transport (excl. agencies)","SEO/HEO","35","35","35200","34710"
"In post","2022","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","AA/AO","465","450","21590","21260"
"In post","2022","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","EO","650","635","28350","27570"
"In post","2022","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","G6/G7","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","SEO/HEO","85","85","34780","35310"
"In post","2022","20-29","Declared disabled","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department of Health and Social Care (excl. agencies)","EO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department of Health and Social Care (excl. agencies)","G6/G7","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department of Health and Social Care (excl. agencies)","SEO/HEO","40","40","33740","32790"
"In post","2022","20-29","Declared disabled","Disclosure Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
