"Status","Year","Age","Disability","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Declared non-disabled","Commercial","Female","340","340","31650","30230"
"In post","2022","20-29","Declared non-disabled","Commercial","Male","260","260","30800","30420"
"In post","2022","20-29","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Communications","Female","295","290","35050","33190"
"In post","2022","20-29","Declared non-disabled","Communications","Male","150","150","35330","33210"
"In post","2022","20-29","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Corporate Finance","Female","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","Female","280","275","27180","27570"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","Male","190","190","27110","27570"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Digital, Data and Technology","Female","560","555","34150","33000"
"In post","2022","20-29","Declared non-disabled","Digital, Data and Technology","Male","1035","1030","33950","33000"
"In post","2022","20-29","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Economics","Female","270","270","38940","34710"
"In post","2022","20-29","Declared non-disabled","Economics","Male","470","470","39250","35050"
"In post","2022","20-29","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Finance","Female","505","500","32460","30360"
"In post","2022","20-29","Declared non-disabled","Finance","Male","455","455","33410","31050"
"In post","2022","20-29","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Geography","Female","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Geography","Male","40","40","26980","26740"
"In post","2022","20-29","Declared non-disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Human Resources","Female","580","575","31890","30130"
"In post","2022","20-29","Declared non-disabled","Human Resources","Male","220","220","32130","30450"
"In post","2022","20-29","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Intelligence Analysis","Female","180","175","30430","29250"
"In post","2022","20-29","Declared non-disabled","Intelligence Analysis","Male","150","150","31700","29250"
"In post","2022","20-29","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Internal Audit","Female","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Internal Audit","Male","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","International Trade","Female","105","105","37620","34020"
"In post","2022","20-29","Declared non-disabled","International Trade","Male","125","120","37850","34980"
"In post","2022","20-29","Declared non-disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Knowledge and Information Management","Female","115","115","30650","28280"
"In post","2022","20-29","Declared non-disabled","Knowledge and Information Management","Male","85","85","30340","28040"
"In post","2022","20-29","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Legal","Female","515","510","36320","33460"
"In post","2022","20-29","Declared non-disabled","Legal","Male","320","320","35360","31020"
"In post","2022","20-29","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Medicine","Female","55","55","32200","31530"
"In post","2022","20-29","Declared non-disabled","Medicine","Male","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Operational Delivery","Female","14175","13780","25860","24890"
"In post","2022","20-29","Declared non-disabled","Operational Delivery","Male","9285","9205","26000","25210"
"In post","2022","20-29","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Operational Research","Female","105","105","35320","33650"
"In post","2022","20-29","Declared non-disabled","Operational Research","Male","130","130","35100","34470"
"In post","2022","20-29","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Other","Female","1260","1230","26880","26350"
"In post","2022","20-29","Declared non-disabled","Other","Male","955","950","26370","25050"
"In post","2022","20-29","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Planning","Female","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Planning","Male","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Policy","Female","2955","2940","38800","35900"
"In post","2022","20-29","Declared non-disabled","Policy","Male","2285","2280","39190","35900"
"In post","2022","20-29","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Female","770","760","34270","33080"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Male","620","620","33670","33000"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Female","220","220","30320","29180"
"In post","2022","20-29","Declared non-disabled","Property","Male","255","250","30050","29110"
"In post","2022","20-29","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Psychology","Female","285","285","27820","27700"
"In post","2022","20-29","Declared non-disabled","Psychology","Male","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Science and Engineering","Female","850","840","29890","29230"
"In post","2022","20-29","Declared non-disabled","Science and Engineering","Male","1485","1485","29110","28880"
"In post","2022","20-29","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Female","210","210","29050","26750"
"In post","2022","20-29","Declared non-disabled","Security","Male","425","425","27130","26350"
"In post","2022","20-29","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Social Research","Female","230","225","36250","34650"
"In post","2022","20-29","Declared non-disabled","Social Research","Male","85","85","36740","34960"
"In post","2022","20-29","Declared non-disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Statistics","Female","225","220","36950","35060"
"In post","2022","20-29","Declared non-disabled","Statistics","Male","260","260","36220","34000"
"In post","2022","20-29","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Tax","Female","1135","1115","29950","26820"
"In post","2022","20-29","Declared non-disabled","Tax","Male","1135","1120","30520","26820"
"In post","2022","20-29","Declared non-disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Female","2030","2010","32780","31020"
"In post","2022","20-29","Declared non-disabled","Unknown","Male","1565","1560","32600","30750"
"In post","2022","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Veterinarian","Female","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Female","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Male","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","Female","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","Male","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","Female","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","Male","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data and Technology","Female","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data and Technology","Male","70","70","32970","32560"
"In post","2022","20-29","Undeclared","Economics","Female","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Economics","Male","40","40","35530","34130"
"In post","2022","20-29","Undeclared","Finance","Female","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Male","30","30","[c]","[c]"
"In post","2022","20-29","Undeclared","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Female","30","30","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Male","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Intelligence Analysis","Female","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Intelligence Analysis","Male","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","Female","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","Male","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Operational Delivery","Female","570","555","26060","25700"
"In post","2022","20-29","Undeclared","Operational Delivery","Male","480","475","26430","26610"
"In post","2022","20-29","Undeclared","Operational Research","Female","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Operational Research","Male","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Other","Female","60","60","26110","25820"
"In post","2022","20-29","Undeclared","Other","Male","40","40","24050","21260"
"In post","2022","20-29","Undeclared","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Policy","Female","195","195","37760","34170"
"In post","2022","20-29","Undeclared","Policy","Male","210","210","39590","35700"
"In post","2022","20-29","Undeclared","Project Delivery","Female","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Project Delivery","Male","35","35","32930","32940"
"In post","2022","20-29","Undeclared","Property","Female","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Property","Male","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Psychology","Female","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Science and Engineering","Female","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Science and Engineering","Male","55","55","29330","28050"
"In post","2022","20-29","Undeclared","Security","Female","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Security","Male","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Social Research","Female","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Statistics","Female","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Statistics","Male","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Tax","Female","50","50","30250","26820"
"In post","2022","20-29","Undeclared","Tax","Male","60","60","30090","26820"
"In post","2022","20-29","Undeclared","Unknown","Female","80","80","33870","33080"
"In post","2022","20-29","Undeclared","Unknown","Male","85","85","35940","34550"
"In post","2022","20-29","Undeclared","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Commercial","Female","190","190","33970","31250"
"In post","2022","20-29","Unknown","Commercial","Male","170","170","35310","32290"
"In post","2022","20-29","Unknown","Communications","Female","260","260","35330","33210"
"In post","2022","20-29","Unknown","Communications","Male","125","120","36240","32790"
"In post","2022","20-29","Unknown","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Corporate Finance","Male","[c]","[c]","[c]","[c]"
