"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Operational Delivery","AA/AO","845","690","21720","21250"
"In post","2022","Finance","Operational Delivery","EO","260","240","27380","26820"
"In post","2022","Finance","Operational Delivery","G6/G7","65","65","58470","55210"
"In post","2022","Finance","Operational Delivery","SCS level","10","10","[c]","[c]"
"In post","2022","Finance","Operational Delivery","SEO/HEO","315","305","36440","33930"
"In post","2022","Finance","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","EO","10","10","[c]","[c]"
"In post","2022","Finance","Other","G6/G7","10","10","59040","62510"
"In post","2022","Finance","Other","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Other","SEO/HEO","10","10","34700","32730"
"In post","2022","Finance","Policy","EO","5","5","[c]","[c]"
"In post","2022","Finance","Policy","G6/G7","25","25","56730","53760"
"In post","2022","Finance","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Policy","SEO/HEO","25","25","36920","36500"
"In post","2022","Finance","Project Delivery","EO","5","5","[c]","[c]"
"In post","2022","Finance","Project Delivery","G6/G7","15","15","57660","57070"
"In post","2022","Finance","Project Delivery","SEO/HEO","30","30","35370","33930"
"In post","2022","Finance","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Property","EO","10","10","[c]","[c]"
"In post","2022","Finance","Property","G6/G7","15","15","57090","53760"
"In post","2022","Finance","Property","SEO/HEO","20","15","35340","36500"
"In post","2022","Finance","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","EO","25","25","29110","27570"
"In post","2022","Finance","Security","G6/G7","90","90","58220","57370"
"In post","2022","Finance","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","SEO/HEO","195","185","35760","35310"
"In post","2022","Finance","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Finance","Tax","AA/AO","25","25","21250","21250"
"In post","2022","Finance","Tax","EO","10","10","25820","26820"
"In post","2022","Finance","Tax","G6/G7","10","10","56910","55210"
"In post","2022","Finance","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","SEO/HEO","45","45","39200","40520"
"In post","2022","Finance","Unknown","AA/AO","20","15","21770","21250"
"In post","2022","Finance","Unknown","EO","40","40","27760","27500"
"In post","2022","Finance","Unknown","G6/G7","110","110","58920","58600"
"In post","2022","Finance","Unknown","SCS level","25","25","88780","79910"
"In post","2022","Finance","Unknown","SEO/HEO","130","130","38290","37930"
"In post","2022","Grants Management","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","AA/AO","1280","1170","21280","21300"
"In post","2022","Grants Management","Operational Delivery","EO","605","555","25440","25190"
"In post","2022","Grants Management","Operational Delivery","G6/G7","65","60","51750","49360"
"In post","2022","Grants Management","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","SEO/HEO","355","330","32600","31040"
"In post","2022","Grants Management","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Human Resources","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","AA/AO","1140","1040","21810","21380"
"In post","2022","Human Resources","Human Resources","EO","1520","1420","27280","26880"
"In post","2022","Human Resources","Human Resources","G6/G7","1820","1765","57810","55740"
"In post","2022","Human Resources","Human Resources","SCS level","200","195","86170","78970"
"In post","2022","Human Resources","Human Resources","SEO/HEO","3740","3570","36480","35980"
"In post","2022","Human Resources","Human Resources","Unknown","35","35","43550","43470"
"In post","2022","Human Resources","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Legal","G6/G7","15","15","61400","60810"
"In post","2022","Human Resources","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Operational Delivery","AA/AO","280","240","21730","21680"
"In post","2022","Human Resources","Operational Delivery","EO","750","705","27620","27570"
"In post","2022","Human Resources","Operational Delivery","G6/G7","85","85","55110","54160"
"In post","2022","Human Resources","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","Human Resources","Operational Delivery","SEO/HEO","400","380","35130","33650"
"In post","2022","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Other","EO","20","20","29000","27000"
"In post","2022","Human Resources","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Other","SEO/HEO","55","50","35700","38220"
"In post","2022","Human Resources","Policy","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Policy","G6/G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Policy","SEO/HEO","15","15","36940","38180"
"In post","2022","Human Resources","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","G6/G7","15","15","60960","59590"
"In post","2022","Human Resources","Project Delivery","SEO/HEO","15","15","37460","34260"
"In post","2022","Human Resources","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","AA/AO","20","20","21280","21250"
"In post","2022","Human Resources","Tax","EO","65","60","27270","26820"
"In post","2022","Human Resources","Tax","G6/G7","30","30","58410","55960"
"In post","2022","Human Resources","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","SEO/HEO","95","90","35060","33370"
"In post","2022","Human Resources","Unknown","AA/AO","195","180","21180","21050"
"In post","2022","Human Resources","Unknown","EO","215","205","26060","25550"
"In post","2022","Human Resources","Unknown","G6/G7","350","340","57390","55210"
"In post","2022","Human Resources","Unknown","SCS level","55","55","89160","80000"
"In post","2022","Human Resources","Unknown","SEO/HEO","505","490","35870","35590"
"In post","2022","Internal Audit","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","AA/AO","25","20","29180","31650"
"In post","2022","Internal Audit","Internal Audit","EO","35","30","27580","26670"
"In post","2022","Internal Audit","Internal Audit","G6/G7","205","200","58600","56500"
"In post","2022","Internal Audit","Internal Audit","SCS level","25","25","91590","88000"
"In post","2022","Internal Audit","Internal Audit","SEO/HEO","435","415","40700","40580"
"In post","2022","Internal Audit","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","AA/AO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Other","EO","15","10","28470","28300"
"In post","2022","Internal Audit","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","SEO/HEO","10","10","39550","39240"
"In post","2022","Internal Audit","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Legal","Communications","EO","10","10","[c]","[c]"
"In post","2022","Legal","Communications","SEO/HEO","15","15","40760","41500"
"In post","2022","Legal","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","AA/AO","35","35","22710","22200"
"In post","2022","Legal","Finance","EO","20","15","27350","27160"
"In post","2022","Legal","Finance","SEO/HEO","25","25","33070","32450"
"In post","2022","Legal","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","SEO/HEO","30","25","32460","31560"
"In post","2022","Legal","Knowledge and Information Management","AA/AO","5","5","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","EO","40","35","27490","27570"
"In post","2022","Legal","Knowledge and Information Management","G6/G7","10","10","60490","59250"
"In post","2022","Legal","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","SEO/HEO","25","25","33540","31990"
"In post","2022","Legal","Legal","AA/AO","45","45","23300","22600"
"In post","2022","Legal","Legal","EO","465","455","28550","27230"
"In post","2022","Legal","Legal","G6/G7","5645","5200","59340","57570"
"In post","2022","Legal","Legal","SCS level","375","365","87990","82720"
"In post","2022","Legal","Legal","SEO/HEO","1220","1160","42950","41750"
"In post","2022","Legal","Operational Delivery","AA/AO","1480","1355","22730","22200"
"In post","2022","Legal","Operational Delivery","EO","1295","1185","27930","28430"
"In post","2022","Legal","Operational Delivery","G6/G7","65","65","60260","58000"
"In post","2022","Legal","Operational Delivery","SCS level","10","10","[c]","[c]"
"In post","2022","Legal","Operational Delivery","SEO/HEO","400","390","34760","33370"
"In post","2022","Legal","Other","AA/AO","35","35","23880","23920"
"In post","2022","Legal","Other","EO","245","235","27390","26950"
"In post","2022","Legal","Other","G6/G7","60","55","59460","57260"
"In post","2022","Legal","Other","SCS level","5","5","[c]","[c]"
"In post","2022","Legal","Other","SEO/HEO","115","110","34070","31640"
"In post","2022","Legal","Policy","AA/AO","5","5","[c]","[c]"
"In post","2022","Legal","Policy","EO","15","15","28790","29500"
"In post","2022","Legal","Policy","G6/G7","40","40","61940","59170"
"In post","2022","Legal","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Policy","SEO/HEO","35","35","40070","39090"
"In post","2022","Legal","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Project Delivery","SEO/HEO","20","20","34220","33120"
"In post","2022","Legal","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Property","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Legal","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Security","SEO/HEO","10","10","31390","31420"
"In post","2022","Legal","Tax","EO","20","20","28290","28920"
"In post","2022","Legal","Tax","G6/G7","95","90","57340","55210"
"In post","2022","Legal","Tax","SEO/HEO","225","215","36110","33370"
"In post","2022","Legal","Unknown","AA/AO","10","10","23090","22080"
"In post","2022","Legal","Unknown","EO","20","20","29270","30460"
"In post","2022","Legal","Unknown","G6/G7","75","75","65260","62120"
"In post","2022","Legal","Unknown","SCS level","60","60","86720","79760"
"In post","2022","Legal","Unknown","SEO/HEO","55","55","36000","33370"
"In post","2022","No function","Commercial","AA/AO","25","25","25080","24690"
"In post","2022","No function","Commercial","EO","60","60","28480","28640"
"In post","2022","No function","Commercial","G6/G7","125","125","69770","68720"
"In post","2022","No function","Commercial","SCS level","15","15","91710","85000"
"In post","2022","No function","Commercial","SEO/HEO","255","250","43480","44630"
"In post","2022","No function","Commercial","Unknown","30","30","39220","39430"
"In post","2022","No function","Communications","AA/AO","5","5","[c]","[c]"
"In post","2022","No function","Communications","EO","35","35","27180","27680"
"In post","2022","No function","Communications","G6/G7","80","75","56030","54400"
