"Status","Year","Age","Disability","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Student Awards Agency for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Transport Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Health Security Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Health Security Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Welsh Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Animal and Plant Health Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Office and Procurator Fiscal Service","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Prosecution Service","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Electronics and Components Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Equipment and Support","Heterosexual / straight","45","45","19320","19460"
"In post","2022","16-19","Declared non-disabled","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Science and Technology Laboratory","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","120","115","23090","21260"
"In post","2022","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","LGBO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
