"Status","Year","Profession_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Economics","SEO/HEO","Female","Heterosexual / straight","205","200","36000","34710"
"In post","2022","Economics","SEO/HEO","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Economics","SEO/HEO","Female","Undeclared","25","25","[c]","[c]"
"In post","2022","Economics","SEO/HEO","Female","Unknown","45","45","33950","33180"
"In post","2022","Economics","SEO/HEO","Male","Heterosexual / straight","355","355","35600","34340"
"In post","2022","Economics","SEO/HEO","Male","LGBO","40","40","36600","35000"
"In post","2022","Economics","SEO/HEO","Male","Undeclared","45","45","35980","34710"
"In post","2022","Economics","SEO/HEO","Male","Unknown","125","125","34310","33470"
"In post","2022","Economics","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","Female","Heterosexual / straight","460","405","21980","21380"
"In post","2022","Finance","AA/AO","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","AA/AO","Female","Undeclared","65","55","21690","21420"
"In post","2022","Finance","AA/AO","Female","Unknown","125","100","22200","21260"
"In post","2022","Finance","AA/AO","Male","Heterosexual / straight","195","190","22050","21680"
"In post","2022","Finance","AA/AO","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","AA/AO","Male","Undeclared","30","30","22180","21960"
"In post","2022","Finance","AA/AO","Male","Unknown","90","85","21810","21260"
"In post","2022","Finance","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Female","Heterosexual / straight","1165","1090","26890","26670"
"In post","2022","Finance","EO","Female","LGBO","30","30","26160","26510"
"In post","2022","Finance","EO","Female","Undeclared","175","165","27160","26670"
"In post","2022","Finance","EO","Female","Unknown","150","140","27300","26670"
"In post","2022","Finance","EO","Male","Heterosexual / straight","610","600","26830","26670"
"In post","2022","Finance","EO","Male","LGBO","50","50","26620","26670"
"In post","2022","Finance","EO","Male","Undeclared","90","90","27190","27420"
"In post","2022","Finance","EO","Male","Unknown","105","100","27350","26780"
"In post","2022","Finance","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Female","Heterosexual / straight","1030","995","58040","56540"
"In post","2022","Finance","G6/G7","Female","LGBO","30","30","56190","54070"
"In post","2022","Finance","G6/G7","Female","Undeclared","140","135","58490","57130"
"In post","2022","Finance","G6/G7","Female","Unknown","150","140","58820","57780"
"In post","2022","Finance","G6/G7","Male","Heterosexual / straight","995","985","59740","58130"
"In post","2022","Finance","G6/G7","Male","LGBO","70","65","58980","58170"
"In post","2022","Finance","G6/G7","Male","Undeclared","160","160","58770","56800"
"In post","2022","Finance","G6/G7","Male","Unknown","155","155","60500","58320"
"In post","2022","Finance","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS level","Female","Heterosexual / straight","115","115","86550","80680"
"In post","2022","Finance","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","SCS level","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","SCS level","Male","Heterosexual / straight","145","145","89900","81040"
"In post","2022","Finance","SCS level","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","SCS level","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Finance","SCS level","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Finance","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Female","Heterosexual / straight","2410","2295","37080","36240"
"In post","2022","Finance","SEO/HEO","Female","LGBO","95","95","36220","35020"
"In post","2022","Finance","SEO/HEO","Female","Undeclared","330","315","37450","36500"
"In post","2022","Finance","SEO/HEO","Female","Unknown","350","335","37690","36970"
"In post","2022","Finance","SEO/HEO","Male","Heterosexual / straight","1910","1880","37870","37020"
"In post","2022","Finance","SEO/HEO","Male","LGBO","85","80","37270","36820"
"In post","2022","Finance","SEO/HEO","Male","Undeclared","275","270","38560","37830"
"In post","2022","Finance","SEO/HEO","Male","Unknown","365","360","37930","37660"
"In post","2022","Finance","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Male","Heterosexual / straight","40","40","51190","43300"
"In post","2022","Finance","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Geography","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Geography","AA/AO","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Geography","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Geography","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","EO","Female","Heterosexual / straight","35","35","27600","26740"
"In post","2022","Geography","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","EO","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Geography","EO","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Geography","EO","Male","Heterosexual / straight","50","50","27500","26740"
"In post","2022","Geography","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","EO","Male","Undeclared","10","5","[c]","[c]"
"In post","2022","Geography","EO","Male","Unknown","30","30","27780","27520"
"In post","2022","Geography","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Geography","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SEO/HEO","Female","Heterosexual / straight","55","50","35920","33290"
"In post","2022","Geography","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SEO/HEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Geography","SEO/HEO","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Geography","SEO/HEO","Male","Heterosexual / straight","120","120","35420","33290"
"In post","2022","Geography","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SEO/HEO","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Geography","SEO/HEO","Male","Unknown","40","35","36160","33290"
"In post","2022","Geography","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","AA/AO","Female","Heterosexual / straight","695","620","22010","21380"
"In post","2022","Human Resources","AA/AO","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Human Resources","AA/AO","Female","Undeclared","85","75","21690","21380"
"In post","2022","Human Resources","AA/AO","Female","Unknown","95","85","21910","21280"
"In post","2022","Human Resources","AA/AO","Male","Heterosexual / straight","215","210","22030","21650"
"In post","2022","Human Resources","AA/AO","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Human Resources","AA/AO","Male","Undeclared","40","40","22120","21380"
"In post","2022","Human Resources","AA/AO","Male","Unknown","50","45","22000","21340"
"In post","2022","Human Resources","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","EO","Female","Heterosexual / straight","910","835","27300","26880"
"In post","2022","Human Resources","EO","Female","LGBO","50","50","26880","26900"
"In post","2022","Human Resources","EO","Female","Undeclared","115","110","27500","27050"
"In post","2022","Human Resources","EO","Female","Unknown","170","155","26950","26820"
"In post","2022","Human Resources","EO","Male","Heterosexual / straight","315","310","27760","27570"
"In post","2022","Human Resources","EO","Male","LGBO","45","45","27190","27250"
"In post","2022","Human Resources","EO","Male","Undeclared","60","55","28250","27570"
"In post","2022","Human Resources","EO","Male","Unknown","65","65","27450","26820"
"In post","2022","Human Resources","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Female","Heterosexual / straight","1205","1160","57790","55940"
"In post","2022","Human Resources","G6/G7","Female","LGBO","50","50","56780","54360"
"In post","2022","Human Resources","G6/G7","Female","Undeclared","70","70","58290","56500"
"In post","2022","Human Resources","G6/G7","Female","Unknown","130","125","57620","57310"
"In post","2022","Human Resources","G6/G7","Male","Heterosexual / straight","450","445","58640","57450"
"In post","2022","Human Resources","G6/G7","Male","LGBO","75","75","59390","59410"
"In post","2022","Human Resources","G6/G7","Male","Undeclared","40","40","59550","58850"
"In post","2022","Human Resources","G6/G7","Male","Unknown","70","70","57830","56520"
"In post","2022","Human Resources","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS level","Female","Heterosexual / straight","130","125","87510","80000"
"In post","2022","Human Resources","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","SCS level","Male","Heterosexual / straight","50","50","87270","82370"
"In post","2022","Human Resources","SCS level","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","SCS level","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Female","Heterosexual / straight","2395","2260","36400","35700"
"In post","2022","Human Resources","SEO/HEO","Female","LGBO","95","95","35530","34020"
"In post","2022","Human Resources","SEO/HEO","Female","Undeclared","195","185","36530","36000"
"In post","2022","Human Resources","SEO/HEO","Female","Unknown","305","290","35790","35310"
"In post","2022","Human Resources","SEO/HEO","Male","Heterosexual / straight","925","900","37250","36750"
"In post","2022","Human Resources","SEO/HEO","Male","LGBO","125","120","36400","36030"
"In post","2022","Human Resources","SEO/HEO","Male","Undeclared","115","115","38380","38160"
"In post","2022","Human Resources","SEO/HEO","Male","Unknown","130","125","35710","35050"
"In post","2022","Human Resources","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
