"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Knowledge and Information Management","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","SEO","285","275","41250","40580"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Unknown","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","AO","150","135","22370","22080"
"In post","2022","Declared non-disabled","Legal","EO","1105","1065","28370","26970"
"In post","2022","Declared non-disabled","Legal","G6","1115","1045","69460","67910"
"In post","2022","Declared non-disabled","Legal","G7","3335","3070","56370","55610"
"In post","2022","Declared non-disabled","Legal","HEO","1265","1215","35210","33640"
"In post","2022","Declared non-disabled","Legal","SCS level","295","285","87650","82720"
"In post","2022","Declared non-disabled","Legal","SEO","1285","1175","44990","43240"
"In post","2022","Declared non-disabled","Legal","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","AA","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","AO","205","190","23600","23280"
"In post","2022","Declared non-disabled","Medicine","EO","205","185","32010","31530"
"In post","2022","Declared non-disabled","Medicine","G6","275","230","82220","84280"
"In post","2022","Declared non-disabled","Medicine","G7","190","170","62300","60720"
"In post","2022","Declared non-disabled","Medicine","HEO","310","280","37800","39030"
"In post","2022","Declared non-disabled","Medicine","SCS level","165","145","101110","100400"
"In post","2022","Declared non-disabled","Medicine","SEO","180","165","44290","45840"
"In post","2022","Declared non-disabled","Operational Delivery","AA","6690","5875","20670","20890"
"In post","2022","Declared non-disabled","Operational Delivery","AO","59160","52675","23180","21680"
"In post","2022","Declared non-disabled","Operational Delivery","EO","57420","52530","27890","27570"
"In post","2022","Declared non-disabled","Operational Delivery","G6","1440","1405","69060","67000"
"In post","2022","Declared non-disabled","Operational Delivery","G7","4120","4010","54950","53760"
"In post","2022","Declared non-disabled","Operational Delivery","HEO","17505","16600","33780","33370"
"In post","2022","Declared non-disabled","Operational Delivery","SCS level","585","570","89300","82270"
"In post","2022","Declared non-disabled","Operational Delivery","SEO","8960","8630","42650","40520"
"In post","2022","Declared non-disabled","Operational Delivery","Unknown","11905","11085","30540","28200"
"In post","2022","Declared non-disabled","Operational Research","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","AO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","EO","30","30","28150","26800"
"In post","2022","Declared non-disabled","Operational Research","G6","55","50","69940","68790"
"In post","2022","Declared non-disabled","Operational Research","G7","355","340","52920","51710"
"In post","2022","Declared non-disabled","Operational Research","HEO","205","205","32870","32880"
"In post","2022","Declared non-disabled","Operational Research","SCS level","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","SEO","200","190","41260","40510"
"In post","2022","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other","AA","1250","1190","19560","19050"
"In post","2022","Declared non-disabled","Other","AO","5940","5475","21640","21260"
"In post","2022","Declared non-disabled","Other","EO","6090","5770","27130","27570"
"In post","2022","Declared non-disabled","Other","G6","490","470","73450","68980"
"In post","2022","Declared non-disabled","Other","G7","980","950","54030","54160"
"In post","2022","Declared non-disabled","Other","HEO","2970","2855","32780","33180"
"In post","2022","Declared non-disabled","Other","SCS level","235","225","97530","88110"
"In post","2022","Declared non-disabled","Other","SEO","1690","1640","41170","40580"
"In post","2022","Declared non-disabled","Other","Unknown","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","AO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","EO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","G6","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","G7","50","45","55180","53650"
"In post","2022","Declared non-disabled","Planning","HEO","40","35","35410","35180"
"In post","2022","Declared non-disabled","Planning","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","SEO","45","45","42290","40720"
"In post","2022","Declared non-disabled","Planning Inspectors","G6","160","135","63820","58810"
"In post","2022","Declared non-disabled","Planning Inspectors","G7","100","95","46530","47660"
"In post","2022","Declared non-disabled","Planning Inspectors","HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","AA","30","30","18730","17860"
"In post","2022","Declared non-disabled","Policy","AO","410","395","24270","24370"
"In post","2022","Declared non-disabled","Policy","EO","1730","1670","28320","28310"
"In post","2022","Declared non-disabled","Policy","G6","2690","2585","66630","65440"
"In post","2022","Declared non-disabled","Policy","G7","6455","6265","54890","54110"
"In post","2022","Declared non-disabled","Policy","HEO","5125","5010","34220","33860"
"In post","2022","Declared non-disabled","Policy","SCS level","1470","1415","84840","77650"
"In post","2022","Declared non-disabled","Policy","SEO","4475","4335","41110","40310"
"In post","2022","Declared non-disabled","Policy","Unknown","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","AA","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","AO","315","265","22030","21260"
"In post","2022","Declared non-disabled","Project Delivery","EO","980","920","26820","26750"
"In post","2022","Declared non-disabled","Project Delivery","G6","950","925","67320","67530"
"In post","2022","Declared non-disabled","Project Delivery","G7","2545","2470","53960","54540"
"In post","2022","Declared non-disabled","Project Delivery","HEO","2675","2560","33080","33300"
"In post","2022","Declared non-disabled","Project Delivery","SCS level","295","290","89820","83920"
"In post","2022","Declared non-disabled","Project Delivery","SEO","3340","3230","40570","40520"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","370","360","44890","41020"
"In post","2022","Declared non-disabled","Property","AA","285","280","18180","17480"
"In post","2022","Declared non-disabled","Property","AO","315","285","22580","22040"
"In post","2022","Declared non-disabled","Property","EO","985","920","27430","26950"
"In post","2022","Declared non-disabled","Property","G6","340","335","66600","65370"
"In post","2022","Declared non-disabled","Property","G7","765","740","55150","54540"
"In post","2022","Declared non-disabled","Property","HEO","1290","1245","33540","33300"
"In post","2022","Declared non-disabled","Property","SCS level","70","70","88430","80190"
"In post","2022","Declared non-disabled","Property","SEO","1140","1090","42640","42170"
"In post","2022","Declared non-disabled","Property","Unknown","40","40","22810","24080"
"In post","2022","Declared non-disabled","Psychology","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Psychology","AO","50","45","21350","21140"
"In post","2022","Declared non-disabled","Psychology","EO","280","275","26480","26590"
"In post","2022","Declared non-disabled","Psychology","G6","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Psychology","G7","75","70","61820","62400"
"In post","2022","Declared non-disabled","Psychology","HEO","390","380","30750","30450"
"In post","2022","Declared non-disabled","Psychology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Psychology","SEO","290","270","45790","46550"
"In post","2022","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Science and Engineering","AA","115","115","18480","18330"
"In post","2022","Declared non-disabled","Science and Engineering","AO","675","660","22180","22200"
"In post","2022","Declared non-disabled","Science and Engineering","EO","1395","1365","26170","26370"
"In post","2022","Declared non-disabled","Science and Engineering","G6","395","370","68480","67770"
"In post","2022","Declared non-disabled","Science and Engineering","G7","2025","1940","52930","52340"
"In post","2022","Declared non-disabled","Science and Engineering","HEO","2485","2400","32280","32300"
"In post","2022","Declared non-disabled","Science and Engineering","SCS level","65","60","93530","89300"
"In post","2022","Declared non-disabled","Science and Engineering","SEO","2745","2625","41120","40070"
"In post","2022","Declared non-disabled","Science and Engineering","Unknown","560","555","40900","38450"
"In post","2022","Declared non-disabled","Security","AA","1695","1655","20630","19810"
"In post","2022","Declared non-disabled","Security","AO","1705","1665","31610","29490"
"In post","2022","Declared non-disabled","Security","EO","705","685","33230","29200"
"In post","2022","Declared non-disabled","Security","G6","90","90","68260","67650"
"In post","2022","Declared non-disabled","Security","G7","260","255","56430","55210"
"In post","2022","Declared non-disabled","Security","HEO","790","770","36370","34290"
"In post","2022","Declared non-disabled","Security","SCS level","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Security","SEO","530","520","43570","41750"
"In post","2022","Declared non-disabled","Security","Unknown","130","130","32970","29640"
"In post","2022","Declared non-disabled","Social Research","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","EO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","G6","55","55","67670","68160"
"In post","2022","Declared non-disabled","Social Research","G7","220","210","55690","55210"
"In post","2022","Declared non-disabled","Social Research","HEO","270","265","33030","32010"
"In post","2022","Declared non-disabled","Social Research","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","SEO","240","225","41060","40570"
"In post","2022","Declared non-disabled","Statistics","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","AO","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","EO","160","155","28160","28310"
"In post","2022","Declared non-disabled","Statistics","G6","130","125","66900","66370"
"In post","2022","Declared non-disabled","Statistics","G7","440","420","56000","55260"
"In post","2022","Declared non-disabled","Statistics","HEO","420","410","34100","33370"
"In post","2022","Declared non-disabled","Statistics","SCS level","40","40","82520","77960"
"In post","2022","Declared non-disabled","Statistics","SEO","390","375","41440","40580"
"In post","2022","Declared non-disabled","Tax","AO","1550","1455","21380","21250"
"In post","2022","Declared non-disabled","Tax","EO","2655","2505","27360","26820"
"In post","2022","Declared non-disabled","Tax","G6","545","515","69470","67910"
"In post","2022","Declared non-disabled","Tax","G7","1555","1500","56090","55210"
"In post","2022","Declared non-disabled","Tax","HEO","3655","3490","34200","33370"
"In post","2022","Declared non-disabled","Tax","SCS level","70","65","82160","78810"
"In post","2022","Declared non-disabled","Tax","SEO","1555","1490","40890","40520"
"In post","2022","Declared non-disabled","Unknown","AA","715","680","22160","22140"
"In post","2022","Declared non-disabled","Unknown","AO","1820","1725","23680","24020"
