"Status","Year","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Crown Commercial Service","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","Heterosexual / straight","135","135","41870","39360"
"In post","2022","Crown Commercial Service","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","Unknown","40","40","42240","38330"
"In post","2022","Crown Commercial Service","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Heterosexual / straight","50","50","41410","37360"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Human Resources","Heterosexual / straight","40","40","34870","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","Heterosexual / straight","590","560","53850","53490"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","LGBO","35","35","47910","47140"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","Undeclared","45","40","55300","53490"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","Unknown","55","50","61830","62170"
"In post","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","Heterosexual / straight","1270","1185","27680","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","LGBO","65","65","24940","22480"
"In post","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","Undeclared","60","55","26480","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","Unknown","50","45","27500","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Policy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","Heterosexual / straight","35","35","38030","38180"
"In post","2022","Crown Prosecution Service","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","Heterosexual / straight","55","55","41100","39750"
"In post","2022","Crown Prosecution Service","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","Unknown","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Heterosexual / straight","90","90","40140","34040"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Undeclared","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Heterosexual / straight","145","135","30060","26220"
"In post","2022","Crown Prosecution Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Heterosexual / straight","145","140","36650","31270"
"In post","2022","Crown Prosecution Service","Human Resources","LGBO","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Undeclared","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Heterosexual / straight","2350","2205","54130","53050"
"In post","2022","Crown Prosecution Service","Legal","LGBO","100","95","56750","55610"
"In post","2022","Crown Prosecution Service","Legal","Undeclared","100","95","54500","53050"
"In post","2022","Crown Prosecution Service","Legal","Unknown","765","685","56820","55610"
"In post","2022","Crown Prosecution Service","Operational Delivery","Heterosexual / straight","2090","1950","27210","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","LGBO","150","145","27450","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","Undeclared","90","85","25210","24590"
"In post","2022","Crown Prosecution Service","Operational Delivery","Unknown","560","500","26600","26090"
"In post","2022","Crown Prosecution Service","Other","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","Heterosexual / straight","55","55","55220","54760"
"In post","2022","Crown Prosecution Service","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","Heterosexual / straight","75","70","40000","38180"
"In post","2022","Crown Prosecution Service","Project Delivery","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Commercial","Undeclared","15","15","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Medicine","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Medicine","Undeclared","10","10","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Operational Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Operational Delivery","Undeclared","40","40","30520","28810"
"In post","2022","Defence Electronics and Components Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Other","Undeclared","20","20","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Project Delivery","Undeclared","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Property","Heterosexual / straight","5","5","[c]","[c]"
