"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","SEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","EO","Heterosexual / straight","125","115","28060","27380"
"In post","2022","Declared disabled","Intelligence Analysis","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","HEO","Heterosexual / straight","60","55","34200","33300"
"In post","2022","Declared disabled","Intelligence Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","International Trade","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","International Trade","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","International Trade","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","International Trade","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","International Trade","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","International Trade","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","International Trade","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","International Trade","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","AO","Heterosexual / straight","35","35","22390","21380"
"In post","2022","Declared disabled","Knowledge and Information Management","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","EO","Heterosexual / straight","55","50","28060","27570"
"In post","2022","Declared disabled","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","HEO","Heterosexual / straight","70","65","34370","33890"
"In post","2022","Declared disabled","Knowledge and Information Management","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SEO","Heterosexual / straight","30","30","41780","41590"
