"Status","Year","Function_of_post","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Medicine","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Medicine","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Operational Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Policy","Heterosexual / straight","105","100","52840","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Policy","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Policy","Undeclared","50","50","53650","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Science and Engineering","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Science and Engineering","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Statistics","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Statistics","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Statistics","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Operational Research","Heterosexual / straight","45","40","30250","30730"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Operational Research","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Operational Research","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Education and Skills Funding Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Education and Skills Funding Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","Heterosexual / straight","40","40","60640","61930"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","Undeclared","10","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","Other","Heterosexual / straight","140","130","72970","69010"
"In post","2022","Analysis","Government Actuary's Department","Other","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","Other","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","Other","Unknown","20","15","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Economics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Operational Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Statistics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Operational Delivery","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Statistics","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Statistics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Economics","Heterosexual / straight","85","85","49020","40520"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Economics","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Economics","Undeclared","10","10","[c]","[c]"
