"Status","Year","Disability","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Education Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","FCDO Services","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Food Standards Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","HM Treasury (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","HM Treasury (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","HM Treasury (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Home Office","Communications","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Home Office","Counter Fraud","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Home Office","Digital, Data and Technology","65","60","50990","48800"
"In post","2022","Undeclared","Unknown","Home Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Home Office","Finance","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","Home Office","Human Resources","25","25","[c]","[c]"
"In post","2022","Undeclared","Unknown","Home Office","Intelligence Analysis","95","90","31280","28800"
"In post","2022","Undeclared","Unknown","Home Office","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Home Office","Operational Delivery","1185","1085","29830","27370"
"In post","2022","Undeclared","Unknown","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Home Office","Other","55","55","36010","32740"
"In post","2022","Undeclared","Unknown","Home Office","Policy","85","80","48740","42280"
"In post","2022","Undeclared","Unknown","Home Office","Project Delivery","75","70","47490","42170"
"In post","2022","Undeclared","Unknown","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Home Office","Science and Engineering","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Home Office","Security","25","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","Home Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Ministry of Defence (excl. agencies)","Finance","155","150","35610","33300"
"In post","2022","Undeclared","Unknown","Ministry of Defence (excl. agencies)","Medicine","70","60","52200","40060"
"In post","2022","Undeclared","Unknown","Ministry of Defence (excl. agencies)","Other","865","830","25930","22150"
"In post","2022","Undeclared","Unknown","Ministry of Defence (excl. agencies)","Policy","95","95","43320","40580"
"In post","2022","Undeclared","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","150","145","34690","33010"
"In post","2022","Undeclared","Unknown","National Records of Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Scottish Government (excl. agencies)","Unknown","155","150","43790","39660"
"In post","2022","Undeclared","Unknown","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Scottish Public Pensions Agency","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Social Security Scotland","Unknown","45","45","29950","27230"
"In post","2022","Undeclared","Unknown","Transport Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Veterinary Medicines Directorate","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Veterinary Medicines Directorate","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Veterinary Medicines Directorate","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Finance","15","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Legal","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Operational Delivery","45","45","41960","47470"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Other","30","30","[c]","[c]"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Policy","55","50","41270","38160"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Science and Engineering","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Advisory, Conciliation and Arbitration Service","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","125","120","37870","35900"
"In post","2022","Unknown","Analysis","Companies House","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Companies House","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Competition and Markets Authority","Economics","10","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","30","30","41800","36660"
"In post","2022","Unknown","Analysis","Department for Education (excl. agencies)","Policy","20","20","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for International Trade","Economics","60","60","43520","40330"
"In post","2022","Unknown","Analysis","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for International Trade","Statistics","15","15","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","15","15","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Transport (excl. agencies)","Economics","40","40","42960","34710"
"In post","2022","Unknown","Analysis","Department for Transport (excl. agencies)","Other","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Transport (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Transport (excl. agencies)","Social Research","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Transport (excl. agencies)","Statistics","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Work and Pensions (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Work and Pensions (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Work and Pensions (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Work and Pensions (excl. agencies)","Policy","15","15","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Work and Pensions (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Department of Health and Social Care (excl. agencies)","Commercial","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department of Health and Social Care (excl. agencies)","Economics","50","50","43150","40650"
